no,Madura,indonesia,hal,buku kelas
10539.0,asehhak,bermain catur.,204,kamus
10540.0,seka,memanasi bagian tubuh .,204,kamus
10541.0,seka',burung elang .,204,kamus
10542.0,sekang,berdiri mengangkang,204,kamus
10543.0,nyekang,mengangkangkan kaki,204,kamus
10544.0,tasekang,terkangkang.,204,kamus
10545.0,sekat,"cepat bekerja, cekatan.",204,kamus
10546.0,sekeng,aus,204,kamus
10547.0,nyekeng,mengaus,204,kamus
10548.0,masekeng,mengauskan.,204,kamus
10549.0,sekep I,senjata sebagai persenjataan diri sendiri,204,kamus
10550.0,asekep,bersenjata unt mempersenjatai diri sendiri,204,kamus
10551.0,nyekep,membawa senjata unt mempersenjatai diri sendiri.,204,kamus
10552.0,sekep II,sikap,204,kamus
10553.0,seket,lima puluh.,204,kamus
10554.0,sekka',sikat,204,kamus
10555.0,ka'-selka',penyikat,204,kamus
10556.0,asekka',bersikat,204,kamus
10557.0,nyekka',"menyikat, membersihkan dng sikat.",204,kamus
10558.0,sekkar,bunga,204,kamus
10559.0,nyekkar,menaruh bunga di kuburan.,204,kamus
10560.0,sekkel,sukar ke luar krn padat dan kesat .,204,kamus
10561.0,sekkem,sekam,204,kamus
10562.0,nyekkem,menyekam.,204,kamus
10563.0,sekken,"tak goyah, kukuh, kuat",204,kamus
10564.0,ken-sekken,"penguat, pengukuh",204,kamus
10565.0,nyekkeni,menjadikan lebih kukuh/kuat,204,kamus
10566.0,masekken,"mengukuhkan, menguatkan .",204,kamus
10567.0,sekklak,sekelak,204,kamus
10568.0,klak-seklak,penyeklak,204,kamus
10569.0,nyekklak,menyekelak.,204,kamus
10570.0,sekko,bahaya,204,kamus
10571.0,sasekko,yg dpt membahayakan.,204,kamus
10572.0,sekkol,serundeng,204,kamus
10573.0,nyekkol,membuat serundeng.,204,kamus
10574.0,sekkrup,sekerup,204,kamus
10575.0,kup-sekkrup,"sekerup-sekerup, penyekerup",204,kamus
10576.0,asekkrup,bersekerup,204,kamus
10577.0,nyekkrup,memasukkan/memasang sekerup.,204,kamus
10578.0,seko,siku,204,kamus
10579.0,nyeko,"menyiku, menyudut.",204,kamus
10580.0,sekot,"jahit, potong",204,kamus
10581.0,nyekot,"menjahit, memotong",204,kamus
10582.0,sekodan,hasil menjahit/memotong .,204,kamus
10583.0,seksa,siksa,204,kamus
10584.0,aseksa,"menyiksakan, memberikan banyak kesukaran",204,kamus
10585.0,nyeksa,menyiksa.,204,kamus
10586.0,seksek,iris,204,kamus
10587.0,sek-seksek,pengiris,204,kamus
10588.0,nyeksek,mengiris.,204,kamus
10589.0,seksek I,sesak,204,kamus
10590.0,seksek II,penuh/padat krn terlalu sesak/ramai,204,kamus
10591.0,nyeksegi,menjadikan sesak/penuh,204,kamus
10592.0,maseksek,menjadikan se-,204,kamus
10593.0,seksek II,penuh/padat krn terlalu sesak/ramai,205,kamus
10594.0,nyeksegi,menjadikan sesak/penuh,205,kamus
10595.0,maseksek,menjadikan sesak/penuh.,205,kamus
10596.0,sela I,walau,205,kamus
10597.0,sela bariya,walaupun begitu,205,kamus
10598.0,sela II,sila,205,kamus
10599.0,asela,bersila,205,kamus
10600.0,masela,menyuruh duduk bersila.,205,kamus
10601.0,selbi',tunas,205,kamus
10602.0,nyelbi',bertunas.,205,kamus
10603.0,sele',"teliti , pandai bersembunyi.",205,kamus
10604.0,selen,tuang,205,kamus
10605.0,len-selen,penuang,205,kamus
10606.0,nyelen,menuang.,205,kamus
10607.0,selep I,"berbuat sesuatu tanpa diketahui orang lain, berbuat di belakang mata.",205,kamus
10608.0,selep II,sebagian masak dan sebagian masih mentah  .,205,kamus
10609.0,selep,"pingsan, tak ingatkan diri.",205,kamus
10610.0,selket,"selip, sisip",205,kamus
10611.0,ket-selket,tempat menyelipkan,205,kamus
10612.0,nyelket,"menyelip, menyisip",205,kamus
10613.0,selkeden,selilitan.,205,kamus
10614.0,sella,"sela, selang, campur",205,kamus
10615.0,asella,mencampur beras dng beras jagung/parutan ketela pohon,205,kamus
10616.0,nyella,"menyela, menyelangi.",205,kamus
10617.0,sella',"sesak, penuh",205,kamus
10618.0,masella',menyesakkan,205,kamus
10619.0,la'-masella',menjadikan sesak.,205,kamus
10620.0,sellang I,saluran karet,205,kamus
10621.0,asellang,bersaluran karet.,205,kamus
10622.0,sellang II,"seling, selang",205,kamus
10623.0,nyellang,menyelingi .,205,kamus
10624.0,sellat,"selat, sela",205,kamus
10625.0,lat-sellat,"penyelat, penyela",205,kamus
10626.0,asellat,berselat,205,kamus
10627.0,nyellat,"menyelat, menyisip.",205,kamus
10628.0,selle',selisik,205,kamus
10629.0,nyelle',menyelisik .,205,kamus
10630.0,sellek,"desak, dorong",205,kamus
10631.0,nyellek,mendesak dng mendorong-dorong.,205,kamus
10632.0,sellem,selam.,205,kamus
10633.0,nyellem,menyelam,205,kamus
10634.0,tasellem,"terbenam, tenggelam.",205,kamus
10635.0,selleng,seling,205,kamus
10636.0,lang-selleng,selan-seling,205,kamus
10637.0,nyellenge,menyelingi,205,kamus
10638.0,sullensellengan,"selingan, yg diselingkan.",205,kamus
10639.0,seller,"selir, isteri tambahan",205,kamus
10640.0,aseller,mempunyai selir,205,kamus
10641.0,nyeller,menyelir.,205,kamus
10642.0,sello',cincin,205,kamus
10643.0,asello',"bercincin, mengenakan cincin",205,kamus
10644.0,nyello'e,mencincini,205,kamus
10645.0,socana sello',mata cincin .,205,kamus
10646.0,sellok,selokan.,205,kamus
10647.0,sellop,selop,205,kamus
10648.0,asellop,memakai selop,205,kamus
10649.0,nyellobi,memakaikan/memakaikan selop.,205,kamus
10650.0,sellor,masuk melalui rongga-rongga sempit.,205,kamus
10651.0,sellot,"selot, kunci",205,kamus
10652.0,lot-sellot,"penyelot, pengunci",205,kamus
10653.0,asellot,berkunci,205,kamus
10654.0,nyellot,mengunci dng selot.,205,kamus
10655.0,selom,"jelma, silum",205,kamus
10656.0,nyelom,menjelmakan diri sebagai siluman,205,kamus
10657.0,seloman,siluman.,205,kamus
10658.0,selpat,"putus, patah .",205,kamus
10659.0,selpet,"selepit, selit",205,kamus
10660.0,pet-selpet,tempat menyelepit/menyelitkan,205,kamus
10661.0,nyelpet,"menyelepit, menyelit.",205,kamus
10662.0,selte',"sentik, sentil",205,kamus
10663.0,te'-selte',"penyentik, penyentil",205,kamus
10664.0,nyelte',"menyentik, menyentil.",205,kamus
10665.0,semba,sembah,206,kamus
10666.0,ba-semba,tempat menyembah,206,kamus
10667.0,nyemba,menyembah.,206,kamus
10668.0,semba' I,berjalan hilir mudik spt orang sibuk.,206,kamus
10669.0,semba' II,memperlihatkan diri sebentar.,206,kamus
10670.0,semben,pukul,206,kamus
10671.0,ben-semben,pemukul,206,kamus
10672.0,nyemben,memukul ke arah samping.,206,kamus
10673.0,sembeng,kembung perut.,206,kamus
10674.0,sembir,mengena. pd bagian pinggir.,206,kamus
10675.0,sembrono,"sembrono, tak cermat .",206,kamus
10676.0,sembung,selendang yg diikatkan di perut,206,kamus
10677.0,bung-sembung,apa yg diikatkan di perut sebagai selendang,206,kamus
10678.0,asembung,berselendang .,206,kamus
10679.0,sembur,sembur,206,kamus
10680.0,bur-sembur,penyembur,206,kamus
10681.0,asemburan,bersemburan,206,kamus
10682.0,nyembur,menyembur.,206,kamus
10683.0,semma',dekat,206,kamus
10684.0,ma'-semma',dekat sekali,206,kamus
10685.0,asemma',mendekat,206,kamus
10686.0,nyemma',mendekat/-i.,206,kamus
10687.0,semmar,semar .,206,kamus
10688.0,semmen,semen,206,kamus
10689.0,asemmen,"bersemen, berlapis dng semen",206,kamus
10690.0,nyemmen,menyemen.,206,kamus
10691.0,semmer,semir,206,kamus
10692.0,mer-semmer,penyemir,206,kamus
10693.0,asemmer,"bersemir, berlapis dng semir",206,kamus
10694.0,nyemmer,menyemir,206,kamus
10695.0,semmo,agak,206,kamus
10696.0,semmona,"maksudnya, rupanya spt akan berbuat tipu daya",206,kamus
10697.0,semmon,sindir,206,kamus
10698.0,mon-semmon,"penyindir , apa yg disindirkan",206,kamus
10699.0,asemmonan,menyindir,206,kamus
10700.0,nyemmone,menyindir/-i,206,kamus
10701.0,parsemmon,"kata-kata kias, perlambang unt menyindir",206,kamus
10702.0,mon-semmonan,"suka menyindir, sindir menyindir.",206,kamus
10703.0,semmor,semur,206,kamus
10704.0,nyemmor,membuat semur.,206,kamus
10705.0,sempal,patah .,206,kamus
10706.0,masempal,mematahkan .,206,kamus
10707.0,sempang,"simpang, hindar",206,kamus
10708.0,pang-sempang,tempat menyimpang,206,kamus
10709.0,nyempang,"menyimpang, menghindar/-i, menyingkir/-i.",206,kamus
10710.0,sempat,"sempat, kelonggaran waktu",206,kamus
10711.0,nyempattagi,menyempatkan,206,kamus
10712.0,kasempadan,kesempatan,206,kamus
10713.0,pat-sempadan,"yg paling sempat, sewaktu sempat/ada kesempatan.",206,kamus
10714.0,sempay,simpai .,206,kamus
10715.0,sempe,memukul/menusuk dr arah belakang tanpa diketahui sebelumnya,206,kamus
10716.0,tasempe,terpukul/tertusuk dr arah belakang tanpa diketahui sebelumnya.,206,kamus
10717.0,sempen,simpan,206,kamus
10718.0,pen-sempen,sesuatu yg disimpan,206,kamus
10719.0,nyempen,menyimpan.,206,kamus
10720.0,sempet,sempit,206,kamus
10721.0,masempet,menyempitkan.,206,kamus
10722.0,sempo,sepuh,206,kamus
10723.0,po-sempo,penyepuh,206,kamus
10724.0,nyempo,menyepuh.,206,kamus
10725.0,semprong,"semperong, corong, lampu",206,kamus
10726.0,nyempronge,"menyemperongi, memberi semperong.",207,kamus
10727.0,semprot,semperot,207,kamus
10728.0,prot-semprot,penyemperot,207,kamus
10729.0,nyemprot,menyemperot,207,kamus
10730.0,semprodan,penyemperot .,207,kamus
10731.0,senat I,terang benderang,207,kamus
10732.0,nyenadi,menerangi dng terang sekali,207,kamus
10733.0,nat-senadan,yg paling terang.,207,kamus
10734.0,senat II,perwakilan rakyat .,207,kamus
10735.0,sendeng,balik ke hulu .,207,kamus
10736.0,sender,"sender, tempat penyiaran/pemancaran.",207,kamus
10737.0,sendhal,renggut,207,kamus
10738.0,dhal-sendhal,perenggut,207,kamus
10739.0,nyendhal,merenggut,207,kamus
10740.0,dhal-sendhalan,"renggut merenggut, merenggut-renggut.",207,kamus
10741.0,sendheng,miring,207,kamus
10742.0,nyendhengngagi,memiringkan.,207,kamus
10743.0,sendhil,sindir,207,kamus
10744.0,asendhilan,menyindir melalui pantun,207,kamus
10745.0,dhil-sendhilan,sindir-menyindir dng berpantun.,207,kamus
10746.0,sendho',sendok,207,kamus
10747.0,dho'-sendho',"sendok-sendok, penyendok",207,kamus
10748.0,asendho',"bersendok, memakai/menggunakan sendok",207,kamus
10749.0,nyendho',menyendok.,207,kamus
10750.0,sendhu',senduk,207,kamus
10751.0,dhu'-sendhu',"senduk-senduk, penyenduk",207,kamus
10752.0,nyendhu',menyenduk .,207,kamus
10753.0,sendhung,"tersembunyi, tdk ketara .",207,kamus
10754.0,seng,seng,207,kamus
10755.0,ngessenge,melapisi dng seng.,207,kamus
10756.0,senga',awas,207,kamus
10757.0,masenga',memperingati spy berhati-hati,207,kamus
10758.0,nga'-masenga',"mengingat-ingati, wanti-wanti",207,kamus
10759.0,senget,"singit, werit.",207,kamus
10760.0,sengga,"hindar, singkir",207,kamus
10761.0,asenggai,"menghindari, menyingkiri",207,kamus
10762.0,nyengga,"menghindar, menyingkiri.",207,kamus
10763.0,senggak,tantang,207,kamus
10764.0,asenggak,menantang dng kata-kata kasar/keras,207,kamus
10765.0,nyenggagi,"menantangi, memberikan tantangan dng kata-kata kasar/keras.",207,kamus
10766.0,senggang,hampir masak,207,kamus
10767.0,nyenggang,menjadi hampir masak .,207,kamus
10768.0,senggol,senggol,207,kamus
10769.0,gol-senggol,penyenggol,207,kamus
10770.0,asenggol,bersenggol,207,kamus
10771.0,nyenggol,menyenggol.,207,kamus
10772.0,senggung,singgung,207,kamus
10773.0,gung-senggung,penyinggung,207,kamus
10774.0,asenggung,bersinggung/-an,207,kamus
10775.0,nyenggung,menyinggung,207,kamus
10776.0,tasenggung,tersinggung.,207,kamus
10777.0,sengka,"segan, enggan, malas kerja",207,kamus
10778.0,ka-sengkaen,sering merasa segan.,207,kamus
10779.0,sengka',berjalan hilir mudik spt orang sibuk.,207,kamus
10780.0,sengkap,singkap,207,kamus
10781.0,kap-sengkap,penyingkap,207,kamus
10782.0,asengkap,bersingkap,207,kamus
10783.0,nyengkap,menyingkap,207,kamus
10784.0,tasengkap,tersingkap,207,kamus
10785.0,kap-sengkaban,sering tersingkap/menyingkap.,207,kamus
10786.0,sengke',singkek .,207,kamus
10787.0,sengker,singkir,207,kamus
10788.0,nyengker,menyingkir,207,kamus
10789.0,manyengker,menyingkirkan.,207,kamus
10790.0,sengko',saya  .,207,kamus
10791.0,sengkor,sikut,207,kamus
10792.0,kor-sengkor,penyikut,207,kamus
10793.0,nyengkor,menyikut,207,kamus
10794.0,sengkor,sikut,208,kamus
10795.0,kor-sengkoran,"tempat menyikut, sikut menyikut.",208,kamus
10796.0,sengnga',"sengat, insang",208,kamus
10797.0,nga-sengnga',penyengat,208,kamus
10798.0,asengnga',"bersengat, mempunyai kekuasaan",208,kamus
10799.0,nyengnga',menyengat.,208,kamus
10800.0,sengnger,seringai,208,kamus
10801.0,nyengnger,menyeringai.,208,kamus
10802.0,sengngong,sengau .,208,kamus
10803.0,sengsal,"ketelisut, hilang tak tentu rimbanya",208,kamus
10804.0,matasengsal,"menelisutkan, menghilangkan yg sukar diperoleh kembali.",208,kamus
10805.0,sengseng,sengau,208,kamus
10806.0,masengseng,menyengaukan,208,kamus
10807.0,seng-masengseng,berpura-pura/berlagak sengau .,208,kamus
10808.0,sengset,"singsat, singset  .",208,kamus
10809.0,sennam,daun muda pohon asam.,208,kamus
10810.0,senne I,"air, seni, air kencing  .",208,kamus
10811.0,asenne,membuang air seni berkencing  .,208,kamus
10812.0,senne II,seni,208,kamus
10813.0,asenne,berseni:,208,kamus
10814.0,kasenneyan,kesenian.,208,kamus
10815.0,sennen,senin,208,kamus
10816.0,sennenan,tiap-tiap hari senin.,208,kamus
10817.0,senneng,senang,208,kamus
10818.0,asennengan,lebih menyenangkan,208,kamus
10819.0,nyennengngagi,menyenangkan,208,kamus
10820.0,neng-masenneng,berlaku spt orang senang:,208,kamus
10821.0,neng-sennengan,bersenang-senang.,208,kamus
10822.0,sennep,"rasa senak dlm perut, rasa sebal dlm perut.",208,kamus
10823.0,senopati,panglima perang.,208,kamus
10824.0,senta',"renggut, tarik",208,kamus
10825.0,ta'-senta',perenggut,208,kamus
10826.0,nyenta',"merenggut, menarik keras-keras",208,kamus
10827.0,ta'-senta'an,renggut merenggut.,208,kamus
10828.0,sentak,"bentak, sentak, hardik",208,kamus
10829.0,nyentak,"membentak, menyentak, menghardik",208,kamus
10830.0,tak-sentagan,"menyentak-nyentak, membentak-bentak.",208,kamus
10831.0,sentar,giwang,208,kamus
10832.0,asentar,"bergiwang, mengenakan giwang",208,kamus
10833.0,nyentare,"menggiwangi, memberi giwang unt dipakai/dikenakan.",208,kamus
10834.0,senter,"sentolop, flashlight",208,kamus
10835.0,nyenter,menerangi dng sentolop,208,kamus
10836.0,senthek,kecil mungil.,208,kamus
10837.0,senthem,memukul dng tulang jari tangan.,208,kamus
10838.0,nyenti'i,mengukur dng senti,208,kamus
10839.0,senyet,berpusing keras/cepat,208,kamus
10840.0,masenyet,mempercepat dlm memusing.,208,kamus
10841.0,sep,"sep , kepala jawatan",208,kamus
10842.0,aessep,menganggap sebagai sep.,208,kamus
10843.0,sepa',"cukup besar, bersesuaian dng besarnya badan .",208,kamus
10844.0,sepat I,sifat,208,kamus
10845.0,asepat,bersifat.,208,kamus
10846.0,sepat II,tali arang .,208,kamus
10847.0,sepat III,"selalu, selagi.",208,kamus
10848.0,sepet I,sipit,208,kamus
10849.0,masepet,menyipitkan mata,208,kamus
10850.0,pet-masepet,berlagak spt bermata sipit.,208,kamus
10851.0,sepet II,"pepat pantat, tepos .",208,kamus
10852.0,seppal,"hambar, kurang bergaram .",208,kamus
10853.0,seppe,sepi,208,kamus
10854.0,nyeppe,"menyepi, mengasingkan diri unt bersemedi, pergi ke tempat sepi unt bersemedi",208,kamus
10855.0,panyeppen,tempat menyepi/bersemedi.,208,kamus
10856.0,seppen,"kamar kecil di bagian belakang rumah, sepen,",209,kamus
10857.0,pen-seppenan,yg menyerupai sepen.,209,kamus
10858.0,seppir I,"penjara, rumah pemasyarakatan",209,kamus
10859.0,nyeppir,"memasukkan ke penjara, menghukum.",209,kamus
10860.0,seppir II,"urat yang menandai kekuatan seseorang, spir",209,kamus
10861.0,aseppir,mempunyai urat yang kuat.,209,kamus
10862.0,sepplak,tempeleng,209,kamus
10863.0,nyepplak,menempeleng.,209,kamus
10864.0,seppo,"tua keladi, berumur, sepuh",209,kamus
10865.0,nyepowe,bertindak sebagai orang tua .,209,kamus
10866.0,seppre,seperar alas tempat tidur,209,kamus
10867.0,aseppre,berseperai.,209,kamus
10868.0,nyeppre'e,melapisi dengan seperai.,209,kamus
10869.0,seppur,kereta api,209,kamus
10870.0,nyepur,naik kereta api,209,kamus
10871.0,sepsap,menggerak-gerakkan badan/tangan tanpa arah tertentu.,209,kamus
10872.0,sepsep,isap,209,kamus
10873.0,sep-sepsep,pengisap,209,kamus
10874.0,nyepsep,mengisap.,209,kamus
10875.0,september,september .,209,kamus
10876.0,sera I,siapa,209,kamus
10877.0,pasera,siapa,209,kamus
10878.0,ra-pasera,siapapun juga.,209,kamus
10879.0,sera II,kepala,209,kamus
10880.0,seram I,siram,209,kamus
10881.0,ram-seram,penyiram,209,kamus
10882.0,nyeram,menyiram,209,kamus
10883.0,nyerame,menyirami.,209,kamus
10884.0,seram II,mandi,209,kamus
10885.0,aseram,mandi,209,kamus
10886.0,nyerame,memandikan.,209,kamus
10887.0,serap I,"papan kayu unt dinding/atap, sirap",209,kamus
10888.0,nyerabi,mamberi/menutup dng papan kayu/sirap.,209,kamus
10889.0,serap II,mengumpulkan buah yang berjatuhan.,209,kamus
10890.0,serbet,serbet,209,kamus
10891.0,bet-serbet,"yang biasa dijadikan serbet, penyerbet",209,kamus
10892.0,nyerbet,membersihkan dengan serbet.,209,kamus
10893.0,serbu,serbu,209,kamus
10894.0,nyerbu,menyerbu.,209,kamus
10895.0,serbuk I,sb makanan dari jagung yg dihaluskan dan dicampur dng gula.,209,kamus
10896.0,serbuk II,serbuk kayu.,209,kamus
10897.0,serbung,peluit kapal serbung,209,kamus
10898.0,nyerbung,berbunyi .,209,kamus
10899.0,serdhang,"terang tak berawan, terang tak berpenghalang.",209,kamus
10900.0,sere,sirih.,209,kamus
10901.0,seren,"serah, pasrah",209,kamus
10902.0,nyerennagi,"menyerahkan, memasrahkan",209,kamus
10903.0,panyeren,sesuatu yang diberikan dlm rangka perkawinan.,209,kamus
10904.0,serep I,"sunyi, senyap, diam",209,kamus
10905.0,rep-serep,sebangsa mantera/jampi yg digunakan pencuri agar calon korbannya tidur terus.,209,kamus
10906.0,serep II,cadangan,209,kamus
10907.0,nyerep,membawa/menyediakan cadangan.,209,kamus
10908.0,seret I,seret,209,kamus
10909.0,ret-seret,seret-seret,209,kamus
10910.0,nyeret,menyeret.,209,kamus
10911.0,seret II,"keras terikat, ketat",209,kamus
10912.0,ret-seret,pengetat,209,kamus
10913.0,nyereddi,mengeraskan ikatan.,209,kamus
10914.0,sergang,"gertak, bentak",209,kamus
10915.0,nyergang,"menggertak, membentak.",209,kamus
10916.0,sergu',sedot tentang hidung,209,kamus
10917.0,gu'-sergu',penyedot  .,209,kamus
10918.0,nyergu',"menghisap dengan hidung, menyedot dengan hidung.",209,kamus
10919.0,serna',selak,209,kamus
10920.0,taserna',terselak/tersendat .,209,kamus
10921.0,sero,"sero, andil",209,kamus
10922.0,asero,"bersero, saling memasukkan modal.",210,kamus
10923.0,sero',serok,210,kamus
10924.0,ro'-sero',"penyerok, pencedok",210,kamus
10925.0,nyero',"menyerok, mencedok",210,kamus
10926.0,panyero',penyerok.,210,kamus
10927.0,serong,serong,210,kamus
10928.0,nyerong,menyerong.,210,kamus
10929.0,serpot I,sebangsa penganan dari tepung yg dioven,210,kamus
10930.0,nyerpot,"membuat ""serpot"".",210,kamus
10931.0,serpot II,memasakkan buah-buahan dlm lubang dengan memanasinya.,210,kamus
10932.0,serra,bayar,210,kamus
10933.0,nyerra,melunasi hutang membayar hutang.,210,kamus
10934.0,serra' I,"irit, hemat, tak kelihatan tua . s,",210,kamus
10935.0,serra' II,lama .,210,kamus
10936.0,serrah,"serah, tunduk:",210,kamus
10937.0,nyerrah,"menyerah, tunduk, tidak melawan lagi.",210,kamus
10938.0,serrang,serang:,210,kamus
10939.0,rang-serrang,penyerang,210,kamus
10940.0,nyerrang,menyerang,210,kamus
10941.0,rang-serrangan,"serang-serangan , serang-menyerang.",210,kamus
10942.0,serrat I,serat,210,kamus
10943.0,aserrat,berserat.,210,kamus
10944.0,serrat II,"surat  , tulis",210,kamus
10945.0,nyerrat,"menulis  , menulis surat.",210,kamus
10946.0,serre I,"karena, sebab.",210,kamus
10947.0,serre II,serai .,210,kamus
10948.0,serreng I,"sering, kerap kali.",210,kamus
10949.0,serreng II,keras .,210,kamus
10950.0,serrep,"serap, resap",210,kamus
10951.0,rep-serrep,"penyerep, peresap",210,kamus
10952.0,nyerrep,"menyerap, meresap",210,kamus
10953.0,serrepan,"penyerap, peresap , mempunyai alat penyerap.",210,kamus
10954.0,serret I,keras terikat ketat,210,kamus
10955.0,ret-serret,pengetat,210,kamus
10956.0,nyerreddi,mengeraskan ikatan.,210,kamus
10957.0,serret II,serit,210,kamus
10958.0,nyerret,menyerit.,210,kamus
10959.0,serro,seru,210,kamus
10960.0,aserro,mangaduh.,210,kamus
10961.0,serrop,"tiup, hembus",210,kamus
10962.0,rop-serrop,"peniup , sb mantera/jampi yg ditiupkan :",210,kamus
10963.0,nyerrop,"meniup, menghembus.",210,kamus
10964.0,serrot,serut,210,kamus
10965.0,rot-serrot,penyerut,210,kamus
10966.0,aserrot,berserut,210,kamus
10967.0,nyerrot,"menyerut, menghaluskan/meratakan .",210,kamus
10968.0,sersan,sersan .,210,kamus
10969.0,serser I,iris,210,kamus
10970.0,ser-serser,pengiris,210,kamus
10971.0,nyerser,mengiris halus-halus.,210,kamus
10972.0,serser II,kejar terus,210,kamus
10973.0,nyerser,mengejar terus smp dapat tertangkap.,210,kamus
10974.0,sertifikat,"sertifikat, surat keterangan.",210,kamus
10975.0,servis,"pelayanan, servis",210,kamus
10976.0,nyervis,"memberikan servis/pelayanan membersihkan mesin, mengganti minyak pelumas .",210,kamus
10977.0,sese,sisi,210,kamus
10978.0,nyese,menyisi.,210,kamus
10979.0,seset,capung.,210,kamus
10980.0,sesse' I,sisik,210,kamus
10981.0,asesse',bersisik.,210,kamus
10982.0,sesse' II,selisik tentang telur kutu rambut),210,kamus
10983.0,ase'sesse',mencari telur kutu rambut dengan memisit-misit rambut sehelai-sehelai.,210,kamus
10984.0,sessel,"sisip, selit",210,kamus
10985.0,sel-sessel,"penyisip, penyelit",210,kamus
10986.0,nyessele,menyisipi menyeliti.,210,kamus
10987.0,sessep,isap,210,kamus
10988.0,sep-sessep,"pengisap, .",210,kamus
10989.0,nyessep,mengisap.,210,kamus
10990.0,setan,"setan, iblis",211,kamus
10991.0,nyetane,"menyetani, menakut-nakuti selaku setan",211,kamus
10992.0,setensil,setensil,211,kamus
10993.0,nyetensil,menyetensil.,211,kamus
10994.0,sethak,menyombong-nyombongkan diri .,211,kamus
10995.0,setho,"menyimpang, tdk lurus .",211,kamus
10996.0,setset,"kering, bersisik .",211,kamus
10997.0,settek,"cangkokans bibit pohon-pohonan, setek",211,kamus
10998.0,nyettek,"mencangkok, mensetek.",211,kamus
10999.0,settel,"sesuai, sepadan",211,kamus
11000.0,settelan,"setelan, pakaian jas dan pantalon",211,kamus
11001.0,asettelan,mengenakan setelan,211,kamus
11002.0,nyettel,"menyesuaikan, menyetel, menyepadankan.",211,kamus
11003.0,settip,"karet penghapus, setip",211,kamus
11004.0,nyettip,menghapus tulisan dengan setip.,211,kamus
11005.0,settir,setir,211,kamus
11006.0,nyettir,"mengemudikan, menyetir.",211,kamus
11007.0,settong,satu,211,kamus
11008.0,manyettong,menyatukan:,211,kamus
11009.0,settonga,satupun,211,kamus
11010.0,sala settong,salah seorang .,211,kamus
11011.0,settop I,stop,211,kamus
11012.0,top-settop,penyetop,211,kamus
11013.0,nyettop,menyetop.,211,kamus
11014.0,setopan,tempat penyetopan.,211,kamus
11015.0,settop II,minuman buah-buahan.,211,kamus
11016.0,nyettop,membuat minuman buah-buahan.,211,kamus
11017.0,settrap,"setrap, hukum",211,kamus
11018.0,nyettrap,menghukum.,211,kamus
11019.0,settrapan,"hukuman, narapidana.",211,kamus
11020.0,settrip,"setrip, garis",211,kamus
11021.0,nyettrip,"memberi garis, mencoret.",211,kamus
11022.0,settrup,sirup,211,kamus
11023.0,nyettrup,minum sirup.,211,kamus
11024.0,sewa,sewa,211,kamus
11025.0,wa-sewa,uang sewa,211,kamus
11026.0,nyewa,menyewa,211,kamus
11027.0,sewa'an,apa yang disewakan.,211,kamus
11028.0,seyyet,benang wol.,211,kamus
11029.0,seyor,desis,211,kamus
11030.0,ngaseyor,mendesis .,211,kamus
11031.0,sigaret,sigaret .,211,kamus
11032.0,sir,syair yg dapat dilagukan.,211,kamus
11033.0,sikat,sikat,211,kamus
11034.0,kat-sikat,penyikat,211,kamus
11035.0,asikat,bersikat,211,kamus
11036.0,nyikat,menyikat,211,kamus
11037.0,silat,silat,211,kamus
11038.0,asilat,bersilat,211,kamus
11039.0,nyiladi,menyilati.,211,kamus
11040.0,silet,pisau silet,211,kamus
11041.0,asilet,menyilet .,211,kamus
11042.0,simbar,bermain simbar .,211,kamus
11043.0,sinder,pengurus tanaman di pabrik.,211,kamus
11044.0,sipil I,sipil .,211,kamus
11045.0,sipil II,"remeh, .",211,kamus
11046.0,sirlak,sirlak.,211,kamus
11047.0,sirup,sirup.,211,kamus
11048.0,sison,cukur,211,kamus
11049.0,asison,bercukur bagian pinggis),211,kamus
11050.0,nyison,mencukur .,211,kamus
11051.0,sita,sita,211,kamus
11052.0,nyita,menyita.,211,kamus
11053.0,siwa,syiwa .,211,kamus
11054.0,siyal,"sial, tidak mujur",211,kamus
11055.0,masiyal,membuat sial.,211,kamus
11056.0,siyam,puasa,211,kamus
11057.0,asiyam,berpuasa  .,211,kamus
11058.0,siyang,siang hari,211,kamus
11059.0,yang-siyang,siang hari benar,211,kamus
11060.0,kasiyangan,kesiangan.,211,kamus
11061.0,siyap,siap,211,kamus
11062.0,asiyap,bersiap,211,kamus
11063.0,nyiyappagi,menyiapkan.,211,kamus
11064.0,siyar,siar,212,kamus
11065.0,yar-siyar,penyiar,212,kamus
11066.0,nyiyarragi,menyiarkan,212,kamus
11067.0,tasiyar,tersiar.,212,kamus
11068.0,siyol,siul,212,kamus
11069.0,asiyol,bersiul,212,kamus
11070.0,nyiyole,menyiuli.,212,kamus
11071.0,siyom,cium,212,kamus
11072.0,nyiyom,mencium,212,kamus
11073.0,tasiyom,tercium.,212,kamus
11074.0,siyong I,"siung, taring",212,kamus
11075.0,asiyong,"bersiung, bertaring",212,kamus
11076.0,siyong II,ikan lele.,212,kamus
11077.0,so I,"dengan, dan  lih BAN BI, SARENG/I).",212,kamus
11078.0,so II,oleh .,212,kamus
11079.0,soal,soal,212,kamus
11080.0,nyoal,"menyoal, mengajukan soal",212,kamus
11081.0,al-soalan,bersoal jawab,212,kamus
11082.0,sobal,tanya jawab,212,kamus
11083.0,nyobal,menanyakan dengan maksud menguji,212,kamus
