Madura,Indonesia
sènga'jha' sampè' ghi-naghi ana' jiya,ingat jangan sampai ditinggal anak itu
mon eghi-nagbiya neng romana berri'ca'-bacaan ma'lè ta'èkentarè sètan,kalau ditinggal di rumahnya beri bacaan-bacaan agar tidak didatangi setan
tuni ta' nyangka jhâ' bi-ibi bâdâ'â pole neng dhisana,tuni tidak menyangka bahwa bi-ibi akan ada lagi di desanya
ta' nyangkana polana jhâman satèya bânnya' dhâmar,tidak menyangkanya karena zaman sekarang banyak lampu
bânnèyan bi' lambâ'en,berbeda dengan dulunya
mon lambâ' orèng adhâmaran oncor kabbhi,kalau dulu orang berlampukan obor semua
ma-roma sè satèya bânnya' rèya lambâ' kan perrèng kabbhi,rumah-rumah yang sekarang banyak ini dulu kan bambu semua
polana bânnya' manossa sekalowar neng tabu'en emma'en tadâ' pas bânnya' rèng abangon roma,karena banyak manusia keluar di perut ibunya lalu banyak orang membangun rumah
nambâ ana'bumè tambè rosak kèya mon bit abidhân,bertambah anak bumi bertambah rusak juga kalau lama kelamaan
tuni apeng-tarèpeng bi' ana'en,tuni sangat sayang dengan anaknya
ana'en satèya bâdâlèma orèng,anaknya sekarang ada lima orang
tello' binè' duwâ'en lakè',tiga perempuan duanya lelaki
sala omorra ace'-kance'duw taonan,selisih umurnya dekat-dekat dua tahunan
tamaso' orèng sè merdhi kèya tuni jiyâ,termasuk orang yang subur juga tuni itu
lakèna ta' lako apa,suaminya tidak kerja apa-apa
karo bhândhâi tana sè ètamennè tebbhu bì' rèng sè andi' pabbrè' tebbhu,hanya memodali tanah yang ditanami tebu oleh orang yang punya pabrik tebu
dhâddhi mad heji ghun narèma hasèlla,jadi mad heji hanya menerima hasilnya
lako ta' noro' lako,kerja tidak ikut kerja
nyaman make la aghâbâyâ ana'malolo ta' sala jâ',enak meskipun membuat anak melulu tidak salah kan
ojhân ghâgghâr neng adâ'en matana tuni,hujan jatuh di depan matanya tuni
bâkto jiyâ ghi' mahrib,waktu itu masih magrib
sè abhâjânga ka mosollana ta'bisa polana tanèyanna bânjir,yang mau salat ke musalanya tidak bisa karena halamannya banjir
tanana bânnèèberr' bâlikèr tapè cellot,tanahnya bukan diberi beling tapi lumpur
dhâddhi lècèn mon jhân-ojhânan,jadi licin kalau hujan-hujanan
tuni pas abhâjâng neng dâlem romana bi' salake'en,tuni lalu salat di dalam rumahnya dengan suaminya
mare abhâjâng tuni kaloppaè jhâ' ana'en èghinaghi neng ampèrra,selesai salat tuni kelupaan bahwa anaknya ditinggal di terasnya
torot rapa la ma'lè amaèn neng ampèr,ikuti saja agar bermain di teras
masa'bi-ibi ngala' na'-kana' bâkto ojbán,masa' bi-ibi mengambil anak-anak waktu hujan
pola ken terro ca-bácca'enna pola,mungkin tapi ingin bacaan-bacaannya mungkin
salakè'en akalowar kada' dâri kennengngan bhâjânganna,suaminya keluar dulu dari tempat salatnya
tuni temmo tatèdung neng babhâjângan,tuni tiba-tiba tertidur di atas sajadah
bâkto jhâgâtuni ngejjhit,waktu bangun tuni terkejut
langsong èntar ka ampèr,langsung pergi ke teras
ajhelling ana' la tèdung kabbhi,melihat anak sudah tidur semua
pamèsemma aobâ sejjek ajhelling ana' korang sèttong,senyumnya berubah sejak melihat anak kurang satu
ana' sè nomer lèma' tadâ',anak yang nomor lima tidak ada
da'râmma reya engko',bagaimana ini aku
tang lakè dagghi'ngamok ka engko'rèya,suamiku nanti mengamuk padaku ini
bi-ibi sè ngala',bi-ibi yang mengambil
tang lakè kodbu jha' sampè'tao rèya,suamiku harus jangan sampai tahu ini
dhina engko' nyarea kadbibi' bbai gballu,biar aku mencarinya sendiri saja dulu
palèng tang lakètèdung neng kamarra,paling suamiku tidur di kamarnya
aghâliseng ta' temmo ron sakaronna,menggeledah tidak karu-karuan
tuni langsong ngala' sènter pas langsong kalowar,tuni langsung mengambil senter lalu langsung keluar
bâkto jiyâ pokol sanga' malem,waktu itu pukul sembilan malam
orèng neng dhisana bânnya'sètèdung ècapo' ojhân sè ghâgghâr neng bâkto mahrib,orang di desanya banyak yang tidur dihinggapi hujan yang jatuh di waktu magrib
pojhur ojhân terrang,untung hujan terang
tuni molaè anyarè neng è pong-kampong,tuni mulai mencari di perkampungan
tadâta' ètemmo kèya,sama sekali tidak ditemukan juga
ka bârâ' ka tèmor ka lao'ka dâjâ tadâ' hasèlla,ke barat ke timur ke selatan ke utara tidak ada hasilnya
ana'en pagghun ta'ètemmo,anaknya tetap tidak ditemukan
tuni lesso sè nyarè,tuni lelah mencari
pello ngerray èkapandi,keringat mengalir dimandikan
tuni pas ju'-toju' neng kobhung seddhi'en langghar,tuni lalu duduk-duduk di surau sampingnya langgar
matana man-dâmman sambi kalowar aèng mata,matanya ke mana-mana sambil keluar air mata
aèng mata soccèna rèng towa sè kaèlangan ana',air mata sucinya orang tua yang kehilangan anak
tuni ngabâs kan perrèng neng adâ'en matana,tuni melihat pohon bambu di depan matanya
yâ abâk jhâu kèya kance'en bi'kennenganna tuni,ya agak jauh juga jaraknya dengan tempatnya tuni
tuni ènga' ka carètana embana,tuni ingat pada cerita neneknya
ra kèra lèma taon sabbhânna,kira-kira lima tahun sebelumnya
sabbhân bâdâ rèng binè' sè anyama cebbi,dahulu ada perempuan yang bernama cebbi
cebbi rèya orèngnga cè' lempona,cebbi ini orangnya sangat gemuk
sènyama dâdâènga' ebbal folli,yang namanya dada seperti bola voli
poko'la kembung sakabbhinna,pokoknya kembung semuanya
neng omor saghâmè' cebbi la terro lakèya,di umur remaja cebbi sudah ingin bersuami
rèng lakè' bânnya' sè ta' endâka cebbi,lelaki banyak yang tidak mau pada cebbi
cebbi ta'èkendâ'è bi' sakabbhinna rèng lakè,cebbi tidak dikehendaki oleh semua lelaki
sampè'cebbi rèya osaha angurosaghinna bhâdhânna sè lempo jiyâ,sampai cebbi ini berusaha menguruskan badannya yang gemuk itu
hasel usahana tadâ',hasil usahanya tidak ada
ta' ollè apa,tidak dapat apa-apa
bâdlâna cebbi tambâlempo,badannya cebbi tambah gemuk
cebbi sampè' aduwa' ka pangèran li-bâliyân,cebbi sampai berdoa pada tuhan berulang kali
mèntana ghun pagghun,mintanya hanya tetap
terro andi'a lakè sè narèma kakoranganna bhâdhânna,ingin punya suami yang menerima kekurangan badannya
salaèn terro lakèya,selain ingin bersuami
cebbi terro andi' ana'dhibi',cebbi ingin punya anak sendiri
ma'lè bâdâ bhârengnga neng dhunnya,agar ada temannya di dunia
ma'lè bâdâ sè aduw a'aghi mon dhibi'en matè koca'en,agar ada yang mendoakan kalau dirinya mati katanya
lèma bellâs taon cebbi sè nantos rèng lakè',lima belas tahun cebbi menunggu lelaki
sampè'rèng towa duwwa'en matè kabbhi,sampai orang tua keduanya mati semua
ahèrra pangèran ajâwâb duw a'en cebbi,akhirnya tuhan menjawab doanya cebbi
cebbi ollè rèng lakè' sè omorra lebbi towa,cebbi dapat lelaki yang umurnya lebih tua
bâdâ ngara kancè' lèma taonan,ada kira-kira selisih lima tahunan
ta' rapa la,tidak apa-apa lah
sèpentèng engko' alakèsateya,yang penting aku bersuami sekarang
pangèran ta' sala maghi rèng lakè' ka engko',tuhan tidak salah memberi lelaki padaku
abit sè alakè,lama bersuami
sè èkaterroè sabbhân sajân dhâddhi,yang diinginkan setiap hari semakin menjadi-jadi
pangaterrona ta' kennèng pellang,keinginannya tidak bisa dilerai
engko' terro ana' ka',aku ingin anak kak
ngoca'en ka salakè'en,ucapnya pada suaminya
salakè'en ta' bisa paapa,suaminya tidak bisa apa-apa
makè la marè apolong tèdung libâliyân pagghun ta'ghellem èssè tabu'en cebbi,meskipun sudah selesai berkumpul tidur berulang kali tetap tidak mau isi perutnya cebbi
cebbi ngambhul ka salakè'en,cebbi mengeluh pada suaminya
salakè'en ta' bisa merri'ana' polana omorra la ta' bisa ghâbây toronanna,suaminya tidak bisa memberi anak karena umurnya sudah tidak bisa untuk keturunan
cebbi ta' endâ' ngakan,cebbi tidak mau makan
tello arè cebbi ta'ngakan nasè',tiga hari cebbi tidak makan nasi
ghun ngènom aèng,hanya minum air
munari salakè'en cebbi ta' lèmolèdâri masjid,munari suaminya cebbi tidak pulang-pulang dari masjid
amènta ana' ka pangèran,meminta anak pada tuhan
olle pa'arè munari molè ka romana,dapat empat hari munari pulang ke rumahnya
maso' ka kamarra,masuk ke kamarnya
munari langsong takerjhât ajhelling mowana cebbi potèllay,munari langsung terkejut melihat mukanya cebbi pucat pasi
cebbi temmo ta' ro-karoan,cebbi tiba-tiba tidak karuan
dâdâna ètegghu' malolo,dadanya dipegangi melulu
colo'en ta' ghellem ambu sè angoca' jhâ' dhibi'en terro ana',mulutnya tidak mau berhenti berkata bahwa dirinya ingin anak
cebbi èparangko bi' munari,cebbi dipangku oleh munari
munari sambi nangès,munari sambil menangis
ma' sanèka bâlessanna ya alla,kok begini balasannya ya allah
matana cebbi la mandhellik,matanya cebbi sudah mendelik
soro ngoca'laa ilaa ha illallaab,disuruh mengucap laa ilaaha illallaah
pagghun cebbi ta' ngoca' jiyâ,tetap cebbi tidak mengucap itu
kopèngnga rassana la tasompet,telinganya rasanya sudah tersumbat
malaèkat sè nyabudhâ nyabâna la dateng neng adâ'en matana cebbi,malaikat yang mencabut nyawanya sudah datang di depan matanya cebbi
ahèrra cebbi matè,akhirnya cebbi mati
mate nyambi pangaterrowan andi' ana',mati membawa keinginan punya anak
rèng-orèng neng è pong-kampong ngèding kabhâr jhâ'cebbi rèya dhâddhi sètan,orang-orang di perkampungan mendengar kabar bahwa cebbi ini menjadi setan
koca'en orèng sè perna ajhellingbhâdhânna cebbi rèya pagghun lempo,katanya orang yang pernah melihat badannya cebbi ini tetap gemuk
rèng-orèng neng dhisa dinna' ta' ngolok cebbi polè,orang-orang di desa sini tidak memanggil cebbi lagi
kabbhi ngolok biibi,semua memanggil bi-ibi
koca'en orèng sè nganèla polè kennenganna cebbi rèya bâdâ neng kan perrèng,katanya orang yang melihat lagi tempatnya cebbi ini ada di pohon bambu
samarèna pa' parèsidèn soekarno molè dâri polo madhurâ ra-kera neng taon,seselesainya pak presiden soekarno pulang dari pulau madura kira-kira di tahun
neng dhisa dinna' bâdâperrèyan,di desa sini ada kesakitan
bi-ibi ngala' ana'en mai,bi-ibi mengambil anaknya mai
mai rèya ana'en kèyaè rajâneng dhisa dinna',mai ini anaknya kiai besar di desa sini
kalowargana mai ghimeng,keluarganya mai pusing
ta'tao ana'en jhâ' bâdâ dimma,tidak tahu anaknya ada di mana
mai ta' nyangka bân-sarombân,mai tidak menyangka sembarangan
mai ajâgâtèngka sè perna èyajâri eppa'en,mai menjaga tingkah yang pernah diajari bapaknya
eppa'en mai aca'-bacaan,bapaknya mai membaca bacaan-bacaan
ta'tao jhâ' amaca apa,tidak tahu membaca apa
ta' taona ngocol èlmo ma paddhâng,tidak tahunya mengeluarkan ilmu penerang
kalowargana mai langsong mangkat nyarè ana'binè'en sè omor empa' taon ka lowar,keluarganya mai langsung berangkat mencari anak perempuannya yang umur empat tahun ke luar
rèng-orèngnga kabbhi nenggu'oncor,orang-orangnya semua memegang obor
è sarè neng è sa-dhisa,dicari di sedesa
neng dhisa dinna'gi ta' bânnya'bâdâ roma,di desa sini masih tidak banyak ada rumah
dhâddhi sè bânnya' ghun bâdâ sabâ bi' kan perrèng,jadi yang banyak hanya ada sawah dan pohon bambu
kabbhi soro ca'-bacaan bi' eppa'en mai,semua disuruh membaca bacaan-bacaan oleh bapaknya mai
soro ngoca'dalem atèna,suruh berkata dalam hatinya
ya robbabil mustofa balligb mako sidbana wa firlana mamadbo ya wa si'al karomi,ya robbabil mustofa balligh maqoo sidanaa waghfirlanaa maa madhoo yaa waasi'al karomi
eppa'en mai mapak kan perrèng sè cè' rajâna neng adâ'en matana,bapaknya mai memergoki pohon bambu yang sangat besar di depan matanya
kan perrèng jiyâ bhersè cè' bhersèna,pohon bambu itu bersih sebersih-bersihnya
bânnèyan bi kan perrrèng satèya,berbeda dengan pohon bambu sekarang
eppa'en mai aca'bâcaan polè,bapaknya mai membaca bacaan-bacaan lagi
oo iyá báda dinna' ana'en kakè bbing,oo iya ada di sini anaknya kamu bbing
ana'en èyèrrep bi-ibi,anaknya disembunyikan bi-ibi
ta' abit sè èca-bâcaè dâyyâ pas ana'en mai rèya kalowar,tidak lama yang dibaca-bacai itu lalu anaknya mai ini keluar
war-kalowarra ana'en mai jân koros,keluar-keluarnya anaknya mai jadi kurus
bi-ibi nyeddot dhâgingnga ana'en,bi-ibi menyedot dagingnya anaknya
tadâ' sè katèla ghun karètolangnga,habis yang terlihat hanya tinggal tulangnya
ma' engko' ta' molèya ma' ta' moleya,bu aku tidak mau pulang bu tidak mau pulang
ana'en mai ta'temmo dâ'râmmana temmo ngoca' dâyyâ ka emma'en,anaknya mai entah bagaimana tiba-tiba berkata begitu pada ibunya
mai langsong ngèbâ molè ana'en,mai langsung membawa pulang anaknya
rombongan dâpa' ghân tengnga sabâ dâyyâ pas bi-ibi rèya temmo akalowar,rombongan tiba di tengah sawah itu lalu bi-ibi ini tiba-tiba keluar
sajân bânnya' ngakan dhaghingnga na'-kana' kène' engko'tamba bbunga,semakin banyak makan dagingnya anak-anak kecil aku tambah bahagia
kalagghu'enna ana' binè'en mai rèya acarèta ka emma'en,paginya anak perempuannya mai ini bercerita pada ibunya
ma' enco' neng issa erna,bu aku di sana tadi
neng issa owwa yá ânnya'aènenna,di sana itu ya banyak mainannya
enco' eeyyi' onèka bi' oyèng owwa,aku diberi boneka oleh orang itu
ta'ènga' oma enna',tidak ingat rumah
ennya' wá'-unwâ'án oyè ma',enak main-main orang itu bu
enco' èyocoi olè mala ma'bi'oyèng owwa,aku dicium malah bu oleh orang itu
ya enco'oco ma',ya aku cium bu
ocona yajá ma',ciumnya di sini bu
mmai ghun gu'-onggu'ân,mai hanya mengangguk-angguk
mon sè laènna bâdâ sè ta' ngertè ka cacana ana'en mai,kalau yang lainnya ada yang tidak mengerti pada ucapan anaknya mai
ana'en mai rèya lakar mon ngoca' lo'-la',anaknya mai ini memang kalau berkata cadel
dhâddhi mon ta'èkèdingè der-bhender yâ ta' kèra ngertè,jadi kalau tidak didengarkan benar-benar ya tidak akan mengerti
pas kalagghu'enna polè bâdâ rèng kaèlangan ana' kèya,lalu paginya lagi ada orang kehilangan anak juga
ana'en jiyâ acarèta kèya ka kalowargana,anaknya itu bercerita juga pada keluarganya
carètana padâ bi'ana'bine'en mai,ceritanya sama dengan anak perempuannya mai
pas eppa'en mai andi'cara sè terro ma tadâ'â bi-ibi jiyâ,lalu bapaknya mai punya cara yang ingin membuat tidak adanya bi-ibi itu
kan perrèng sè bâdâ neng dhisana èpogher kabbhi,pohon bambu yang ada di desanya ditebang semua
eppa'en mai ngajhâk rèng-orèng mabâng ceppetdhâ lakona,bapaknya mai mengajak orang-orang agar cepat pekerjaannya
ahèrra kan perrèng tadâ' kèya,akhirnya pohon bambu tidak ada juga
bhân mogher kan perrèng èca-bacaè bi' eppa'en mai,tiap menebang pohon bambu dibaca-bacai oleh bapaknya mai
dhâddhi sètan sè bâdâ neng kan perrèng noro' èpogher kèya,jadi setan yang ada di pohon bambu ikut ditebang juga
ollè lèma arè mogher kan perrèng pas neng dhisa dinna' ta' ngèding kabhâr apa,dapat lima hari menebang pohon bambu lalu di desa sini tidak mendengar kabar apa-apa
tapè neng dhisa laènna sè bâdâ,tapi di desa lainnya yang ada
la-mala jân sara,malah-malah jadi parah
polana bhân bâdâ kan perrèng pagghun bâdâbi-ibina,karena tiap ada pohon bambu tetap ada bi-ibinya
dhaddhi mon terro tada'a,jadi kalau ingin tidak ada
kan perrèng jiya pogber sambi bâcaè,pohon bambu itu tebang sambil bacai
makè la ta' epogher pada kor tèra'e,meskipun sudah tidak ditebang sama cuma terangi
bi-ibi tako' ka ra'-tèra,bi-ibi takut pada yang terang-terang
sèngala' tang kompoy rowa polana lestrek teppa'en mate,yang mengambil cucuku itu karena listrik tepatnya mati
ngoca' pan mai ka dhisa laènna,ucap pan mai ke desa lainnya
kan perrèng la bânnya' korang,pohon bambu sudah banyak berkurang
ana' bânnya' sèkalowar dâri tabu',anak banyak yang keluar dari perut
roma sajân bânnya' acek-kreccek,rumah semakin banyak berdekatan
dhâmar la ngalaè tèra'en bulân,lampu sudah mengalahkan terangnya bulan
abitdhâ lèma taon tadâ' perrèyan ana'èlang èyèrrep bi-ibi,lamanya lima tahun tidak ada kesakitan anak hilang disembunyikan bi-ibi
sakabbhinna rèng-orèng kampong molaèbhunga,semua orang-orang kampung mulai bahagia
abit tadâ' perrèyan pas temmo bâdâ kabhâr polè,lama tidak ada kesakitan lalu tiba-tiba ada kabar lagi
jhâ'bâdâ na'-kana' èlang neng sabâ,bahwa ada anak-anak hilang di sawah
kabhâr rèya dâteng dâri embana tuni,kabar ini datang dari neneknya tuni
orèng nyangka jhâ' na'-kana' rèya èyèrrep bi-ibi polè,orang menyangka bahwa anak-anak ini disembunyikan bi-ibi lagi
polana satèya bânnya' orèng anamen kan perrèng neng dhisana,karena sekarang banyak orang menanam pohon bambu di desanya
sènga' ana'en cong bbing jaga,ingat anaknya cu dijaga
sènga'jba' sampè'gbi-naghi ana'jiya,ingat jangan sampai ditinggal anak itu
mon eghi-nagbiya neng romana berri' ca'-bâcaan ma'lè ta'èkèntarè sètan,kalau ditinggal di rumahnya beri bacaan-bacaan agar tidak didatangi setan
tuni ènga' kabbhi ka carètana embana,tuni ingat semua pada cerita neneknya
nampèlèng bhâdhânna tuni,menampar badannya tuni
angèn ngèbâ tuni ngèddâ tèdung,angin membawa tuni pulas tertidur
tuni tatèdung neng kobhung,tuni tertidur di surau
adân sobbhutuni jhâgâ,azan subuh tuni bangun
samalem tuni ta' nyare ana'en elang,semalam tuni tidak mencari anaknya yang hilang
tuni ghun ènga' ka carètana embana sè carèta ana'en orèng èlang èyèrrep bi-ibi,tuni hanya ingat pada cerita neneknya yang bercerita anaknya orang hilang disembunyikan bi-ibi
tuni ghâlâ kaloppaè ka ana',tuni tadi kelupaan pada anak
samarèna bhâjâng neng mosollatuni langsong molè ka romana,seselesainya salat di musala tuni langsung pulang ke rumahnya
arè ghita' kalowar dâri tèmor,hari masih tidak keluar dari timur
tuni nèyat anyegâ'enna salakè'en,tuni berniat mencegat suaminya
dâpa' ghân labâng tanangnga tuni ngetter,tiba di pintu tangannya tuni gemetar
tako'èyamok bi' salakè'en polana ana'en ta'ètemmo,takut diamuk oleh suaminya karena anaknya tidak ditemukan
tuni maksa ka bhâdhânna dhibi',tuni memaksa pada badannya sendiri
tuni pasra ka pangèran,tuni pasrah pada tuhan
tuni sèyap èyamok otabâ èpokolè bi' salakè'en,tuni siap diamuk atau dipukuli oleh suaminya
labângnga èbukka' on-laon bi'tuni,pintunya dibuka pelan-pelan oleh tuni
tuni mokka' labângsambi meddhem,tuni membuka pintu sambil memejamkan mata
apa lè',apa dik
aèng matana tuni ghâgghârâ,air matanya tuni jatuh
kèn ètahan bi'tuni,tapi ditahan oleh tuni
bhâjâng ka',salat kak
ngoca' tuni ngetter,ucap tuni gemetar
iyâ engko' marè abhâjâng le',iya aku selesai salat dik
toju' rapa dânna' ghâllu,duduk saja di sini dulu
kakèma' tadâ' bi'ghuru,kamu kok tidak ada tadi
engko' bhâjâng sobbhu kadhibi lè',aku salat subuh sendiri dik
ngoca' salakè'en nandhâaghi ta' tao pa-apa,ucap suaminya menandakan tidak tahu apa-apa
tuni pagghun ngetter sè ajâwâbâ,tuni tetap gemetar untuk menjawab
tuni la pasra la ka salake'en jhâ'èpadâ'râmma'a,tuni sudah pasrah pada suaminya mau diapakan
ana' binè'en èlang ka',anak perempuannya hilang kak
aèng matana tuni ta' bisa ètahan,air matanya tuni tidak bisa ditahan
ghâgghâr tagher ngarbhes ka tanangnga salakè'en sè bâdâ neng seddhi'en,jatuh sampai membasahi tangan suaminya yang ada di sampingnya
arapa le',kenapa dik
ana' binè'en èlang,anak perempuannya hilang
mad heji ghi' neng-neng ta'ngoca'pa-apa,mad heji masih diam tidak berkata apa-apa
ana'sè kemma lè',anak yang mana dik
sè nomer lèma'en ka',yang nomor limanya kak
ka' engko' saporana ka' ta' bisa jâgâana'en,kak aku minta maaf kak tidak bisa menjaga anaknya
mara pokol engko' ka' ta' rapa la engko' pasra,ayo pukul aku kak tidak apa-apa aku pasrah
engko'èpadâ'râmmaa bhâi apa can kakè ka',aku mau diapakan saja apa kata kamu kak
mara ka' mara pokol engko',ayo kak ayo pukul aku
tanangnga tuni sambi negghu' tanangnga salakè'en,tangannya tuni sambil memegang tangan suaminya
aèng matana sajân bânjir ka kalambhi potèna,air matanya semakin banjir ke baju putihnya
èkala'man-nyaman bi' salakè'en,ditenangkan oleh suaminya
salake'en pas arekkep sabinè'en,suaminya lalu memeluk istrinya
kalambhina noro' bânjir bi' aèng mata,bajunya ikut banjir oleh air mata
arekkep sambi ato'-koto' ka sabinè'en,memeluk sambil berbisik-bisik pada istrinya
ana'en kakè ta' èlang lè',anaknya kamu tidak hilang dik
samalem tèdung bi' engko' neng kamar bâkto kakè abhâjâng mahrib,semalam tidur denganku di kamar waktu kamu salat magrib
wa' satèya ana'en èkèbâ embana ka pasar,nah sekarang anaknya dibawa neneknya ke pasar
rekkeppanna salake'en langsong èyocol bi' tuni,pelukan suaminya langsung dilepas oleh tuni
tuni ngamok ka salakè'en,tuni mengamuk pada suaminya
aèng matana langsong èlang,air matanya langsung hilang
kakè ma' ta' ngoca' ka' di ghellâ',kamu kok tidak bilang kak tadi
engko' samalem èpapetdhel sè nyarè ana'en,aku semalam dibuat lelah mencari anaknya
sampè'tatèdung neng kobhung bârâ',sampai tertidur di surau barat
sangghu' èyèrrep bi-ibi so engko'ka',disangka disembunyikan bi-ibi olehku kak
salana kakè ta' ca'-ngoca' ghâllu ka engko' lè',salahnya kamu tidak bilang-bilang dulu padaku dik
dimma bâdâkakè atanya mara,di mana ada kamu bertanya ayo
dimma bâdâ bi-ibi satèya lè',di mana ada bi-ibi sekarang dik
satèya dhâmar bânnya',sekarang lampu banyak
bi-ibi ta' kèra bâdâ neng dinna',bi-ibi tidak akan ada di sini
ta'mon lambâ' rowa lè' tadâ' dhâmar,tidak kalau dulu itu dik tidak ada lampu
salakè'en langsong arekkep sabinè'en polè,suaminya langsung memeluk istrinya lagi
sambi ngosar cètakghâ,sambil mengusap kepalanya
landâur engko' ta' tako'jba' gbun karo ka orèng,landâur aku tidak takut kalau hanya pada orang
sapa'a bbai orengnga,siapa pun orangnya
apa polè rèng biyasa bájing sakalè engko'ta' tako',apalagi orang biasa preman sekali pun aku tidak takut
tang emma' lakaran orèngnga bângalan,ibuku memang orangnya beranian
bângalan ka sakabbhinna orèng,beranian pada semua orang
tamaso' bâjing kalaka sakalèta' tako',termasuk preman sekalipun tidak takut
ken sayang tang emma' pas tako'an ka sètan,tapi sayang ibuku malah takut pada setan
perna dâyyâ tang emma'ajhelling rèng carok,pernah begitu ibuku melihat orang carok
tang emma' ngadal sèanyongngo',ibuku paling depan yang menunggu
ta' tako' jhâ èkennènga peddhâng,tidak takut kena pedang
tang emma' rèsaarèna alako anyongngo' orèng sèèsèksa bi' rèng soroanna kalèbunna,ibuku kesehariannya bekerja menunggu orang yang disiksa oleh orang suruhannya kepala desanya
bâkto jiyâ lakaran bâdâkennengan husus ghâbây panyèksaan,waktu itu memang ada tempat khusus untuk penyiksaan
panyèksaan rèya èyangghuy dhing bâdâ rèng sè la-manyala ka rèng laèn sè ta'andi' sala,penyiksaan ini dipakai kalau ada orang yang menyalahi orang lain yang tidak punya salah
sènga' atokar anyèksa sabinè'en dhibi' otabâ din orèng anyèksa ana' sè ta' sala amokolè orèng sè ta' andi'masala pa-apabi'salaènna,seperti bertengkar menyiksa istrinya sendiri atau milik orang menyiksa anak yang tidak salah memukuli orang yang tidak punya masalah apa-apa dan selainnya
bâkto jiyâ sè èsèksa opi,waktu itu yang disiksa opi
masalana opi rèya arayu ka sabinè'en kalèbunna dhibi',masalahnya opi ini merayu pada istrinya kepala desanya sendiri
dhingla marè ètanyaè sapa sè sala sapa sè bhender kalèbunna pagghun anyèksa'a opi makè la rèng kaduwwâ rèya padâ endâ',ternyata setelah ditanyai siapa yang salah siapa yang benar kepala desanya tetap akan menyiksa opi meskipun kedua orang ini sama-sama mau
jbâ' rèya masala tèngkaya paggbun sala,kan ini masalah tingkah ya tetap salah
kennengngan sèksa'enna rèya sènga' samacem penjara,tempat siksaannya ini seperti semacam penjara
bidhâna mon penjara paghârrâ paghâr bessè,bedanya kalau penjara pagarnya pagar besi
mon jiyâpaghârrâ paghâr perrèng,kalau itu pagarnya pagar bambu
tapè rèng sè èkennèng pèghâ'ta'kèra bisa kalowar makè la dâri perrèng paghârrâ polana bhân malem kennengngan rèya èjâgâ bi' orèng sè èpartajâi kalèbunna,tapi orang yang kena hukum tidak akan bisa keluar meskipun dari bambu pagarnya karena tiap malam tempat ini dijaga oleh orang yang dipercayai kepala desanya
tang emma' lè'-ngèlèghi dâri budina keddhung,ibuku lirik-lirik dari belakang pohon kedondong
budina keddhung jiyâ kasempatan bâdâ lobângnga,belakangnya kedondong itu kebetulan ada lubangnya
dhâddhi tang emma' ghun nyaba' mata neng budina lobâng,jadi ibuku hanya menaruh mata di belakang lubang
tang emma' tadâ' marèngèssa sakalè,ibuku tidak ada rasa iba sama sekali
makè mowana opi la para'ancora sènga' rèng ècapo' panyakèt kencèng manès taonan,meskipun mukanya opi sudah hampir hancur seperti orang dihinggapi penyakit kencing manis tahunan
mowana ta' robâ manossa,mukanya tidak berupa manusia
mowana opi èpokol bi' perrèng kèlès,mukanya opi dipukul dengan bambu apus
kadhâng èpokol bi' tanang biyasa tapè tanangnga rèng majâng sè bâdâ neng bâgiyân najhâ' tèma bâkto majâng sè soro nokol,kadang dipukul dengan tangan biasa tapi tangannya orang nelayan yang ada di bagian menarik timah waktu melaut yang disuruh memukul
tang emma' sampè' ta' ènga' sè abhâjânga isya'noro'makmom neng masjid,ibuku sampai tidak ingat akan salat isya ikut makmum di masjid
karo ajhelling rèng sè èsèksa cè'hhoso'en,hanya melihat orang yang disiksa sangat khusyuknya
marèna tobuk dâyyâ sè nyongngo',selesai bosan itu menunggu
tang emma' èntar ka somor sè neng seddhi'en sakola'enna lambâ,ibuku pergi ke sumur yang di samping sekolahannya dulu
sakola'enna la tèra' cè' tèra'en,sekolahannya sudah terang seterang-terangnya
ta' ènga' lambâ' sakabbhinna petteng,tidak ingat dulu semuanya gelap
roma sè cek-krecceksè satèya rèya lambâ' kan perrèng kabbhi,rumah yang berdekatan yang sekarang ini dulu kan bambu semua
poko'la sènga' neng tengnga alas sakola'enna,pokoknya seperti di tengah alas sekolahannya
marè awudu' neng somor dâyyâ pas tang emma' ènga' ka lambaen,selesai wudu di sumur itu lalu ibuku ingat pada dulunya
neng omor sapolo taon engko' ghi' ènga',di umur sepuluh tahun aku masih ingat
sakola'an rèya ta' robâ apa,sekolahan ini tidak berubah apa-apa
sampè' sènga' bânnè sakola'an,sampai seperti bukan sekolahan
dimma bâdâsakola'an èkalèng-lèngè kan perrèng bi' kan keddhâng,di mana ada sekolahan dilingkari pohon bambu dan pohon kedondong
ta'karo sakola'enna engko' sè bâdâ,tidak karuan sekolahanku yang ada
neng tengnga sakola'an ètamennèkan jhâte,di tengah sekolahan ditanami pohon jati
eppas neng tengnga'an,pas di tengah
ghâlâ lanjhâng cè'lanjhângnga,dulu panjang sekali
lanjhângnga sampè' la-ngalaè kan perrèng,panjangnya sampai melebihi pohon bambu
bâkto jiyâ ghi' osom rèng èbighâl bânsarombânbâdâkèya sè èpeddhâng èca-cacca,waktu itu masih musim orang dibegal sembarangan ada juga yang ditebas dicacah
eppas neng taon,pas di tahun
