no,Madura,Indonesia,hal,buku kelas
2127.0,Mon ghun ngakan jhuko' apa'a bhâi pagghun bâdâ.,Kalau hanya makan lauk apa pun tetap ada.,106,Novel Èsarepo Bèncong
2128.0,Sabellun kennal bi' Maya sè nyama aslina Mad Dulla.,Sebelum kenal dengan Maya yang nama aslinya Mad Dulla.,106,Novel Èsarepo Bèncong
2129.0,Suroso èajhâk kancana ka salonna Maya.,Suroso diajak temannya ke salonnya Maya.,106,Novel Èsarepo Bèncong
2130.0,Kancana amersè'enna mowana dâri jhrâbâ' bâtona.,Temannya membersihkan mukanya dari jerawat batunya.,106,Novel Èsarepo Bèncong
2131.0,Suroso karo noro'.,Suroso nanti ikut.,106,Novel Èsarepo Bèncong
2132.0,"Dâpa' ka kennengnganna, kancana Suroso bi' Suroso ghi' ju'toju'.","Tiba di tempatnya, temannya Suroso dan Suroso masih duduk-duduk.",106,Novel Èsarepo Bèncong
2133.0,Ajhelling kaca sè bâdâ robâna bâng-sèbâng.,Melihat kaca yang ada rupanya masing-masing.,107,Novel Èsarepo Bèncong
2134.0,"Suroso amandheng mowana dhibi', engkeo' celleng keya tayya, kèn abak manès ko'.","Suroso memandang mukanya sendiri, aku hitam juga ini, tapi agak manis.",107,Novel Èsarepo Bèncong
2135.0,Suroso ngoca' dâlem atèna sambi angangka'alèssa ka kaca.,Suroso berkata dalam hatinya sambil mengangkat alisnya ke kaca.,107,Novel Èsarepo Bèncong
2136.0,Maya kalowar dâri dâlem.,Maya keluar dari dalam.,107,Novel Èsarepo Bèncong
2137.0,Ya' tang jhrâbâ' patadâ'aghi.,Ya jerawatku hilangkan.,107,Novel Èsarepo Bèncong
2138.0,Bisa Ba'?,Bisa Mbak?,107,Novel Èsarepo Bèncong
2139.0,Ngoca' kancana Suroso.,Ucap temannya Suroso.,107,Novel Èsarepo Bèncong
2140.0,Yâ bisa la sayang.,Ya bisa lah sayang.,107,Novel Èsarepo Bèncong
2141.0,Kancana kakè jiyâ ano apa?,Temannya kamu ini anu apa?,107,Novel Èsarepo Bèncong
2142.0,Maya ajâwâb sambi atanya Suroso bâkto jiyâ.,Maya menjawab sambil bertanya Suroso waktu itu.,107,Novel Èsarepo Bèncong
2143.0,Engko' karo noro' Ba' May.,Aku nanti ikut Mbak May.,107,Novel Èsarepo Bèncong
2144.0,Nyambhit Suroso sè bi'ghuru bânnya'neng-neng.,Sahut Suroso yang tadi banyak diam.,107,Novel Èsarepo Bèncong
2145.0,Maya ajhelling ka Suroso malolo.,Maya melihat pada Suroso melulu.,107,Novel Èsarepo Bèncong
2146.0,sampè' kaloppaè jhâ'kancana Suroso rèya amersè'enna jhrâbâ' bâtona.,sampai kelupaan bahwa temannya Suroso ini membersihkan jerawat batunya.,107,Novel Èsarepo Bèncong
2147.0,Ba'halo ba' Maya!,Mbak halo mbak Maya!,107,Novel Èsarepo Bèncong
2148.0,"Kancana Suroso ngoca', tanangnga sambi akobâ'ka matana Maya.","Temannya Suroso berkata, tangannya sambil melambai ke matanya Maya.",107,Novel Èsarepo Bèncong
2149.0,Maya pagghun ta' akèdhep.,Maya tetap tidak berkedip.,107,Novel Èsarepo Bèncong
2150.0,Suroso èjhelling Maya arassa ta' nyaman.,Suroso dilihat Maya merasa tidak nyaman.,107,Novel Èsarepo Bèncong
2151.0,"Suroso pèyapè èntar ka jeddèngnga, ngoca' akemmèya.","Suroso pura-pura pergi ke kamar mandinya, berkata mau kencing.",107,Novel Èsarepo Bèncong
2152.0,Mowana kancana Suroso sè bâdâ jhrâbâ'en èkosot bi' beddhâ' bi' Maya.,Mukanya temannya Suroso yang ada jerawatnya diusap dengan bedak oleh Maya.,107,Novel Èsarepo Bèncong
2153.0,Marè dâ' iyâ èpenneng sakejjhâ'.,Selesai itu didiamkan sebentar.,107,Novel Èsarepo Bèncong
2154.0,Maya maso' èntar ka jeddèng.,Maya masuk pergi ke kamar mandi.,107,Novel Èsarepo Bèncong
2155.0,Jeddèng sè ghi' bâdâ Suroso neng dâlemma.,Kamar mandi yang masih ada Suroso di dalamnya.,107,Novel Èsarepo Bèncong
2156.0,Maya lèk-ngèlèghi dâri lowar.,Maya lirik-lirik dari luar.,107,Novel Èsarepo Bèncong
2157.0,Ma' rajá yá.,Kok besar ya.,107,Novel Èsarepo Bèncong
2158.0,Ma' sènga' tenggâng.,Kok seperti terung.,107,Novel Èsarepo Bèncong
2159.0,Atèna Maya ngoca'.,Hatinya Maya berkata.,108,Novel Èsarepo Bèncong
2160.0,Mowana sambi sem-mèsem.,Mukanya sambil senyum-senyum.,108,Novel Èsarepo Bèncong
2161.0,Suroso kalowar dâri jeddèng.,Suroso keluar dari kamar mandi.,108,Novel Èsarepo Bèncong
2162.0,Ngejjhit ajhelling Maya lèk-ngèlèghi.,Terkejut melihat Maya melirik-lirik.,108,Novel Èsarepo Bèncong
2163.0,Suroso langsong aburu cer-ngocer.,Suroso langsung lari terbirit-birit.,108,Novel Èsarepo Bèncong
2164.0,Èntar ka kancana.,Pergi ke temannya.,108,Novel Èsarepo Bèncong
2165.0,Suroso soro ju'-toju'.,Suroso disuruh duduk-duduk.,108,Novel Èsarepo Bèncong
2166.0,Maya mendul dâri dâlem asem-mèsem sambi ajhelling ka Suroso.,Maya muncul dari dalam tersenyum-senyum sambil melihat ke Suroso.,108,Novel Èsarepo Bèncong
2167.0,Mara kakè ta' amersè'enna mowana?,Ayo kamu tidak membersihkan mukanya?,108,Novel Èsarepo Bèncong
2168.0,Sapa kakè nyamana la engko'kaloppaè?,Siapa kamu namanya aku sudah lupa?,108,Novel Èsarepo Bèncong
2169.0,Maya atanya ka Suroso.,Maya bertanya pada Suroso.,108,Novel Èsarepo Bèncong
2170.0,"Suroso awèng-ngowèngan sambi jâwâb Suroso""",Suroso geleng-geleng kepala sambil menjawab Suroso.,108,Novel Èsarepo Bèncong
2171.0,Mara ta' bhersè'enna mowana?,Ayo tidak dibersihkan mukanya?,108,Novel Èsarepo Bèncong
2172.0,Garatis mon ka kakè!,Gratis kalau untuk kamu!,108,Novel Èsarepo Bèncong
2173.0,Suroso langsong adâlngak ngèdingngaghi tabârânna Maya.,Suroso langsung mendongak mendengarkan tawarannya Maya.,108,Novel Èsarepo Bèncong
2174.0,Suroso ghi' mèkkèr abit.,Suroso masih berpikir lama.,108,Novel Èsarepo Bèncong
2175.0,Ta' kaloppaè ajhelling ka kaca.,Tidak lupa melihat ke kaca.,108,Novel Èsarepo Bèncong
2176.0,Ngabâs mowana sè celleng.,Melihat mukanya yang hitam.,108,Novel Èsarepo Bèncong
2177.0,Ongghuwân garatis Ba' May?,Sungguhan gratis Mbak May?,108,Novel Èsarepo Bèncong
2178.0,Maya asem-mèsem sambi aonggu'.,Maya tersenyum-senyum sambil mengangguk.,108,Novel Èsarepo Bèncong
2179.0,Suroso temmo langsong èntar ka adâ.,Suroso tiba-tiba langsung pergi ke depan.,108,Novel Èsarepo Bèncong
2180.0,Ju'-toju' ka kennengngan sè ègâbây mersè'è mowa.,Duduk-duduk ke tempat yang dipakai membersihkan muka.,108,Novel Èsarepo Bèncong
2181.0,Maya langsong amersè'è mowana Suroso.,Maya langsung membersihkan mukanya Suroso.,108,Novel Èsarepo Bèncong
2182.0,Molaè dâri ngosot pèpèna.,Mulai dari mengusap pipinya.,108,Novel Èsarepo Bèncong
2183.0,Ta'temmo dâ'râmmana tanangnga Maya temmo angaghâ ka bâbâbujellâ Suroso.,Entah bagaimana tangannya Maya tiba-tiba meraba ke bawah pusarnya Suroso.,108,Novel Èsarepo Bèncong
2184.0,Suroso ghun neng-neng.,Suroso hanya diam.,108,Novel Èsarepo Bèncong
2185.0,Ghârâssa nyaman ngara.,Dirasa nyaman mungkin.,108,Novel Èsarepo Bèncong
2186.0,Mas tenggângnga kakè ma' ghárbbu Mas.,Mas terungnya kamu kok besar Mas.,108,Novel Èsarepo Bèncong
2187.0,Ngoca' Maya akoto'neng kopèngnga Suroso.,Ucap Maya berbisik di telinganya Suroso.,108,Novel Èsarepo Bèncong
2188.0,Suroso ta' bisa nahan.,Suroso tidak bisa menahan.,108,Novel Èsarepo Bèncong
2189.0,Suroso tagher ngèddhâ tèdung.,Suroso sampai pulas tertidur.,108,Novel Èsarepo Bèncong
2190.0,Kancana molè ta'ètemmo.,Temannya pulang tidak disadari.,108,Novel Èsarepo Bèncong
2191.0,"Maya alako apa kèya ka dhibi'en, Suroso ta' tao.","Maya melakukan apa juga pada dirinya, Suroso tidak tahu.",108,Novel Èsarepo Bèncong
2192.0,Gâ-jhâgâna Suroso nyarè kancana.,Bangun-bangunnya Suroso mencari temannya.,109,Novel Èsarepo Bèncong
2193.0,Arè la malem.,Hari sudah malam.,109,Novel Èsarepo Bèncong
2194.0,Bâdângara pokol bâllu'an.,Ada kira-kira pukul delapanan.,109,Novel Èsarepo Bèncong
2195.0,Suroso soro ngènep neng romana Maya.,Suroso disuruh menginap di rumahnya Maya.,109,Novel Èsarepo Bèncong
2196.0,Suroso ta' endâ'.,Suroso tidak mau.,109,Novel Èsarepo Bèncong
2197.0,Èpaksa bi' Maya.,Dipaksa oleh Maya.,109,Novel Èsarepo Bèncong
2198.0,Suroso pagghun ta'endâ'.,Suroso tetap tidak mau.,109,Novel Èsarepo Bèncong
2199.0,Maya pagghun maksa Suroso terros.,Maya tetap memaksa Suroso terus.,109,Novel Èsarepo Bèncong
2200.0,Tanangnga Suroso ècekkadhi sambi èkoto'è polè.,Tangannya Suroso dipegangi sambil dibisiki lagi.,109,Novel Èsarepo Bèncong
2201.0,Mas kakè ollè garatis arabát mowana kakè jiyá sampè' pote.,Mas kamu dapat gratis merawat mukamu itu sampai putih.,109,Novel Èsarepo Bèncong
2202.0,Kakè pas èberri'enna pèssè bi' engko' mon kakèneng dinna'.,Kamu lalu diberinya uang olehku kalau kamu di sini.,109,Novel Èsarepo Bèncong
2203.0,Kakè ta' èpalakowa bi' engko' Mas!,Kamu tidak disuruh kerja olehku Mas!,109,Novel Èsarepo Bèncong
2204.0,Suroso temmo aberka' kalowar.,Suroso tiba-tiba berlari keluar.,109,Novel Èsarepo Bèncong
2205.0,Tanang sè ècekkadhi èyocol bi'Maya.,Tangan yang dipegangi dilepas oleh Maya.,109,Novel Èsarepo Bèncong
2206.0,Toro' jhâlân Suroso kèr-pèkkèran.,Sepanjang jalan Suroso berpikir-pikir.,109,Novel Èsarepo Bèncong
2207.0,Mèkkèrè koto'en Maya sè di-budi.,Memikirkan bisikan Maya yang terakhir.,109,Novel Èsarepo Bèncong
2208.0,Èkèr-pèkkèr nyaman kèya koca'en.,Dipikir-pikir enak juga katanya.,109,Novel Èsarepo Bèncong
2209.0,Ngoca' ta'osa alako Suroso tamba pèrak.,Berkata tidak usah bekerja Suroso tambah senang.,109,Novel Èsarepo Bèncong
2210.0,Pèrak polana ajiyâ sè èkaterroèSuroso.,Senang karena ya ini yang diinginkan Suroso.,109,Novel Èsarepo Bèncong
2211.0,Suroso molè ka romana.,Suroso pulang ke rumahnya.,109,Novel Èsarepo Bèncong
2212.0,"Tadâ' orèng ngajâk, tadâ' orèng anyoro, Suroso temmo mangkat ka romana Maya kalagghu'enna.","Tidak ada orang mengajak, tidak ada orang menyuruh, Suroso tiba-tiba berangkat ke rumahnya Maya paginya.",109,Novel Èsarepo Bèncong
2213.0,Suroso amaèn bi' Maya sambi amersè'è mowana.,Suroso bermain dengan Maya sambil membersihkan mukanya.,109,Novel Èsarepo Bèncong
2214.0,"Suroso èberri'pèssè bi' Maya, bâdâ ngara sèket èbu.","Suroso diberi uang oleh Maya, ada kira-kira lima puluh ribu.",109,Novel Èsarepo Bèncong
2215.0,Maya nyoro Suroso dâteng bânarè.,Maya menyuruh Suroso datang setiap hari.,109,Novel Èsarepo Bèncong
2216.0,Suroso anyangghubhi pèntana Maya.,Suroso menyanggupi permintaan Maya.,109,Novel Èsarepo Bèncong
2217.0,Suroso dâteng bânarè.,Suroso datang setiap hari.,109,Novel Èsarepo Bèncong
2218.0,Sampè' rèng kaduwâ jiyâangalakonè sènga' rèng alakè binè neng kamarra Maya.,Sampai kedua orang itu melakukan seperti orang bersuami istri di kamarnya Maya.,109,Novel Èsarepo Bèncong
2219.0,Suroso temmo bâdâ neng pèngghirrâ Maya.,Suroso tiba-tiba ada di pinggirnya Maya.,109,Novel Èsarepo Bèncong
2220.0,"Maya mirèng kèya, ta'ngadhep ka Suroso.","Maya miring juga, tidak menghadap ke Suroso.",109,Novel Èsarepo Bèncong
2221.0,Sènga' olar anyakè.,Seperti ular menyisik.,109,Novel Èsarepo Bèncong
2222.0,War-kalowarra temmo ojângan kabbhi.,Keluar-keluarnya tiba-tiba acak-acakan semua.,109,Novel Èsarepo Bèncong
2223.0,Suroso ajhânjhi jhâ' dhibi'en bhâkal neng-neng neng romana Maya.,Suroso berjanji bahwa dirinya akan diam di rumahnya Maya.,109,Novel Èsarepo Bèncong
2224.0,Terro tèdunga neng jiyâ koca'en.,Ingin tidur di situ katanya.,109,Novel Èsarepo Bèncong
2225.0,Ghi' ollèpèssèbi' ngakan rè sa arèna.,Masih dapat uang dan makan di kesehariannya.,109,Novel Èsarepo Bèncong
2226.0,Suroso tamba perna neng romana.,Suroso tambah betah di rumahnya.,109,Novel Èsarepo Bèncong
2227.0,"sampè' Suroso anyebbhut Maya rèya, nyebbhut Alè',Maya ngoca' Kaka' ka Suroso.","sampai Suroso menyebut Maya ini, menyebut Adik, Maya berkata Kakak pada Suroso.",110,Novel Èsarepo Bèncong
2228.0,Rèng kaduwâ jiyâ sèr-sèran.,Kedua orang itu pacaran.,110,Novel Èsarepo Bèncong
2229.0,Jhâ' neng dâlem kamarra Maya rèng kaduwâ jiyâ sè ajhânjhi ta' apèsa'a sampè'bilââ bhâi koca'en.,Kan di dalam kamarnya Maya kedua orang itu yang berjanji tidak akan berpisah sampai kapan pun katanya.,110,Novel Èsarepo Bèncong
2230.0,Ghân jiyâ Suroso dhâddhi sèr-sèranna Maya.,Hanya itu Suroso menjadi pacarannya Maya.,110,Novel Èsarepo Bèncong
2231.0,Pas lèmolèna temmo bâdâ jhâjhân nompo' neng romana.,Lalu pulang-pulangnya tiba-tiba ada jajanan menumpuk di rumahnya.,110,Novel Èsarepo Bèncong
2232.0,"Embu'en amerri' tao kèya jhâ' bin-sabin jiyâ, bin-sabinna Suroso.","Neneknya memberi tahu juga bahwa yang beraneka ragam itu, lamarannya Suroso.",110,Novel Èsarepo Bèncong
2233.0,Embu'en amènta ta' ca'-ngoca' ka Suroso.,Neneknya meminta tidak berkata-kata pada Suroso.,110,Novel Èsarepo Bèncong
2234.0,"Suroso lakar la kennal ka rèng binè' sè èpènta embu'en, kèn Suroso ta' sèr-sèran bi'kana' jiyâ.","Suroso memang sudah kenal pada perempuan yang dipinang neneknya, tapi Suroso tidak pacaran dengan anak itu.",110,Novel Èsarepo Bèncong
2235.0,Suroso kennal ghun lèbât kancana.,Suroso kenal hanya lewat temannya.,110,Novel Èsarepo Bèncong
2236.0,Kancana bâkto jiyâ angapèl neng tengnga sabâ.,Temannya waktu itu mengapel di tengah sawah.,110,Novel Èsarepo Bèncong
2237.0,Ta' temmo dâ'râmmana cèwè'en kancana Suroso jiyângèbâ kanca kèya.,Entah bagaimana ceweknya temannya Suroso itu membawa teman juga.,110,Novel Èsarepo Bèncong
2238.0,"Yâ tadâ' orèng sè èkacaca'a polè ngara,yâèyajhâk caca bi' Suroso.","Ya tidak ada orang yang diajak bicara lagi mungkin, ya diajak bicara oleh Suroso.",110,Novel Èsarepo Bèncong
2239.0,Suroso ta' tao jhâ'tarètanna Embu'en ngatèla' Suroso acaca bi' rèng binè'.,Suroso tidak tahu bahwa saudaranya Neneknya melihat Suroso berbicara dengan perempuan.,110,Novel Èsarepo Bèncong
2240.0,Le bi' tarètanna Embu'en jiyâ Suroso sangghu sèr-sèran.,Nah oleh saudaranya Neneknya itu Suroso disangka pacaran.,110,Novel Èsarepo Bèncong
2241.0,Èkabâlâ bi' Nya-nyana Suroso ka Embu'en.,Diberitahukan oleh Tantenya Suroso pada Neneknya.,110,Novel Èsarepo Bèncong
2242.0,Pas lem-malemma temmo èpènta bi' rèng towana Suroso.,Lalu malam-malamnya tiba-tiba dipinang oleh orang tuanya Suroso.,110,Novel Èsarepo Bèncong
2243.0,Suroso tao jhâ' dhibi'en èbhâkalè dâri tatangghâna Maya sabellun Embu'en ngamalâ.,Suroso tahu bahwa dirinya ditunangkan dari tetangganya Maya sebelum Neneknya berpesan.,110,Novel Èsarepo Bèncong
2244.0,Maya la ta'ros-ngorosan jiyâ.,Maya sudah tidak peduli itu.,110,Novel Èsarepo Bèncong
2245.0,Poko'la Suroso kor ta' ngallè atè dâyyâ.,Pokoknya Suroso asal tidak pindah hati begitu.,110,Novel Èsarepo Bèncong
2246.0,Maya pagghun sènga'biyasana.,Maya tetap seperti biasanya.,110,Novel Èsarepo Bèncong
2247.0,Ollè duw bulân mowana Suroso la potè.,Dapat dua bulan mukanya Suroso sudah putih.,110,Novel Èsarepo Bèncong
2248.0,Sampè' ka ri-buri'en.,Sampai ke belakang-belakangnya.,110,Novel Èsarepo Bèncong
2249.0,Bâkto Suroso abhâkalan.,Waktu Suroso bertunangan.,110,Novel Èsarepo Bèncong
2250.0,Suroso ta' toman acaca sakalèka bhâkalla.,Suroso tidak pernah berbicara sekali pun pada tunangannya.,110,Novel Èsarepo Bèncong
2251.0,Ghun maghi pèssè bhân bulân ka bhâkalla.,Hanya memberi uang tiap bulan pada tunangannya.,110,Novel Èsarepo Bèncong
2252.0,Maghi pèssè bânnè bâghi dhibi'.,Memberi uang bukan memberikan sendiri.,110,Novel Èsarepo Bèncong
2253.0,Suroso bâkto jiyâkostalokos sè nyarè pèssè.,Suroso waktu itu pontang-panting mencari uang.,111,Novel Èsarepo Bèncong
2254.0,Polana ghâbây pèssèna bâjârân bhân bulân ka bhâkalla.,Karena untuk uang bayaran tiap bulan pada tunangannya.,111,Novel Èsarepo Bèncong
2255.0,Suroso ta' kennal ka bâkto.,Suroso tidak kenal waktu.,111,Novel Èsarepo Bèncong
2256.0,Bhâdhân celleng la ta'ngoros bâkto jiyâ.,Badan hitam sudah tidak peduli waktu itu.,111,Novel Èsarepo Bèncong
2257.0,Pojhur bâkto jiyâ kèya Suroso ollè jhâlân dâri kancana sè tareppa'en èntar arabât mowana sèbâdâ jhrâbâ bâtona.,Untung waktu itu juga Suroso dapat jalan dari temannya yang kebetulan pergi merawat mukanya yang ada jerawat batunya.,111,Novel Èsarepo Bèncong
2258.0,Ghân jiyâ kèya Suroso ollè arabât mowana sè celleng sènga' tèkos sabâ dhâddhi tèkos sènga' neng Sirkus-sirkus.,Hanya itu juga Suroso dapat merawat mukanya yang hitam seperti tikus sawah menjadi tikus seperti di sirkus-sirkus.,111,Novel Èsarepo Bèncong
2259.0,Bâkto jiyâ kèya Suroso la ta' toman maghiyân pèssè ka bhâkalla.,Waktu itu juga Suroso sudah tidak pernah memberikan uang pada tunangannya.,111,Novel Èsarepo Bèncong
2260.0,Suroso aburu dâri romana.,Suroso lari dari rumahnya.,111,Novel Èsarepo Bèncong
2261.0,"Rèng towana Suroso ta'tao jhâ' Suroso rèya bâdâ neng romana Maya, rèng bèncong sèèyangghep panyakèt bi' rèng kampongnga.","Orang tuanya Suroso tidak tahu bahwa Suroso ini ada di rumahnya Maya, orang banci yang dianggap penyakit oleh orang kampungnya.",111,Novel Èsarepo Bèncong
2262.0,Suroso èsarè bi'rèng towana.,Suroso dicari oleh orang tuanya.,111,Novel Èsarepo Bèncong
2263.0,Rèng towana sampè' èntar anya-tanya ka ca-kancana Suroso.,Orang tuanya sampai pergi bertanya-tanya pada teman-temannya Suroso.,111,Novel Èsarepo Bèncong
2264.0,Pas bâdâ rèng ngamâlâ jhâ' Suroso amaèn neng romana Maya.,Lalu ada orang berpesan bahwa Suroso bermain di rumahnya Maya.,111,Novel Èsarepo Bèncong
2265.0,Rèng towana Suroso langsong èntar ka romana Maya.,Orang tuanya Suroso langsung pergi ke rumahnya Maya.,111,Novel Èsarepo Bèncong
2266.0,Suroso tadâ' molè duw bulân.,Suroso tidak ada pulang dua bulan.,111,Novel Èsarepo Bèncong
2267.0,Rèng towana tagher kerrong ka ana' bungsona jiyâ.,Orang tuanya sampai rindu pada anak bungsunya itu.,111,Novel Èsarepo Bèncong
2268.0,Dâpa' ka romana Maya.,Tiba di rumahnya Maya.,111,Novel Èsarepo Bèncong
2269.0,Langsong ètanyaèbi' rèng towana ka Maya.,Langsung ditanyai oleh orang tuanya pada Maya.,111,Novel Èsarepo Bèncong
2270.0,Dimma tang ana?,Di mana anakku?,111,Novel Èsarepo Bèncong
2271.0,Suroso ngèrrem dâlem bâbâna lencakghâ Maya.,Suroso mengurung diri di bawah balai-balainya Maya.,111,Novel Èsarepo Bèncong
2272.0,Tao jhâ'rèng towana anyarè.,Tahu bahwa orang tuanya mencari.,111,Novel Èsarepo Bèncong
2273.0,Tadâ' dinna' Pa' Bu'!,Tidak ada di sini Pak Bu!,111,Novel Èsarepo Bèncong
2274.0,Maya anyaot lènyok.,Maya menyahut bohong.,111,Novel Èsarepo Bèncong
2275.0," Koca'en kancana, Suroso bâdâ dinna'.","Katanya temannya, Suroso ada di sini.",111,Novel Èsarepo Bèncong
2276.0,Mara èyèrrep neng dimma tang ana'!,Ayo disembunyikan di mana anakku!,111,Novel Èsarepo Bèncong
2277.0,"Pola kèn èwâ-dhuwwâi yâ tang ana', ma' sampè' ta' molè duw bulân","Mungkin diapa-apakan ya anakku, kok sampai tidak pulang dua bulan.",111,Novel Èsarepo Bèncong
2278.0,Embu'en Suroso ngangka'.,Neneknya Suroso curiga.,112,Novel Èsarepo Bèncong
2279.0,Maya pagghun ta' merri' tao ka embu'en Suroso.,Maya tetap tidak berani memberitahu pada neneknya Suroso.,112,Novel Èsarepo Bèncong
2280.0,Maya ta'alabân caca sè bi'ghuru acaca masala wâ-dhuwwâ.,Maya tidak melawan ucapan yang tadi berbicara masalah diapa-apakan.,112,Novel Èsarepo Bèncong
2281.0,Maya mèlè diyyem.,Maya memilih diam.,112,Novel Èsarepo Bèncong
2282.0,Bit-abidhân Maya ngako kèya.,Lama-kelamaan Maya mengaku juga.,112,Novel Èsarepo Bèncong
2283.0,Polana nèser ka Embu'en jiyâ.,Karena kasihan pada Neneknya itu.,112,Novel Èsarepo Bèncong
2284.0,Maya ngoca' jhâ' Suroso rèya marè apolong tèdung bi' dhibi'en.,Maya berkata bahwa Suroso ini selesai berkumpul tidur dengan dirinya.,112,Novel Èsarepo Bèncong
2285.0,Embu'en Suroso makerso' alès ta' partajhâ.,Neneknya Suroso mengerutkan alis tidak percaya.,112,Novel Èsarepo Bèncong
2286.0,Maya pagghun acarèta.,Maya tetap bercerita.,112,Novel Èsarepo Bèncong
2287.0,"Maya amènta ka rèng towana Suroso,jhâ' Suroso rèya kabina bi' dhibi'en.","Maya meminta pada orang tuanya Suroso, bahwa Suroso ini nikahkan dengan dirinya.",112,Novel Èsarepo Bèncong
2288.0,Rèng towana Suroso ta'satuju.,Orang tuanya Suroso tidak setuju.,112,Novel Èsarepo Bèncong
2289.0,Eppa'en langsong ka dâlem kamarra Maya.,Bapaknya langsung ke dalam kamarnya Maya.,112,Novel Èsarepo Bèncong
2290.0,Suroso temmo bâdâ neng bâbâna lèncakghâ.,Suroso tiba-tiba ada di bawah balai-balainya.,112,Novel Èsarepo Bèncong
2291.0,Suroso èyèrèt kalowar.,Suroso diseret keluar.,112,Novel Èsarepo Bèncong
2292.0,Eppa'en ngoca' ka Suroso jhâ' mantanna korang saminggu agghi'.,Bapaknya berkata pada Suroso bahwa pernikahannya kurang seminggu lagi.,112,Novel Èsarepo Bèncong
2293.0,"Suroso ngoca' rang-terrangan bâkto jiyâ, jhâ'dhibi'en ta' amantana bi' Muna.","Suroso berkata terang-terangan waktu itu, bahwa dirinya tidak akan menikah dengan Muna.",112,Novel Èsarepo Bèncong
2294.0,Pagghun rèng towana Suroso ta' bisa mabhâttalaghi acara mantanna.,Tetap orang tuanya Suroso tidak bisa membatalkan acara pernikahannya.,112,Novel Èsarepo Bèncong
2295.0,Polana onjhângan la marè ajhâlân ka lâ-bhâlâna.,Karena undangan sudah selesai berjalan ke kerabat-kerabatnya.,112,Novel Èsarepo Bèncong
2296.0,Suroso langsong èkèbâ molè.,Suroso langsung dibawa pulang.,112,Novel Èsarepo Bèncong
2297.0,Maya ghun neng-neng bâkto Suroso la tadâ' neng adâ'en matana.,Maya hanya diam waktu Suroso sudah tidak ada di hadapan matanya.,112,Novel Èsarepo Bèncong
2298.0,Suroso èkorong dâlem kamarra.,Suroso dikurung dalam kamarnya.,112,Novel Èsarepo Bèncong
2299.0,Ta' nemmo alasan sèkalowara dâri kamar jiyâ.,Tidak menemukan alasan untuk keluar dari kamar itu.,112,Novel Èsarepo Bèncong
2300.0,Palèng enjâ' la amèt mènta kemmi.,Paling nanti ya pamit minta kencing.,112,Novel Èsarepo Bèncong
2301.0,Suroso ta' nemmo alasan polè sè kalowara.,Suroso tidak menemukan alasan lagi untuk keluar.,112,Novel Èsarepo Bèncong
2302.0,Bitabidhân ahèrra Suroso nemmo alasan kèya.,Lama-kelamaan akhirnya Suroso menemukan alasan juga.,112,Novel Èsarepo Bèncong
2303.0,Alasan èntara ka bhâkalla.,Alasan pergi ke tunangannya.,112,Novel Èsarepo Bèncong
2304.0,Ngoca'a jhâ' sèyap enjâ'en dâyyâ.,Berkata bahwa siap untuk nanti.,112,Novel Èsarepo Bèncong
2305.0,Suroso ollè èdhi dâri rèng towana.,Suroso dapat izin dari orang tuanya.,112,Novel Èsarepo Bèncong
2306.0,"Soro tè-ngatè neng jhâlân koca'en, tako' apes polana mantanna para'.","Suruh hati-hati di jalan katanya, takut sial karena pernikahannya dekat.",112,Novel Èsarepo Bèncong
2307.0,Suroso neppa'è jhânjhina.,Suroso menepati janjinya.,113,Novel Èsarepo Bèncong
2308.0,Suroso dâteng ka romana bhâkalla.,Suroso datang ke rumah tunangannya.,113,Novel Èsarepo Bèncong
2309.0,Mènta acaca wâ'-duwâ'ân bi' Muna.,Meminta berbicara berdua-duaan dengan Muna.,113,Novel Èsarepo Bèncong
2310.0,Rèng kaduwwâjiyâ tojuk neng budiyân romana Muna.,Kedua orang itu duduk di belakang rumahnya Muna.,113,Novel Èsarepo Bèncong
2311.0,Polana neng adâ'an bânnya'rèng kon-lakon.,Karena di depan banyak orang bekerja.,113,Novel Èsarepo Bèncong
2312.0,Lè' kakè sèyap alakè engko'?,"Dik, kamu siap bersuamikan aku?",113,Novel Èsarepo Bèncong
2313.0,Iyâ engko' sèyap Ka'.,Iya aku siap Kak.,113,Novel Èsarepo Bèncong
2314.0,"Muna ajâwâb matao mowa sennengnga,pas Muna atanya kèya.","Muna menjawab memerah muka senangnya, lalu Muna bertanya juga.",113,Novel Èsarepo Bèncong
2315.0, Engko' ta' terro ka kakè Lè'.,Aku tidak ingin padamu Dik.,113,Novel Èsarepo Bèncong
2316.0,Tang rèng towa amènta kakèbânnè engko' sè nyoro.,Orang tuaku meminta kamu bukan aku yang menyuruh.,113,Novel Èsarepo Bèncong
2317.0,Bân polè engko' ta' sangghup abiyayaaghi kakè Lè'.,Dan lagi aku tidak sanggup membiayaimu Dik.,113,Novel Èsarepo Bèncong
2318.0,Engko' terro ta' alakowa.,Aku ingin tidak bekerja.,113,Novel Èsarepo Bèncong
2319.0,Poko' engko'ta' endâ' ka kakè LèAèng matana Muna ghâgghâr ta'èghârâssa.,Pokoknya aku tidak mau padamu Dik. Air matanya Muna jatuh tidak terasa.,113,Novel Èsarepo Bèncong
