Madura,Indonesia
jhâ'partajâ ka bhittenna,jangan mempercayai fitnah
Ba.,Tidak.
Artèna bâtegghâ na’-kana’ bâḍâ sè noron ḍâri rèng towana otabâ bângatowana,Artinya watak anak-anak ada yang menurun dari orang tuanya atau leluhurnya
"Sella enten ko,ma' gi' epaksa","Sudah tidak, kok masih dipaksa."
anḍi' usul,punya usul
Bu Ida pas nyerrat è papan tolès,Bu Ida lalu menulis di papan tulis
Buh dika sabbrangnga raja bariya.,Duh kamu rambangannya besar begitu.
Kalaban cara nangga' juko' ka oreng se majang,Dengan cara membeli ikan dari orang yang melaut.
cè' lèdurrâ,sangat menarik
Badha keya se nyono' ka kopeng kacerra,Ada juga yang menyentuh ke telinga kirinya.
tèmor ḍâjâ,timur laut
sakè' ghighi gherrem,sakit gigi geraham
"Mon ondhemma gunna ne'-kene', ya omba'na gunna tha-ethe.","Kalau awannya hanya kecil-kecil, ya ombaknya hanya kecil-kecil."
Bâkto sè èsa ḍ iyâ’âghi ,Waktu yang disediakan
Sè èkakanḍhâ ḍâlem tokèlan kanḍhâ è attas èngghi panèka bhâb ,Yang disampaikan dalam cuplikan percakapan di atas termasuk jenis
karèt busa,karet busa
ta'taona jiyâ Landâur.,tidak tahunya itu Landâur.
Engko' terro ta' alakowa.,Aku ingin tidak bekerja.
jhâman kona,zaman kuno
"Kèyaè Sukri tacengnga' ka Markoya, polana alabân ka dhibi'en.","Kiai Sukri terkejut pada Markoya, karena melawan pada dirinya."
kana' rowa mon tègung malekker akaḍeng olar,anak itu kalau tidur melingkar seperti ular
"Maghut ḍâ’ bâca’an Mèyara Ajâm, sè lèbur mèyara ajâm èngghi panèka ","Terkait pada bacaan Memelihara Ayam, yang senang memelihara ayam yaitu"
Sapa sè ècarèta’aghi neng bâca’an è attas?,Siapa yang diceritakan di dalam bacaan di atas
Ma'le lekkas etangngale.,Biar cepat terlihat.
ajâmma dhuli ghesso ma' lè ta' amanco'è kanna',ayamnya cepat diusir agar tidak berak di sini
"Bhâsa sè èpaḍâpa’ ngangghuy tèngka ghulina bhâdhân, èsambhât ","Bahasa yang disampaikan memakai tingkah geraknya badan, disebut"
Bârghâ dhisa lajhu mabâḍâ rokat kangghuy nyo’on ojhân ḍâ’ dhibâ sè araksa bhumè.,Warga desa lalu mengadakan rukat untuk memohon hujan kepada dewa yang menjaga bumi.
Bâdâ kèya sè bâgiyân amendem râng-bhârâng bhâdhân sè calètaghân rowa.,Ada juga yang bagian mengubur barang-barang badan yang berserakan itu.
Ban se paleng gampang nyorong tantona kaju bungkol ban sembalan,Dan yang paling gampang mendorong tentunya kayu gelondongan dan belahan.
E gadhiya aba'na aromasa gatel.,Di sana dirinya merasa gatal.
Epa-ngonjur olo dhaja e lencak bungkel dhalem amperra,diselonjorkan menghadap utara di balai-balai bambu dalam terasnya.
Apa tojjhuwȃnna nyèram bhȃng-kembhȃngan sabbhȃn arè?,Apa tujuan menyiram bunga setiap hari?
abhu ma' bâriyâ,aduh kok bisa begini
aghellâ' kakklakaghân,tertawa terbaha-bahak
Mad Ja'i buru gancang.,Mad Ja'i lari kencang.
ta' jhujhur,tidak jujur
"Bhunten, Nom, ca’ èpon èbhu malemma nalèka kaulâ amèt, Kebun Binatang Sorbhâjâ neng Wonokromo, ngèḍing oca’na Aè’ mara jârèya, anomma aghellâ’, Iyan noro’ ngalèkkèk sakalè.","Bukan, Paman, katanya ibu tadi malam ketika saya pamit, Kebun Binatang Surabaya di Wonokromo, mendengar katanya Aè’ seperti itu, pamannya tertawa, Iyan ikut terkekeh sekali."
mon sakè' dhuli ngènom eppil,apabila sakit segera minum pil
Apa papaḍȃnna oca’ akompol?,Apa persamaan kalimat berkumpul?
Barang-barang koneng ganeko ta' masamporna aba'na dhalem atapa dhalem kennengngan se cellep ganeko.,Barang-barang kuning itu tidak membuat dirinya sempurna dalam bertapa dalam tempat yang dingin itu.
kanca se laen paggun atanya.,Teman yang lain tetap bertanya.
Hal ka’ḍinto sè andhâddhiyaghi bhidhâna sareng carèta Mahabarata sè bâḍâ è Jhâbâ.,Hal itu yang menjadikan bedanya dengan cerita Mahabarata yang ada di Jawa.
Bhâruwâng kutub asarè kakan ngarkar salju .,Beruang kutub mencari makan menggaruk-garuk salju.
Apapole sateya se kadhuwa la andhi' ana' Dulla,Apalagi sekarang keduanya sudah punya anak Dulla.
Teppa’ arè Ahad sèngko’ sakanca’an 22 orèng kellas 3 akalènjȃr ḍȃ’ Lombȃng.,waktu Hari Minggu saya bersama 22 teman kelas 3 berkunjung ke Lombang.
Enggi kassa' mangkat!,Iya cepat berangkat!
"Cong, duli ka dara' me' ojan","Nak, cepat ke darat nanti hujan."
tèngkana sadhâjâ manossa,kisah seluruh manusia
Ngèḍing oca’na emmagghâ bâriyâ mowana Aè’ lajhu bhinar.,Mendengar katanya begitu rupa wajahnya Aè’ lalu bersinar.
"Contona laghu èn-maènan panèka akadhi laghu Lir-sa’alir, Pa’-opa’ Ѐling, sareng samacemma.","Contoh lagu permainan misalnya lagu Lir-sa’alir, Pa’-opa’ Eling, dan sebagainya."
oreng ganeko ngakak abareng.,orang itu tertawa bersamaan.
orèng yâuḍi,orang yahudi
"Adu perrèyan reya, bbâkal bâdâ apa engko' reya.","Adu sakitnya ini, akan ada apa aku ini."
ola' samennèt,ulat kecil berbulu
bulân bân ngabâs arè,bulan dan melihat matahari
Pan-barampan bulan kandhang badha gadhiya.,Beberapa bulan kandang ada di sana.
Samangkèn panjhennengngan kodhu ngaonèngè pan-saponapan atoran panyerratan sè bâḍâ neng tembhâng macapat.,Sekarang Anda harus mengetahui beberapa aturan penulisan yang ada di dalam tembang macapat.
Sè èkoca'aghi dâ' Nya Dumma arèya.,Yang diucapkan pada Nya Dumma ini.
motong paḍi,memotong padi
Jhâjhân apa nyamana?,jajan apa namanya?
Mèkkèrè koto'en Maya sè di-budi.,Memikirkan bisikan Maya yang terakhir.
"Kultur jaringan, èngghi panèka kaangghuy mabȃnnya’ otabȃ mabuḍu’ bu tombuwȃn. ","Kultur jaringan, yaitu untuk memperbanyak atau mengembangbiakkan tumbuh-tumbuhan."
"Tellor sè èpaèrrem ta’ dhȃddhi buḍu’, ènyamaè apa?","Telur yang dierami tidak menetas, disebut apa?"
Tako' sènga' Landâur sè èpèghâ' kan jhâtè neng kennengngan jiyâ.,Takut seperti Landâur yang dicegat pohon jati di tempat itu.
pakaranganna apaghâr perrèng,halamannya berpagar bambu
Atang-balintang Komancer sajan celo'.,Bertebaran. Cahaya makin meredup.
Barambang iya areya penggirra lobang e attas,Bibir sumur itu adalah pinggiran lubang di atas.
cokop ghân kanna' bhâ,cukup sampai disini saja
nyèrsèr dâun panḍan,mengiris halus-halus daun pandan
ghi' jhâman bâkto mola,pada jaman waktu permulaan
Ta’ kodhu paḍâ,Tidak harus sama
Mara tebbhâk?,Mari tebak?
Sè ka tako' bânnè ka Dragulana.,Yang ditakuti bukan pada Dragulanya.
tombhughân bâto,timbunan batu
Mad Ja'i mole ka bengkona kalaban perak.,Mad Ja'i pulang ke rumahnya dengan hati yang beruntung.
kalakowan sè kodhu ngastètè,perbuatan yang harus berhati-hati
Pokol 06.00 na’-kana’ la akompol è sakola’an.,Pukul 06.00 anak-anak sudah berkumpul di sekolah.
nyarè pangorèbhân ngèngonè abâ' dhibi',mencari penghasilan untuk menghidupi diri sendiri
Tuni lesso sè nyarè.,Tuni lelah mencari.
tana lembhung,tanah lempung
Suroso ta' temmo patèna.,Suroso tidak ditemukan matinya.
Èyatorè abhâḍhi okara majjhâ!,Silakan buat kalimat majemuk!
"Mon bhâghus bhâsana, tolès okara sè ḍimma'an?","Kalau bagus bahasanya, tulis kalimat yang mana saja?"
Natana bato e dhalem pangobbaran bariya keya,Menata batu di dalam pembakaran begitu juga.
Bâdlâna Cebbi tambâlempo.,Badannya Cebbi tambah gemuk.
Bhiri otabâ bhâris neng tembhâng macapat èsambhât ,Baris di dalam tembang macapat disebut
"Bengkona manossa, bân-kèbân sareng tatombuwân kaangghuy oḍi’ sè takaè’ sèttong sareng laènna.","Rumahnya manusia, hewan-hewan dan tetumbuhan untuk hidup yang terkait satu dengan lainnya."
sè bârâs ngala bhâ,yang waras mengalah saja
takang eppos,tukang pas
Ta' kaloppaè ajhelling ka kaca.,Tidak lupa melihat ke kaca.
Mon la bânnya’ aèngnga dhuli patè’è ma’ ollè ta’ bânnya’ majâr kèya.,"kalau udah banya airnya cepat matiini, supaya tidak banyak juga bayarnya"
"Tape aneko epanjerrana gallu, paleng saparo, malle padha melo.","Tapi ini dibayar dulu, paling separuh, biar sama-sama dapat."
Kaḍȃng bȃḍȃ kèlap salang pacenthȃr.,Kadang terjadi petir disertai kilat.
Jhâ' Tat Rosid rèya bânnè Malaèkat.,Bahwa Ustad Rosid ini bukan Malaikat.
Samangkèn sadhâjâna orèng kèngèng tor-catoran langsong ta’ mabi dhep aḍḍhebbhân nangèng cokop ngangghuy ,Sekarang semua orang boleh bercakap-cakap langsung tidak pakai berhadap-hadapan tetapi cukup memakai
Nangdhang noro' nga-lemba'na angen.,Menerima ikut mengapungnya angin.
Ghuru sowara è ḍâlem paparèghân panèka bibâs amarghâ ponapa,Rima suara di dalam paparèghân ini bebas karena apa
"Oca’ asakola bilâ èbirjhi’ mènorot keccabbhâ, iyâ arèya ?","Kata asakola bila dipecah menurut suku katanya, yaitu?"
tokang abhât,apoteker
"Ba'na bila towaja' ler-meller, Bing.","Kamu kapan dewasanya, Bing."
èbitong ghân sèttong,dihitung satu demi satu
jhârân dhâbuk,kuda dauk
Tadha' omba' tadha' apa. ,Tidak ada ombak tidak ada apa-apa.
Èyatorè rembhâk sakanca’an ponapa artèna oca’ èbhârât è bâbâ panèka!,Silakan diskusikan bersama teman apa artinya kata ibarat di bawah ini!
satos èbu ropèya,seratus ribu rupiah
Kèyaè Slawi ghi' pagghun ta' jherrâ ka kadhâddhiyân sèlamarè.,Kiai Slawi masih tetap tidak jera pada kejadian yang sudah berlalu.
Cebbi ngambhul ka salakè'en.,Cebbi mengeluh pada suaminya.
"Tadâ', sè katèla ghun karètolangnga.","Habis, yang terlihat hanya tinggal tulangnya."
jhâuna ghân lon-alon,jauhnya hanya sampai alun-alun
angghuna rèya ta' kacjhik rè-marè,karena ini tidak kunjung selesai-selesai
Rèng sè andi' parao sè laèn bânnya' nyèndhemmèorèngnga Tang Lècèn.,Orang yang punya perahu yang lain banyak membuntuti orangnya Bintang Licin.
Mara mèlè Mar.,"Ayo memilih, Mar."
Dbina jbâ' buru mon bâdâ bhân-cobbân.,Biarkan saja kalau ada ujian-ujian.
bâu kalèmongnga cè' amengnga,bau ketiaknya sangat apek
maju nyarè pètèng è tambhâ',ayo mencari kepiting di tambak
Aba'na nojju ke bara'.,Dia menuju ke barat.
tekka sajjhâna,tercapai keinginannya
"Aneko' tapay, Le'.","Ini tapai, Nak."
Bula enggi pendha tacengnga'.,Saya kaget.
sekalè agghi',sekali lagi
Orengnga Tang Lècèn anyama Nya Muna.,Orangnya Bintang Licin bernama Nya Muna.
"Opama sa manabi èparèngè cekcek amonyè sang, la manabi èparèngè cekcek amonyè lang, wâ manabi èparèngè cekcek amonyè wâng sareng saterrossa.","Contohnya, sa jika diberi cekcek berbunyi sang, la jika diberi cekcek berbunyi lang, wâ jika diberi cekcek berbunyi wâng, dan seterusnya."
"Essena tase' nyepta pangaterro, pangara, ban pengaro dha' oreng paseser se pajat agumantong","Isinya laut mencipta keinginan, angan-angan, dan pengaruh pada orang pesisir yang memang bergantung."
Abala'a ja' Satrawi tadha' omor,Memberitahukan bahwa Satrawi tidak ada umur.
sambi agella'.,Sambil tertawa.
"Mon jiyâpaghârrâ, paghâr perrèng.","Kalau itu pagarnya, pagar bambu."
Sabatara Cong Nangka gi' paggun sodek neng e erenganna Pa' Tenggi,Sementara Cong Nangka masih tetap sopan berada di samping Pak Kepala Desa.
Lalake' ganeko meles roko'na.,Laki-laki itu melinting rokoknya.
Ajhâlânnaghi sarat kawâjibhân,Menjalankan syarat kewajiban
Arangka' e pajjar laggu ban are ngerrem,merangkak di fajar pagi dan matahari bersembunyi
"KAKAPPER ganeko arassa ce' kerrongnga nengga' ka kembang-kembang se ana-barna, mera, pote, mera ngodha, ban barna-barna se laen.","Kupu-kupu itu merasa sangat rindu menempel ke bunga-bunga yang bermacam-macam warnanya, merah, putih, merah muda, dan warna-warna lainnya."
"Contona laghu èn-maènan panèka akadhi laghu Lir-sa’alir, Pa’-opa’ Èling, sareng samacemma.","Contoh lagu permainan adalah lagu Lir-sa’alir, Pa’-opa’ Èling, dan lain sebagainya."
Are ganeko aba'na matennang parana bakal mennang ban ta' kera epega' polisi.,Hari itu dia merasa akan menang dan tidak akan tertangkap polisi.
Suroso soro ju'-toju'.,Suroso disuruh duduk-duduk.
Onèng ḍâ’ ma - nyamana sè mèrengngaghiyâ pidatona sampèyan,Tahu nama-nama yang mendengarkan pidato Anda.
"Kael dibi',Oca'na binena sambi terros mole ka bengkona.","Kail saja, kata istrinya sambil terus pulang ke rumahnya."
Sebbhutaghi tor jhârbâ’aghi rè-cèrèna teks narasi !,Sebutkan dan jelaskan ciri-cirinya teks narasi !
Okossa ngalemba'. ,Asapnya mengapung.
Pola badha juko' se terro arassa'ana caceng se neng-enneng ganeko.,Mungkin ada ikan yang ingin merasakan cacing yang diam itu.
tajhinna èklonyot,buburnya ditelan
Mandar duliya baras ganeko sanyona.,Semoga cepat normal sanyonya itu.
monyèna ngranang,bunyinya berdentang
Bȃḍȃ buku apa’an sè bȃḍȃ è perpustakaan?,Ada buku apa saja di perpustakaan?
ghi' ta' molè,belum pulang
ebbom atom,bom atom
"Kalaban abalangaja, kakapper ganeko ngabber dhari settong bungka'an ka bungka'an se laen.","Dengan memberanikan diri, kupu-kupu itu terbang dari satu pohon ke pohon yang lain."
Bȃca puisi è bȃbȃ rèya!,Baca puisi di bawah ini!
alas rajâ,hutan rimba
"Arojhâghâ pao, Bhu.","Mau buat rujak mangga, Bu?"
"Mon lagguna sobung, kaula dina ta' asakola'a.","Kalau nanti tidak ada, saya sudah tidak akan sekolah."
ghâ' bintang ghâgghâr bulân,menjolok bintang malah bulan yang jatuh
Sabbhân arè bengko bân sakolèlèngnga kodhuna è ?,Setiap hari rumah dan sekelilingnya harusnya di?
Aotang ka budhu'an,Berutang pada rentenir.
Tang alè' amangkat.,Adikku berangkat.
Songotta kandhel sènga' bâjing Rabâsàn.,Kumisnya tebal seperti preman Rabasan.
Nyerrat Carakan Madhurâ Kalabân Aghuna’aghi Pangangghuy,Menulis Carakan Madura dengan Menggunakan Pangangghuy
È sakola’an na’-kana’ ajhâr,Di sekolahan anak-anak belajar
Biyȃsana amaèn lar-kolarjhȃng bilȃ apa?,Biasanya bermain ular-ularan pada waktu apa?
Engko' satèya molaè bisa abhâjâng bi' ngajhi neng Masjid polè.,Aku sekarang mulai bisa salat dan mengaji di Masjid lagi.
ḍâunna bhâko,daunnya tembakau
Kèn satèya ambu polana dhaddhi Kalèbun.,Tapi sekarang sudah berhenti karena jadi Kepala Desa.
Epajaga pas e enome aeng,Dibangunkan lalu diberi minum air.
adhunanna cè' annyongnga,adonannya sangat cair
Cebbi ta'èkendâ'è bi' sakabbhinna rèng lakè.,Cebbi tidak dikehendaki oleh semua lelaki.
ana' ko'ong,anak yatim
Nya Muna nyabâ' pèssè ka amal Masjid satos èbu.,Nya Muna menaruh uang ke amal Masjid seratus ribu.
"Bila pon ngandhung, Mak, ta' sakone buto obang","Bila sudah mengandung, Mak, tidak sedikit butuh uang."
Nyepper ḍȃ’ masjiḍ Jami’ Songenep abhȃjȃng dhuhur.,Singgah di Masjid Jami’ Sumenep untuk salat dzuhur.
arjhâng ongghu,sungguh kehausan
alquran èngghi panèka kètab sè salerressâ andhâddhiaghi pandhuman mongghu ḍâ' sadhâjâna ommat èslam,al-quran adalah kitab yang harus dijadikan pedoman oleh seluruh ummat islam
ma' bisa,kok bisa
"Èngghi panèka teks pidato sè èjhârbâ’âghi è ḍâlem sèttong kadhâddhiyân otabâ 
sèttong lalampa’an kalabân èbâtessè bâkto.",Yaitu teks pidato yang dijelaskan di dalam satu kejadian atau satu kegiatan dengan dibatasi waktu.
cè' asigghâ,sangat asyik
Sanape argana?,Berapa harganya?
nemmo pèssè è tengnga jhâlân,menemukan uang di tengah jalan
semmur dhâghing,semur daging
Tèngka lakona kèbân panèka ècarèta’aghi akadhiyâ manossa.,Tingkah laku hewan tersebut diceritakan seperti manusia.
maburu parabân,melarikan anak gadis
"Salaèn bȃnjir sampè’ ka ampèr, bȃnjirrȃ ḍȃpa’ ḍȃ’ emma polè?","Selain banjir sampai ruang tamu, banjir juga sampai ke mana lagi?"
Tapè bhârâng laènna polè sè ghâtel.,Tapi barang lainnya lagi yang gatal.
Suroso mangkat nompa' sapèda motor anyarra.,Suroso berangkat menaiki sepeda motor barunya.
dhujân ajhâlânan,suka bepergian
Garowa' Masgina pon raja ban daddi paraban#,Baru saja Masgina sudah besar dan menjadi perawan.
Engko' ngoca'kèya ka tang kanca.,Aku berkata juga pada temanku.
Arapa sabâbbhâ Brudin cè’ terrona ngobu ajâm?,Apa sebabnya Brudin sangat ingin memelihara ayam?
Ngoca' dâyyâ malolo.,Mengatakan itu terus.
Callon Kalèbun binè' bâdâ duwa.,Calon Kepala Desa perempuan ada dua.
Barang ganeko ce' bauna.,Barang itu sangat bau.
ajâm pangorbhi,induk ayam
Alasan èntara ka bhâkalla.,Alasan pergi ke tunangannya.
Manabi pangangghuy sowara cèthak panèka èsabâ’ è attassa aksara ghâjâng.,jika Pangangghuy sowara cèthak diletakkan di atas aksara dasar.
Adân asar amonyè.,Azan asar berbunyi.
"Parèbhâsan neng karangan bisa maseḍḍhâ’ èssèna karangan nambâi pangataowan mongghu ka sè maca karangan bhuru, conto","Peribahasa di dalam karangan bisa memadatkan isinya karangan menambah pengetahuan bagi yang membaca karangan baru, contoh"
Engko' ta'mèkkèranna jiyá.,"""Saya tidak memikirkan itu."""
Apa paccowan mon bȃḍȃ neng kebun,Apa pantangan kalau ada di kebun
Tadâta' ètemmo kèya.,Sama sekali tidak ditemukan juga.
Tanang gunna dhuwa'an.,Tangannya hanya dua.
Bolana lajângan sè èyangghuy Reza pajhât bola addhuwân ḍâri sennar sè aghânḍhu’ gellasân.,Benangnya layangan yang dipakai Reza memang benang aduan dari senar yang mengandung gelasan.
sè ella èsebbhut èattas,yang telah tersebut diatas
ahlul kètab,ahli kitab
sello' èghrighi'na anap-krennap,cincin dijarinya berkilauan
Atun buru ajaja juko' dha'kadha'na,Atun baru menjajakan ikan seadanya.
"Why, artèna aponapa ma’ bisa kadhâddhiyân.","Why, artinya kenapa bisa terjadi."
Gi' ngoras ka pello neka.,Masih menguras keringat ini.
"Maryam kellas ḍuwâ’, Sulima kellas sèttong","Maryam kelas dua, Sulima kelas satu."
masaghi empa',persegi empat
kantor parbâkkèlan,kantor perwakilan
tana sabbhrâng,tanah seberang
"Salaen dhari jareya, bibirra mera dalima padhana jerruk salone","Selain dari itu, bibirnya merah delima seperti jeruk siam."
Ma manabi èparèngè bhisat amonyè,"ma jika diberi bhisat, bunyinya"
Apa ontongnga kèbȃn sè bȃḍȃ neng kebun binatang?,Apa untungnya hewan yang ada di kebun binatang?
"Ḍâri jârèya orâng lajhu mantha macemma pidato, akantha pidatona kapala sakola neng upacara Sennènan, 17-san, sè tojjhuwânna aberri’ samangat kangghuy ngajhâr ḍâ para ghuru, bân samangat ḍâ’ para morèd kaangghuy ajâr.","Dari situ orang lalu memilah macamnya pidato, seperti pidatonya kepala sekolah di upacara Seninan, 17-san, yang tujuannya memberi semangat untuk mengajar kepada para guru, dan semangat kepada para murid untuk belajar."
tellor accèn,telur asin
bri' kèya,beri juga
Labângnga èkonci dâri dâlem bi' Jarot.,Pintunya dikunci dari dalam oleh Jarot.
ngowan embi',mengembalakan kambing
Ca’-oca’ sè èpaghâlimpo’ panèka bâḍâ sè abujut oca’ asal sareng bâḍâ jhughân sè abujut oca’ obâ’ân.,Kata-kata yang dikumpulkan itu ada yang berwujud kata dasar dan ada juga yang berwujud kata turunan.
jhubâ’ beccè’  kajhubâ’ân bân kabeccè’an padâ èlakonè,Buruk baik keburukan dan kebaikan sama-sama dilakukan.
Maca sakabbiyanna can-bacan paberri'na settong keyae raja.,Membaca semua bacaan-bacaan pemberian satu kyai besar.
Konsonan sè palèng bânnya’ sè paḍâ ḍâlem bhâris sè kapèng pètto’ èngghi panèka ,Konsonan paling banyak yang sama dalam baris ketujuh adalah
ètembhung angèn,terhempas angin
kana' lempo rowa mon ngakan aonjhemman,anak gemuk itu kalau makan sangat banyak
ta' pa labâng,tidak berpintu
dhâghingnga kerras ta' ghâmpang èkèkkè',dagingnya liat sulit untuk digigit
Pangèran Lor ta’ kowat manabi ngoladhi ra’yat Songennep èlorok naghârâ laèn.,Pangeran Lor tidak kuat kalau melihat rakyat Sumenep diserang negara lain
Bâḍâ saponapa bigghi’ ajâm lancoran sareng tè’-pètè’na Dulla?,Ada berapa ekor ayam remaja dan anak ayamnya Dulla?
"Manabi sampèyan kasokan nyerrat cita-citana sampèyan, kèngèng serrat ngangghuy Carakan Madhurâ.","Jika Anda ingin menuliskan cita-cita Anda, bisa ditulis menggunakan Carakan Madura"
"Gunna dhungtedhungan, tang-gentangan.",Hanya tidur-tiduran.
Gher-ogher bhuru sabellunna apidatowa kodhu èsoson.,Kerangka baru sebelum akan berpidato harus disusun.
Paraona Santos bâdâ neng tengnga tasè' èyangghuy anyeddot mènnya' sè bâdâ è bâbâ.,"Perahu Santos ada di tengah laut, dipakai untuk menyedot minyak yang ada di bawah."
Nantowaghi tèma bȃn bhul-ombhul,Menentukan tema dan judul
roko' kolè'na jhâghung,rokok yang dibungkus dengan kulit jagung yang tipis
aèng songhâng,air mengalir balik
Pasèra sè ngangghit tembhȃng Artatè?,Siapa yang mengarang tembang Artatè?
Adhatengan se abajangagiya,Berdatangan yang akan menyalatkan.
ghung tèma,penurut
cabbhi lètè' makko kènè' peḍḍhis ongghu,cabai rawit meski kecil sangat pedas
Ma’ ollè bâ’na ceppet kalowar,Supaya kamu cepat keluar
bhinareng angènna pas ceḍḍhu,bersamaan dengan itu anginnya telah reda
Sala sèttong cèrèna teks narasi èngghi ka’ḍinto bâḍâna sèttong tèngka otabâ,Salah satu cirinya teks narasi yaitu adanya satu tingkah atau
Kadhâddhiyâ panèka namong coma angghidhânna orèng.,Kejadian itu hanya karangan seseorang.
"Opama pa pas dhâddhi pè, nga dhâddhi ngè sareng saterrossa.","Contohnya, pa menjadi pè, nga menjadi ngè, dan seterusnya"
Jhâghâ Bhumè Jhâghâ,Bangun Bumi Bangun
pèssè sombhângan èpakatot,uang sumbangan di bawa
Rèng binè'en tadâ' bânnya'en apa.,Para istri tidak banyak yang menolak.
"Suroso ta' bisa ta' aberri',polana Embu'en maksa terros soro ngateraghi pèssè.","Suroso tidak bisa tidak memberi, karena Neneknya memaksa terus suruh mengantarkan uang."
Pas ano apa ka tengnga tase' mon ta' mega' juko,Lalu mau apa ke tengah laut kalau tidak menangkap ikan.
tokang rotè,tukang roti
"Pon bikan na, Le', bula pas emo","Sudah entahlah, Dik, aku pas enggan."
coma nasèhat ḍȃ’ ka orèng dhibȃsa,cuma nasehat kepada orang dewasa
Tao sakaleyan gaggar ka tandhu'na sape.,Tahu-tahu jatuh ke tanduk sapi.
Sebbhuttaghi sè tamaso’ oca’ saroja neng okara a kantos d è attas!,Sebutkan yang termasuk kata saroja di dalam kalimat a sampai d di atas!
Ma'lè ta' nombu polè can.,Agar tidak tumbuh lagi.
Kabânnya'an neng kampong Bangkong jiyâ bânnya' rèng sè alakè binè.,Kebanyakan di kampung Bangkong itu banyak orang yang bersuami istri.
Monyena motor wang-kowangan.,Suara motor meraung-raung.
orèng ḍâteng ḍâri ajjhiân,orang baru datang berhaji
"Enggi, Nye.","Iya, Nyi."
sepolo èbu,sepuluh ribu
Kandhangnga e budhina bengkona se biyasana Satrawi makane ajam saban gi' laggu,Kandangnya di belakang rumahnya yang biasanya Satrawi memberi makan ayam setiap pagi.
Oca’ sarojȃ tamaso’ oca’ camporan.,Kata seroja termasuk kata campuran.
Gi ca' epon ajunan pon,Iya kata Anda saja sudah.
kennèng èlakonè,dapat dikerjakan
Arapa ma’ ango’an potè tolang ètembhȃng potè mata?,Kenapa kok lebih baik putih tulang dibanding putih mata?
Tèks laporan observasi èssèna nyata otabȃ ongghuwȃn bȃḍȃ ta’ ḍȃ-mabȃḍȃ.,Teks laporan observasi isinya nyata atau benar-benar ada.
"Mon lalake', maske asurban, pinter ngejung, sanajjan ngejung ta' kalaban najagana.","Kalau laki-laki, meskipun bersurban, pintar mengidung, meskipun mengidung tidak dengan sungguh-sungguh."
Pojur songay ta' asat keya.,Untung sungai tidak kering juga.
bâḍâ neng kanna',ada di sini
Kètèran èkaparlo apana?,burung perkutut diperlukan apanya?
Ma' bânnya' orèng sanèka.,"""Kok banyak orang."
ngancèng lomarè',mengunci lemari
Sampè' romana èssè râng-bhârâng sè ranglarang.,Sampai rumahnya berisi barang-barang yang mahal.
Coma sèttong sè ètanya'aghinna engko' ka kakè.,Cuma satu yang aku tanyakan padamu.
ta' dhâlâ sè mangkaddhâ,tidak akan pernah berangkat
tèkos segghut ngarosak tamennan paḍi,tikus sering merusak tanaman padi
"Engko'akong-langkong ka rèng tnè, pas langsong mangkat ka sakola'an.","Aku permisi pada petani, lalu langsung berangkat ke sekolahan."
Romo rèya abit sè bâdâ neng kampong Mor Bange.,Romo ini lama berada di kampung Mor Bange.
buri'na sèpèt,pantatnya tepos
Hikam paggun metongga,Hikam tetap termangu.
tèkos buko,jenis tikus bertubuh kecil
cè' paè'na,sangat pahit
olorraghi tanangnga,ulurkan tanganmu
Juko'na pon ta' betta e songay.,Ikannya juga tidak betah di sungai.
"Salaèn jiyâ, okoran bhâdhânna cè' mapanna.","Selain itu, ukuran badannya sangat pas."
Aba'na agalubuk dhari sakeng terrona dhapa'a ka kennengngan ganeko.,Dia mengepakkan sayap karena saking inginnya sampai ke tempat itu.
bhâbâng tèmor,bawang timur
aèng saghârâ kala bânnya’na,air laut kalah banyaknya
Bȃrȃmma kodhuna mon maso’a ka sakobhengnga Canḍhi Borobudur jȃrèya?,bagaimana seharusnya jika ingin memasuki ke dalam candi borobudur itu?
Kèn ètahan bi'Tuni.,Tapi ditahan oleh Tuni.
Madhurȃ kalonta sareng jhȃjhuluk polo bujȃ.,Madura terkenal dengan julukan pulau garam.
"Ѐngghi, bâḍâ ponapa?","Iya, ada apa?"
"Enga' neko bai, dhaggi malem bula, dika, dan Brudin maddha entar nyabis ka Pa' Tenggi","seperti ini saja, nanti malam saya, kamu, dan Brudin bersama-sama pergi menghadap ke Pak Kepala Desa."
bâ'na ana'na sapa,kamu anaknya siapa
"Suroso amandheng mowana dhibi', engkeo' celleng keya tayya, kèn abak manès ko'.","Suroso memandang mukanya sendiri, aku hitam juga ini, tapi agak manis."
Tang Eppa' ghun aghellâ'ân.,Bapakku hanya tertawa.
"Bȃḍȃ pole bhȃng-kembhȃngan, akantha; malathè, mabȃr, kamboja.","ada juga bunga-bunga, seperti; melati, mabȃr, kamboja."
"Kaula oneng,sampeyan neka oreng penting'e kampongnga sampeyan, esanggu kaula ta' ngarte pasera sampeyan, lalake' se tebbel","Saya tahu, kamu ini orang penting di kampungmu, seolah saya tidak mengerti siapa kamu, laki-laki yang tebal."
Kadhang bula padhana se ta' parcaja anape ma' pas dika se terros pasda neng e adha'an,Kadang aku seperti tidak percaya kenapa harus kamu yang terus pasti berada di hadapan.
