Madura,Indonesia
ahèrra landâur ècekkadhi,akhirnya landâur dipegangi
bhettakghânna romo dhâddhi ngalkalla dârâna rèng sènoro',bentakan romo membuat orang-orang yang ikut mulai naik darahnya
egiba mole ka bengkona,dibawa pulang ke rumahnya
padhana badha se epandeng,seakan-akan ada yang dipandang
orèng sè pegghel rowa nyam-ngaranyam ta' karowan,orang yang marah itu mengomel-ngomel tidak karuan
cocco' gunna bisa atanya maske petanyana tabentor dha' tomang-tomang se rabak apoyya tabentor dha' sogun-sogun se pon ngalkal mennya' guringnga,paruh hanya bisa bertanya meskipun pertanyaannya membentur ke tungku-tungku besar apinya terbentur ke sutil-sutil yang sudah berkerak minyak gorengnya
jhâ' rèng sè ngoca' rèya kèyaè,katanya orang yang mengatakan ini kiai
cè' pengkona,sangat bandel
gunna nyekka'e sakone',hanya menggigit sedikit
alessa andhaun memba daddi bintang robana matodhus pornama se ngombara maske tadha' ondhem ngaddhengnge,alisnya berdaun beringin jadi bintang wajahnya membuat malu purnama yang mau muncul meskipun tidak ada mendung ngehalangi
mad ja'i paggun ngaleng e gadhiya malle aba'na tennangmad ja'i ngello'e roko' cap tamparra,mad ja'i masih bersembunyi di sana supaya dia tenang mad ja'i membakar rokok cap talinya
arè dâteng nyapa dâri tèmor,hari datang menyapa dari timur
oca’ tata nata krama kona sowarana pada,kata tata nata krama kona suaranya sama
bânnya’na tompang tènḍi bâḍâ ,banyaknya tompang tènḍi ada
duu la torot rapala,duh sudah diikuti ramalannya
ponapa panjhennengngan sè èntar ka masèghit,apakah anda yang pergi ke masjid
ngakan rojhâk cè' peḍḍhessâ polana cabbhina bânnya' ghâllu,makan rujak sangat pedas karena terlalu banyak lomboknya
nyongngo' kabhârrâ sabinè'en,mengintip kabarnya istrinya
na' kana' kènè' rowa cè' dhujânna ngakan sagon,anak-anak kecil itu sangat doyan makan sagon
keng tako' se kalowara,tapi takut untuk keluar
carèta’aghi bȃḍȃ apa’an è dhisana embana bȃ’na,ceritakan ada apa saja di desa nenekmu
dhâddhi bhândhâr,menjadi bandar
karo masjid sèta' èyobbhâr,hanya masjid yang tidak dibakar
nemmona ghun sarghâjhi,menemunya hanya gergaji
mèjhil bâḍâ 6 paddhâ,mèjhil ada 6 paddhâ
makè tadâ' rèng ngajhi engko' pagghun entaran ka masjid,meskipun tidak ada orang mengaji aku tetap pergi ke masjid
èlombhȃr artèna apa,dilepas artinya apa
dhika ta' lèbur aèng,kamu tidak suka air
ja' se-nga sabbrangnga ekenneng kakan,awas jangan sampai seberangnya dimakan
malessowan pera' ,terlalu lemas saja
aponapa bhu,kenapa bu
maya senneng ce' sennengnga,maya senang sesenang-senangnya
mâkta swara rareppèn sè aghur tor marem pèrengnganna,mempersembahkan suara nyanyian yang bagus dan syahdu untuk didengar
labâng rampèt,satu pintu berlapis dua daun pintu depan dan belakang
temmo anyerrang langsong ka pabbrè' mènnya',tiba-tiba menyerang langsung ke pabrik minyak
satèya dhâmar bânnya',sekarang lampu banyak
ènga' rowa,seperti itu
bâlâjâr nèko mèra',belajar itu merah
monḍhuddhâ lanḍu',mau pinjam cangkul
 abhȃjȃnga kèta’ kèdhul,berbahagia ke kanan dan ke kiri
pangèran lor ta’ kowat manabi ngoladhi ra’yat songennep èlorok ,pangeran lor tidak kuat kalau rakyat sumenep diserang
kembhȃng apa’an sè biyasana ètamen neng eppot,bunga apa saja yang biasanya ditanam di pot
cocco'na paggun maebir kalembangngase bila ekael ngakarotho' e colo' kalaban gigi-gigi se soga'#,paruhnya tetap membolak-balik pahanya yang kalau dimakan berkeresek di mulut dengan gigi-gigi yang kaya
soko pètok,bentuk kaki yang bengkok
pèssè paju,uang yang masih berlaku
gik buruh,baru saja
oca’ lalabânna bhunga èngghi panèka ,kata lawannya gembira yaitu
pagghun ollè pèssè tekka' tello polo èbu,tetap dapat uang sampai tiga puluh ribu
tore mandar gi' epagampanga manggi risgi maske ta' ka tase' pole,mari semoga masih dimudahkan menemukan rezeki meskipun tidak ke laut lagi
arè satèya la molaè ambu nèmor,hari sekarang sudah mulai berhenti musim timur
ola' gunna ata' -letta'  kadhang aca'-lonca',ulat hanya melata kadang melompat
ghuru sè dhujân tak-sentaghân ta' èkasennengngè bi' rèd-morèddhâ,guru yang suka membentak-bentak tidak disenangi oleh murid-muridnya
sapanèka jhugân bâdâ vokal aksara oḍi’ alos sareng vokal aksara oḍi’ tajem,demikian juga ada vokal huruf hidup halus dan vokal huruf hidup tajam
kancana amersè'enna mowana dâri jhrâbâ' bâtona,temannya membersihkan mukanya dari jerawat batunya
bila cara reya gunna ekarebba ka koceng,kalau begini hanya diberikan ke kucing
bingong dha' emma nyareya ola' lortok pole karana pon bannya' dhaunan palembang se ta' abuwa ola'lortok,bingung di mana mencari ulat lontok lagi karena sudah banyak daun nangka yang tidak berbuah ulat lontok
sè ngobâ bujuddhâ dewi arimbi dhâddhi raddhin èngghi panèka ,yang mengubah wujudnya dewi arimbi jadi cantik yaitu
satarètan jhâ' kangsè atokaran marghâna bârisân,sesaudara jangan sampai bertengkar masalah warisan
sapa tao ollè kerrèng,siapa tahu dapat kering
mon rèya bânnè tang anḍi,kalau ini bukan kepunyaanku
ka ḍimma,ke mana
kalamon abhillâi bhângsa tor naghârâ,kalau membela bangsa dan negara
mon ojhȃn ros-terrosȃn biyasana è songay bȃḍȃ apa,jika hujan terus-menerus biasanya di sungai ada apa
rèng sè buru dhâteng bân-sèbân,orang yang baru datang mereka
romana rajâ bân loas,rumahnya besar dan luas
nyo'on lèla,meminta ijin
dhujân la'-ngala',suka mencuri
ta’ ghellem neng-enneng ta’ ghellem jhâtmèka,tidak mau diam tidak bisa tenang
kadhiponapa bujuddhâ bârnana bâḍâ ponapana sareng ḍhâ-tanḍhâ laènna kantos orèng sè maos panèka dhi-kadhiyâ ngoladhi dhibi’ bhârângnga,bagaimana wujudnya warnanya ada apanya dan ciri-ciri lainnya hingga orang yang membacanya seolah-olah melihat sendiri benda tersebut
kabânnya’an pa-ponapa sè korang saè ghâpanèka èbhânḍhingngaghi otabâ èbhârâttaghi ḍâ’ sèpat kèbân sareng bu-tombuwân otabâ laènna sè nyaropaè,kebanyakan apa-apa yang kurang baik itu dibandingkan atau diibaratkan kepada sifat hewan dan tumbuh-tumbuhan atau lainnya yang menyerupai
atun ce pasdana ja' tolesan jareya tolesanna lakena,atun sangat yakin bahwa tulisan itu tulisan suaminya
buh cap kelmo' baddiyanna,duh cap 'kelmo' bungkusnya
sakèng trèsnana tokoh bolodèwo panèka èbhâḍhiyaghi topong sè èbârnai potè tor maso’ ḍâ’ ghâlimpo’na bhâlâ panḍhâbâ,saking cintanya tokoh bolodewo itu dibuatkan topeng yang diwarnai putih dan masuk ke kelompoknya bala pandawa
kalambhina dhuli jhemmor sopajâ kerrèng mompong ghi' ta' onḍem,bajunya segera dijemur supaya kering mumpung tidak mendung
manabi alaghuwâghi laghu èn-maènan pa’-opa’ ѐling carana sè alaghuwâghi otabâ sè amaèn panèka,jika menyanyikan lagu permainan pa'opa' eling caranya menyanyikan atau yang bermain itu
è sèttong bȃkto aji saka makon kabulȃna sè èkabhȃreng neng parjhȃlȃnan kaangghuy mènta kerrès sè èjȃgȃ kabulȃ sè bȃḍȃ è karaton,suatu waktu aji saka menyuruh abdinya yang menyertainya untuk mengambil keris yang dijaga abdi di kerajaan
mon kalowar ḍâri kamar dhâmarra patè’è na’,kalau keluar dari kamar matikan lampunya nak
engko' angangghuy jakèt celleng sè dâlemma aèssè amplok,aku memakai jaket hitam yang dalamnya berisi amplop
ana'en mai ta'temmo dâ'râmmana temmo ngoca' dâyyâ ka emma'en,anaknya mai entah bagaimana tiba-tiba berkata begitu pada ibunya
biyâsana bhuta ka’ḍinto kantos tèbhâs,biasanya raksasa itu sampai tewas
bulu kolè',bulu kulit
mayyitdhâ landâur ètatèng,mayatnya landâur diurus
tang kanca nangès neng èadâ'en engko' dhibi',temanku menangis di hadapanku sendiri
saellana malèng sè kalèma ondhur sè anḍi’ roma lajhu ngota ḍârâ,setelahnya maling yang kelima mundur yang punya rumah lalu muntah darah
kaulâ ampon adhuwâ' dhinèng bâ'na èka'dhi' eppa',saya sudah bilang kalau kamu di sini ayah
mon na'-kana' ya ja' rengan kampe'na se erama' ya ekampe' atharatpojur banne mano'na se ekampe' ,kalau anak-anak ya katanya capitnya yang diraup ya dicapit bertebaran untung bukan burungnya yang dicapit
aè’ marongo’ bân seddhi,aè’ cemberut dan sedih
ta’ berrâ’ salajâ artèna berta kodhu adhil ta’ maberrâ’ ḍâ’ sala sèttong kantos kèngèng èkaparcajâ orèng,tidak berat sebelah artinya berita harus adil tidak memberatkan pada salah satu sampai boleh dipercaya orang
ghângan tarna',sayur bayam
nyo'on pamèdhàn,mohon pamit
salaèn bȃnjir sampè’ ka ampèr bȃnjirrȃ ḍȃpa’ ḍȃ’ emma polè,selain banjir sampai ruang tamu banjir juga sampai ke mana lagi
saomor èḍup,seumur hidup
polana pessè dâteng terros,karena uang datang terus
ѐngghi bhu,iya bu
dhari gadhiya salaen olle ongkos aba'na olle juko'keya sanajjan ko'-juko' se ta' pate ebikes mon reng-oreng,dari sana selain dapat ongkos dia dapat ikan juga meskipun ikan-ikan yang tidak terlalu dipilih oleh orang-orang
sakè' bu-rabuân,sakit pada perut bagian bawah
è dhisa jhâlânna sak-rosak,di desa banyak jalan yang rusak
bulân sèptèmber,bulan september
buh dhi' bula roko' gunna mapae'an ka eber,duh saya rokok hanya membuat pahit saja
para kanca ḍâri kellas tello’ kantos kellas ennem sè kaulâ hormadhi namong sa’amponna rèng madhurâ nganot ghâma islam manabi bâḍâ ghrâ’ân ta’ mokol ronjhângan polè ,para kawan dari kelas tiga sampai kelas enam yang saya hormati hanya sesudahnya orang madura menganut agama islam apabila ada gerhana tidak memukul ronjhângan lagi
rèng binè'en tadâ' bânnya'en apa,para istri tidak banyak yang menolak
èntar ka tambhâ' odâng,pergi ke tambak udang
areya se kasebbut cong nangka se nyama aslina hakim,ini yang disebut cong nangka yang nama aslinya hakim
ahèrra labâng sè ètotop èpaksa bukka' bi' naden,akhirnya pintu yang ditutup dipaksa dibuka oleh naden
dha-sardha areya nyamana settong pakakassa oreng ngobbar,sodokan ini namanya satu perkakasnya orang membakar
kaulâ ampon monḍhut,saya sudah mengambil
abhâng tarèsna,merah cinta
ngello'e roko'cap tamparma'abi'salonjur,menghidupi rokok cap tampar menghabisi sebungkus
angghuy bhâi saparlona,gunakan saja seperlunya
lèngè-longo panèka bâḍâ jhughân sè nyambhât talèng talong,lèngè-longo itu ada juga yang disebut talèng talong
ѐyatorè nyarè ca’ oca’ sè kèngèng panotèng bânnya’na lèma mègghi’ ,silakan cari kata-kata yang mendapat akhiran sebanyak lima buah
èajât sè mokol,dikeraskan memukulnya
jher-bhânjherrâ na'-kana' sè akuliya,sejajar dengan anak-anak yang kuliah
antarana bhumè bân langngè’ bâdâ apa ,antara bumi dan langit ada apa
bânnya' sè ècabissâ,banyak yang akan dikunjungi
ja' ler-meller ban abakte ka reng towa,jangan loyo dan berbakti kepada orang tua
rabet nalarnalar ka bungkana jate se badha e tabunna teggal,merambat ke pohon jati yang ada di pinggir tegal
ghâbây èngghi’ sè rajâ,milik kakek yang besar
barammana reng towa adha' omor ana'na ma' ta' mole,bagaimana orang tua meninggal dunia anaknya kok tidak pulang
bulânna sajân abit sajân ,bulannya semakin lama semakin
ngumbhâ' obu',menjambak rambut
puisi moḍern sè bhul-ombhullâ ềbhu è attas èssèna bhâb ,puisi modern yang berjudul ibu di atas mengandung isi
sakola'enna la tèra' cè' tèra'en,sekolahannya sudah terang seterang-terangnya
jhârân perataan,kereta kuda
radèn wijaya bâ-nyabâ' panapan katana sè bhâkal èlèbâdhi sabellun tentara blândhâ dâteng anyerrang madhurâ,raden wijaya menaruh-naruh sesuatu katanya yang akan dilewati sebelum tentara belanda datang menyerang madura
lo' patè massa',tidak begitu masak
tello taon sè tapongkor,tiga tahun yang lalu
dhina torot sakabbhina mahlok rowa dhujân arosak sèngko’ manossa lakona ghun mogher ka’bhungka’an mowang burombu bânsarombân ca’na bhumè,tidak apa-apa semua makhluk itu suka merusakku perbuatan manusia hanya menebang pepohonan membuang sampah sembarangan kata bumi
gânteng ongghu korsèna,sungguh bagus kursinya
gunna ngalodhu' eber,hanya melaju terbang
alè' sè sakè' ella pèndhânan,adiknya yang sakit sudah agak sembuh
jè' lès-kèlès mara bâ'na lakonana saè-saè sè ngakan,jangan malas-malasan coba kamu kerjakan dengan baik yang makan
buru ka romana maya,lari ke rumahnya maya
tape bidana maske pa' tenggi dhalem kabadha'an songkan para bala tangga ban magarsarena gi' paggun esto,tapi bedanya meskipun pak kepala desa dalam keadaan sakit para kerabat tetangga dan penduduknya masih tetap setia
ngosap aèng mata,mengusap air mata
engko' ta' nyangka kèyaè subayri sèdbâ kènna,saya tidak menyangka kiai subairi meninggal
ḍâun bârâ mèra,daun merah hati
palèng tènggi lèbur,paling tinggi suka
engko' sè satèya ta' bisa diyem,aku yang sekarang tidak bisa diam
arapa’a ma’ ngala’ cobik,kenapa kamu ambil cobek
ѐyatorè nyarè ca’-oca’ sè ta’ kèngèng tambâ’ân bânnya’na lèma mègghi’,silakan cari kata-kata yang tidak mendapat imbuhan sebanyak lima buah
tello’ parkara sè mosthè èlampa’aghi èngghi panèka arembhâk tatèngkan sè bhâḍhi èlampa’aghiyâ ngalampa’aghi lalampan kalabhân jhejjher ta’ rubhuru sareng akor rontong sasarengan somèlèya sareng orèng laèn,tiga perkara yang mesti dilakukan yaitu merundingkan perbuatan yang akan dilakukan menjalankan perbuatan dengan teguh tidak terburu-buru dan rukun selaras bersama orang lain
ngajhȃk alalakon ka sè ngèḍingngaghi,mengajak berbuat ke yang mendengarkan
sènga’ jârèya sèngghâi,ingat itu jauhi
ano waarowa ro dalemma se badha e budhina marsu'ip,anu itu itu loh rumahnya yang ada di belakangnya marsu'ip
tadha'se tao lalake' omor 54 taon jareya etemmo gerra agattong,tidak ada yang tahu lelaki umur 54 tahun itu ditemukan kaku tergantung
aku akan membangun tambak udang lebib banyak lagi,aku akan membangun tambak udang lebib banyak lagi
lo' akaṭo',tidak mengenakan celana pendek
sanajjân sadhâjâna ampon cè’ ghâmpangnga è jhâman samangkèn nangèng sampèyan sadhâjâ jhughân kodhu ngastètè sopajâ ta’ èlanyo’ jhâman,meskipun semuanya sudah sangat gampangnya di zaman sekarang tetapi anda semua juga harus waspada supaya tidak ditipu zaman
barinto keya bila rop-sorop are,begitu juga ketika matahari terbenam
bâ'na sè palèng,kamu yang paling
bhumè bân bulân manjheng è aḍâ’na arè,bumi dan bulan berdiri di hadapan matahari
macemma tembhȃng macapat madhurȃ iyȃ arèya,macamnya tembang macapat madura yaitu
pa' camat,bapak camat
aerroghân sè seppan,mengenakan rok yang sepan
namen bhungkana pao èkaparlo,buah mangga diperlukan untuk
bhâlenggerra ghun ka rèng binè',nakalnya hanya pada orang perempuan
sabâb è ḍâlem drama bâḍâ tokoh sè abu ḍhâbu,karena dalam drama terdapat tokoh yang berbicara
sapa dhika,siapa anda
rowa' ombâ' sasat ghulina jâgir,itu ombak bagaikan gerakan anak sapi
kata' ganeko aked-dal karana badha barang koneng se gaggar dhari attas ,kodok itu menggelengkan kepala karena ada barang kuning yang jatuh dari atas
pegghel polana kembhâr,jengkel karena kembar
mon kalèro paḍâ ngala,kalau keliru sama-sama mengalah
kaangghuy ngakan bu rini asaḍiyȃ nasè’ eḍḍosȃn,untuk makan bu rini membagikan nasi bungkus
dhalemma ra-kera gun pera' sapamanjenganna oreng towa kaangguy jitho kalaban okoran seddheng ta' raja ban ta' kose kene,dalamnya kira-kira hanya setinggi orang tua untuk jitho dengan ukuran sedang tidak besar dan tidak terlalu kecil
taḍâ' prabânna,sudah tidak perawan lagi
ghrighi' empol,jari jempol
enggi mon laju ebi-kabbiyagi,iya kalau langsung dipakai semua
ngèrèng karembhâk sareng ghâlipo’na ka’angghuy ajâwâb pètanya è bâbâ panèka kalabân jâwâbhân sè sorop,mari diskusikan dengan kelompokmu guna untuk menjawab pertanyaan di bawah ini dengan jawaban yang benar
dulla nyander ka cebbung se aesse nase' ban juko'na,dulla bersandar pada baskom yang berisi nasi dan ikannya
bȃḍȃ bȃrempa paddhȃ andhegghȃn tembhȃng è attas,ada berapa bait tembang di atas
buku wèt,buku undang-undang
sadajana mahlok bisa aoba,semua makhluk bisa berubah
ponapa sè kaoladhân,apa yang terlihat
tonjhu' manès,jari manis
sadhu' ur,serangkai
ma' buruwanna dika ngajak apalako are sanonto,kenapa tumben kamu mengajak bekerja di hari ini
èbhâtbhât angèn,dihembus angin
kaulâ palèng sènneng bâb rèya,saya paling suka hal ini
padhana se ekangen-angen pa' tenggi sabellunna ta' ceccer magarsarena acara se emolae mare isa' la pongkas,seperti yang diharapkan pak kepala desa sebelumnya tidak ketinggalan masyarakatnya acara yang dimulai setelah isya telah selesai
mèla sèngko’ ella ètèta bân tang tan-tarètan kabbhi bhâlâ pandhâbâ,maka aku sudah diutus oleh saudara-saudaraku semua bala pandawa
maès jhuko' parè,memepes ikan pari
mesemma ganeko majembar kaodhi'an,senyum itu melegakan kehidupan
lerres panèka ghâḍhuânna abdhina,benar itu kepunyaan saya
pangaterrona ta' kennèng pellang,keinginannya tidak bisa dilerai
ja' li-guli bungkana nyeyor jareya,jangan utak-atik pohonnya kelapa itu
bâḍâ gâthè apa kantos dhibi’na arèya asèbhâ ḍâ’ ka sèngko’,ada urusan apa sampai dirinya ini menghadap kepadaku
è lonalon ratosân orèng paḍâ akompol nèngghu kerrabhân sapè,di alun-alun ratusan orang berkumpul menonton karapan sapi
mogher kaju jhâtè sè ella matè ngangghuy gârghâjhi messin,menebang kayu jati yang sudah mati menggunakan gergaji mesin
jhâ' sakèngnga,seandainya
sutomo ta' loppa amet ka ru-guruna e kampong dhi'-majadhi'na balana ban tatanggana,sutomo tidak lupa pamit ke guru-gurunya di kampung paman-bibinya kerabatnya dan tetangganya
maya maso' èntar ka jeddèng,maya masuk pergi ke kamar mandi
bâ'na arapaa,kamu hendak apa
cè' bâbâna,terlalu kebawah
kabbhi ngolok biibi,semua memanggil bi-ibi
thesngothes ro #,nanti saja
ahèrra kan jhâtè jiyâ èpogher,akhirnya pohon jati itu ditebang
salonna tamba mmajumaya mokka' salon neng man-dimman,salonnya tambah maju maya membuka salon di mana-mana
samolèna dâri sakola,sepulangnya dari sekolah
bȃrȃmma pangartèyanna bȃ’na bhȃb manossa rèya kodhu salang tolong bȃn salang nèser ḍȃ’ sadhȃjȃ mahlok,bagaimana pengertiannya kamu tentang manusia ini harus saling tolong dan saling kasih kepada semua makhluk
bhâb-ghâbhâr kaulâ ka'dinto,perkara milik saya itu
markoya èghi-ghiri neng è lân-jhâlân sè bânnya' orèng apo'-tompo' ajhuwâlân jhuko',markoya digoda-goda di jalan-jalan yang banyak orang bertumpuk-tumpuk berjualan ikan
eppa’ anḍi’ bu-obuwȃn apa,bapak memiliki hewan peliharaan apa
maddha padha anyo'on mandar epatotoga pangaterrona,mari sama-sama memohon semoga dituruti keinginannya
sèngko' rangrang molè ka madhurâ,saya jarang pulang ke madura
jè' nèko' kabbhi,jangan ambil semua
bariya saterrossa asar ban mangrib,begitu seterusnya asar dan magrib
aneko barammana carana kaangguy ngatase masala se marengsa kaodhi'an oreng sakampong dhinto,ini bagaimana caranya untuk mengatasi masalah yang menyusahkan kehidupannya orang sekampung ini 
ta' ngantos saodda sarini sudahnan maso' ka pangkengnga saellana sabellunna entar ngongngang ban makane sapena e kandhang se badha e budhiyanna dhaporra,tidak menunggu sahutannya sarini sudahnun masuk ke kamarnya setelah sebelumnya pergi melihat dan memberi makan sapinya di kandang yang ada di belakang dapurnya
èyatorè rembhâk sakanca’an ḍâlem ghâlimpo’na bâng-sèbâng tata carana abhâḍhi jhâjhân madhurâ,silakan diskusikan bersama teman dalam kelompoknya masing-masing tata caranya membuat jajan madura
è bâbâna bhungkana pao,di bawahnya pangkal pohon mangga
ta' tao jhâ' kan jhâtè jiyâ andi' tanang lanjhâng,tidak tahu bahwa pohon jati itu punya tangan panjang
eppa’ ongghâ hajji ollèna pello sabbhân arè,bapak naik haji hasilnya keringat setiap hari
soro pasabbhâr sapa tao oca'en pa' ustat jiyâbhender,suruh bersabar siapa tahu ucapan pak ustad itu benar
alè’ tajhin ètem,adik bubur hitam
mon bâdâ rèng lès-kèlès,kalau ada orang lambat
biruna aeng ban gunjegga omba' malangngo pakasap e attassa bunte' sampan tambangan parao ban kapal palajar se mowa' barang#,birunya air dan goncangan ombak mengiringi pencari nafkah di atas perahu kecil sampan perahu tambangan perahu dan kapal layar yang memuat barang
jhâ' ghâ-ghâghâân,jangan meraba-raba
tape ta' kenneng kose lelere gallu' tako'na sampe' mangodha apoy se la daddi,tapi tidak boleh terlalu pelan banget takutnya sampai mengecilkan api yang sudah jadi
tatakkrama è ḍâlem aḍhâ kanḍhâ otabâ aḍon janḍon opamana kodhu abhâsa èngghi bhunten manabi abu ḍhâbu sareng orèng sè aseppowan,tata krama dalam berbicara atau berdialogseperti menggunaan bahasa engghi bhunten harus digunakan ketika berbicara kepada orang yang lebih tua
tèl-tèl sèngko’ dha',lapangan saya saja
saronènan kana',serunai anak-anak
barambang iya areya penggirra lobang e attas,bibir sumur itu adalah pinggiran lubang di atas
ghi' lo' marè,belum selesai
jhâ' lè-allè,jangan dipindah-pindah
sarè tabâligghâ ca’ oca’ è bâbâ arèya,cari lawan katanya kata-kata di bawah ini
dhinèng bâgiyân-bâgiyânna bâca’an narasi panèka akadhi tokoh latar sareng kabâḍâ’ân atèna tokoh nalèka carèta panèka ècarèta’aghi,adapun bagian-bagian dari bacaan narasi ini seperti tokoh latar dan keadaan hati tokoh ketika cerita tersebut diceritakan
mala kabbhi paḍȃ bȃjhi’ ,malah semua sama-sama benci
arapa bhumè mè’ lemmes,kenapa bumi lemas
pajhekjhek atèna,mantapkan hatinya
tape polana amporo dhalem lesan,tapi karena bingung dalam mengucapkannya
mèghâ' mano' mèghâ' sèsèt,menangkap burung menangkap capung
mandar ta' angena oreng majang ma' bannya' olle-na,semoga tidak berangin orang melaut supaya banyak dapatnya
bâkto angsoran,waktu angsuran
pokangnga ambaru loros saroju' bi' bettessa se ampodhak nyongsang akanthe' so bangkongnga se ambakor nongngep#,pahanya lurus selaras dengan betisnya yang seperti bunga pandan terbalik serasi dengan pinggulnya yang montok berisi
puisi èngghi panèka sala sèttong karya sastra sè aropa tolèsan aèssè hasèl ngen-angen ḍȃri sè ngangghit,puisi adalah salah satu karya sastra yang berupa tulisan berisikan hasil imajinasi dari pengarang
ngadâaghi kolomanasolawadhân reng-bhâreng bi' orèng sè noro',menghadap ajaran bersholawat bersama dengan orang yang ikut
jhâ' potos,jangan berhenti
nasè’ jhȃghung kowa marongghi jhuko’ pènḍhȃng bȃn cèngè rantè,nasi jagung sayur bening ikan asin dan sambal terasi
bhâdhânna èbhungkos kalambi lengngen lanjhângseddeng bâbâna ngangghuy sampèr sampè' neng bâbâna bettès,badannya dibungkus baju lengan panjang sedangkan bawahnya memakai kain samping sampai di bawah betis
sakèng ḍâri sakè'na dhâghâ arat-iarat,saking karena sangat sakit sampai berteriak-teriak
bula pon kadhung ajanji ka aba' dibi' ja' gan dhimma lebarra alam ban gan dhimma lanjangnga bakto bula paggun nyanggerra' paten se ngamba'a dika,aku sudah terlanjur berjanji pada diri sendiri bahwa sampai mana pun lebarnya alam dan sampai mana pun panjangnya waktu aku tetap menetap paten untuk menanti dirimu
mare ngakan cong,sudah makan nak
disa dhinto neko tamaso' aman,desa sini itu termasuk aman
cè' tanḍessa,sangat cepat
jhuru slamet,juru selamat
bakto garowa oreng-oreng pendha aroko'ta' enggi,waktu itu orang-orang seperti merokok ya
sè kodhu mèyara bhȃsa madhurȃ iyȃ arèya na’-kana’ rèng madhurȃ,yang wajib memelihara bahasa madura adalah anak-anak madura
sala settongnga ekagabay tambana sake' tabu,salah satunya dibuat obatnya sakit perut
pasaran gi' kalag-guwanna,pasaran masih besok
sepolo èbu,sepuluh ribu
bhekakas ḍâpor,peralatan dapur
nyopprè jhârna’ bhidhâèpon artè kèyas sareng artè salerressa ngèrèng oladhi contowèpon ḍâlem okara akadhi è bâbâ panèka,supaya jelas bedanya arti kias dan arti sebenarnya mari perhatikan contohnya dalam kalimat seperti di bawah ini
mara kemma sokona jiyâ mara,ayo mana kakinya itu ayo
tapè tadâ' sè ètarèma'a,tapi tidak ada yang diterimanya
abâu apa',berbau apek
napepole bila erassae,apalagi kalau dirasakan
peranaghân cèna,peranakan cina
dhinèng cara mèyara sakobhengnga èngghi panèka,adapun cara memelihara sekitarnya yaitu
èmot ḍhimèn,teringat masa yang lalu
ngabas mano'ngacethot dhalem korongnga aba'na pon tennang,melihat burung berciap-ciap dalam sangkarnya dia sudah tenang
nyo’on ḍȃ’ sè araksa,memohon kepada sang maha pemelihara
neko' nes-manes sakone' malle ta' pae' naja' tampar ,ini dimanis-maniskan sedikit biar tidak pahit katanya
ajâm patellor,ayam yang dipelihara untuk diambil telurya
nasè'na abâu sangèt polana angos,nasinya berbau sangit karena hangus
mon enggi ta' odhi' sanajjan eparatene,kalau memang tidak hidup meskipun dirawat
engko' sè ngèghiranna polana tang rèng towa dhibi',aku yang menggigil karena orang tuaku sendiri
yâ ta' manglo rapa lanjhâng mon èsemma'è,ya tidak peduli berapa panjang kalau didekati
oca’ panèka ènyamaè ponapa,kata ini dinamai apa
pangghibhâddhâ manabi èkalâ’ghellâ’ kancana èngghi panèka,yang terjadi jika ditertawakan oleh temannya yaitu
roko'na oreng se andhi',rokoknya orang yang punya
bâriyâ kèya bâdâ sè jâwâbhânna sala sèttong oca’ sè mènangka okara bhâk-tebbhâghânna,begitu juga ada yang jawabannya salah satu kata yang sebagai kalimat tebak-tebakannya
parao bi' sampan dheb-adhebbhân bi' paraona santos,perahu dan sampan berhadapan dengan perahu santos
eppa' ampon adhuwâ',ayah sudah bilang
ḍhukon dhuwâ,tukang sihir
kancana suroso ngoca' tanangnga sambi akobâ'ka matana maya,temannya suroso berkata tangannya sambil melambai ke matanya maya
ca’-oca’ sè èpaghâlimpo’ panèka bâḍâ sè abujut oca’ asal sareng bâḍâ jhughân sè abujut oca’ obâ’ân,kata-kata yang dikumpulkan itu ada yang berwujud kata dasar dan ada juga yang berwujud kata turunan
neng 4 bhȃris sè è attas nganḍhȃ’aghi apa,pada 4 baris di atas menceritakan apa
pangèran lor pas makon papatèna sè asmana wangsadumèttra ka’angghuy ,pangeran lor memerintahkan panglimanya bernama wangsadumetra untuk
kalamon kancana teppa’na sakè’ bâ’na kodhu,kalau temanmu kebetulan sakit kamu harus
ngennes ongghu,sungguh pilu
èpon-tèpon rèng ngartè,diucapkan orang pandai
enggi biyasana,iya biasanya
kèdi' malem,nanti malam
ban senga' lobang se pa'-empa' jareya ja' totop sabellunna maras ban barambang,dan ingat lubang yang empat itu jangan tutup sebelumnya rata dengan bibir
iyâ maju ca’na bhumè,ya sudah kata bumi
rèng-orèng sè ḍâteng ḍâri manca naghârâ lèbur ongghu nèngghu kerrabhân sapè madhurâ,orang-orang yang datang dari manca negara sangat tertarik menonton kerapan sapi madura
jârâghânna amerri' tao ka pandhighâna,juragannya memberi tahu pada nelayannya
bi’ aji saka kadhȃddhiyȃn jȃrèya ècathet bȃn èkaènga’ è aropa horop jhȃbȃ ho no co roko dho to so wo lo po do jo yo nyo mo go bo tho ngo,kisah aji saka itu lalu ditulis dan diubah menjadi huruf jawa ho no co roko dho to so wo lo po do jo yo nyo mo go bo tho ngo
ka’ ḍissa’ ampon akompol,sudah kumpul di sana
