no,Madura,indonesia,hal,buku kelas
16007.0,Sè bânnya’ anḍi’ kasaktân,Yang banyak punya kesaktian,39,5
16008.0,Kasaktènna sè tombu ḍâri akkalla.,Kesaktiannya yang tumbuh dari akalnya.,39,5
16009.0," Najjhân briyâ bânnya’ kèya sè la klakon,","Meskipun begitu banyak juga yang sudah kejadian,",39,5
16010.0,"Marghâ akkal jrèya,","Karena akal itu,",39,5
16011.0,Manossa ghâgghâr ka kalèr,Manusia jatuh ke kekeliruan,39,5
16012.0,Dhârâjhâddhâ lebbhi èna ḍâri kèbân.,Derajatnya lebih hina dari hewan.,39,5
16013.0," Segghut kalè manossa nemmo pakèbu,","Sering kali manusia menemukan kesulitan,",39,5
16014.0," Akkal angghuy sala,","Akal dipakai salah,",39,5
16015.0,Nojjhu ḍâ’ jhâlân ta’ beccè’,Menuju ke jalan tak baik,39,5
16016.0,Nombuwaghi sossa karèkongan rajâ.,Menumbuhkan susah kerugian besar.,39,5
16017.0,"Manossa apes nèspa kalabân rèkong,","Manusia sial nista dengan rugi,",39,5
16018.0,"Sè dhâddhi marghâna,","Yang jadi sebabnya,",39,5
16019.0,Jhâlân jhubè’ ta’ riḍâ’in so Pangèran.,Jalan buruk tak diridai oleh Pangeran.,39,5
16020.0,"Èyatorè tembhângaghi/laghuwaghi tembhâng Pucung è attas, ghântèyan sakanca’an!","Silakan tembangkan/lagukan tembang Pucung di atas, gantian bersama teman!",39,5
16021.0,Sè laèn nètènè!,Yang lain mengamati!,39,5
16022.0,"Salastarèna nètènè carana kancana nembhâng, èyatorè ollè’è kadhiponapa hasèlla!","Selesai mengamati caranya teman menembang, silakan nilai bagaimana hasilnya!",39,5
16023.0,Ollè’è kalabân ngèssè’è format penilaian è bâbâ panèka!,Nilailah dengan mengisi format penilaian di bawah ini!,40,5
16024.0,Hasèl ḍâri ngollè’è ghâpanèka atorraghi ḍâ’ Ghuruna!,Hasil dari menilai itu serahkan kepada Gurunya!,40,5
16025.0,Bâng-sèbângnga bâkkèl ḍâri ghâlimpo’ èyatorè nembhâng è ada’na kelas!,Masing-masing wakil dari kelompok silakan menembang di depan kelas!,40,5
16026.0,"Agghuta ghâlimpo’ sè palèng saè panembhânga tor palèng tèngghi ollèna, èyatorè nembhâng polè è aḍâ’na kellas!","Anggota kelompok yang paling baik tembangannya dan paling tinggi nilainya, silakan menembang lagi di depan kelas!",40,5
16027.0,Bâng-sèbângnga ghâlimpo’ nètènè panembhânga bâkkèl ḍâri ghâlimpo’ laènna!,Masing-masing kelompok mengamati tembangannya wakil dari kelompok lainnya!,40,5
16028.0,"Saamponna ghâlimpo’ laèn lastarè nembhâng, ghântèyan ghâlimpo’na dhibi’ sè nembhâng è aḍâ’na kelas.","Setelah kelompok lain selesai menembang, gantian kelompoknya sendiri yang menembang di depan kelas.",40,5
16029.0,Oca’ deskripsi panèka artèna ajhârbâ’aghi/aghâmbhârraghi sèttong bhârâng otabâ kabâḍâ’ân kalabân ca’-oca’ otabâ bhâsa.,Kata deskripsi itu artinya menjabarkan/menggambarkan satu barang atau keadaan dengan kata-kata atau bahasa.,41,5
16030.0,Dhinèng teks deskripsi èngghi panèka ghâncaran sè aghâmbhâraghi sèttong kabâḍâ’ân sè kaoladhân tor èrassa’aghi sareng sè ngangghit kantos para maos kèngèng arassa’aghi pan-saponapan sè èjhârbâ’aghi.,Sedangkan teks deskripsi yaitu gancaran yang menggambarkan satu keadaan yang terlihat dan dirasakan oleh yang mengarang sampai para pembaca boleh merasakan beberapa yang dijabarkan.,41,5
16031.0,Tojjhuwânnèpon teks deskripsi panèka èngghi ka’ḍinto nyopprè para maos akadhi sè arassa’aghi tor alampa’aghi dhibi’.,Tujuannya teks deskripsi itu yaitu supaya para pembaca seperti yang merasakan dan melakukan sendiri.,41,5
16032.0,"Rè-cèrè, è antarana èngghi ka’ḍinto","Ciri-ciri, di antaranya yaitu",41,5
16033.0,"Ghâmbhârân sèttong bhârâng, kabâḍâ’ân, tor kennengngan.","Gambaran satu barang, keadaan, dan tempat.",41,5
16034.0,Ghâmbhârân sè cè’ jhârna’na mabi rarengghânna bhâdhân.,Gambaran yang sangat jelasnya memakai panca indera.,41,5
16035.0,Tojjhuwânnèpon nyopprè para maos kèngèng arassa’aghi tor ngalampa’aghi dhibi’.,Tujuannya supaya para pembaca boleh merasakan dan melakukan sendiri.,41,5
16036.0,"Ajhârbâ’aghi rè-cèrèna bhârâng akadhi bârna, okoran, bujud, sareng salenna.","Menjabarkan ciri-cirinya barang seperti warna, ukuran, wujud, dan lainnya.",41,5
16037.0,Ajhârbâ’aghi kabâḍâ’ân sèttong kadhâddhiyân kalabân jhârna’.,Menjabarkan keadaan satu kejadian dengan jelas.,41,5
16038.0,"Maghut ḍâ’ èssèna, teks deskripsi panèka bâḍâ ḍumacem, èngghi panèka deskripsi ngen-angen sareng deskripsi nyata .","Terkait pada isinya, teks deskripsi itu ada dua macam, yaitu deskripsi angan-angan dan deskripsi nyata .",41,5
16039.0,"Deskripsi ngen-angen, èngghi panèka ghâncaran sè aghâmbhâraghi kennengnganna kadhâddhiyân kantos para maos kèngèng aghâmbhârraghi kabâḍâ’ânna.","Deskripsi angan-angan, yaitu gancaran yang menggambarkan tempatnya kejadian sampai para pembaca boleh menggambarkan keadaannya.",42,5
16040.0,"Deskripsi nyata, èngghi panèka ghâncaran sè aghâmbhâraghi orèng otabâ bhârâng kalabân rè-cèrèna ponapa bâḍâna kantos para maos kèngèng aghâmbhârraghi/ anyata’aghi kabâḍâ’ânna.","Deskripsi nyata, yaitu gancaran yang menggambarkan orang atau barang dengan ciri-cirinya apa adanya sampai para pembaca boleh menggambarkan/ menyatakan keadaannya.",42,5
16041.0,"Teks deskripsi panèka bhidhâ sareng teks laènna akadhi teks eksposisi, teks argumentasi, teks persuasi sareng teks narasi .","Teks deskripsi ini beda dengan teks lainnya seperti teks eksposisi, teks argumentasi, teks persuasi dan teks narasi .",42,5
16042.0,Kadhiponapa bhidhâna?,Bagaimana bedanya?,42,5
16043.0,Teks eksposisi èngghi panèka ghâncaran sè aparèng pamangghi ḍâ’ ka para maos takaè’ sèttong parkara.,Teks eksposisi yaitu gancaran yang memberi pendapat kepada para pembaca terkait satu perkara.,42,5
16044.0,Dhinèng teks argumentasi panèka teks sè aparèng alasan tor bhuktè sè maso’ akkal nyopprè pamangghina kowat tor pastè.,Sedangkan teks argumentasi itu teks yang memberi alasan dan bukti yang masuk akal supaya pendapatnya kuat dan pasti.,42,5
16045.0,"Laèn ḍâri ghâpanèka jhughân bâḍâ teks persuasi, èngghi panèka teks sè ngajhâk ḍâ’ ka orèng sè maos nyopprè noro’ buntè’ ḍâ’ pamangghina orèng sè ngangghit.","Lain dari itu juga ada teks persuasi, yaitu teks yang mengajak kepada orang yang membaca supaya ikut-ikutan pada pendapatnya orang yang mengarang.",42,5
16046.0,Teks persuasi panèka kèngèng ngobâ pangghâliyânnèpon sè maos dâri sè ta' poron pas dhâdhi poron.,Teks persuasi ini boleh mengubah pemikirannya yang membaca dari yang tidak mau lalu jadi mau.,42,5
16047.0,Dhinèng teks narasi ka'ḍinto teks sè nganḍhâ'aghi otabâ nyarèta'aghi sèttong kabâdâ'ân dâ' para maos.,Sedangkan teks narasi itu teks yang memberitahukan atau menceritakan satu keadaan kepada para pembaca.,42,5
16048.0,Biyâsana bâdâ ongrodhâna bâkto.,Biasanya ada urutan waktunya.,42,5
16049.0,Èyatorè jâwâb pètanya-pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres! ,Silakan jawab pertanyaan-pertanyaan di bawah itu dengan pilihan yang paling benar!,43,5
16050.0,"Soal kapèng 1-6, maghut ḍ â’ teks è bâbâ panèka."," Soal nomor 1-6, terkait pada teks di bawah ini.",43,5
16051.0,"Mèlana, ngèrèng maos patètè!","Makanya, mari membaca dengan teliti!",43,5
16052.0,Jhâman samangkèn bânnya’ ekosistem è sakobhengnga Madhurâ ampon rosak.,Zaman sekarang banyak ekosistem di sekelilingnya Madura sudah rusak.,43,5
16053.0,Hal ka’ḍinto tantona makobâtèr ḍâ’ bhâdhân kaulâ sadhâjâ.,Hal itu tentunya mengkhawatirkan kepada kita semua.,43,5
16054.0,Sabâb ekosistem panèka kennengnganna sadhâjâna makhlok.,Sebab ekosistem itu tempatnya semua makhluk.,43,5
16055.0,"Bengkona manossa, bân-kèbân sareng tatombuwân kaangghuy oḍi’ sè takaè’ sèttong sareng laènna.","Rumahnya manusia, hewan-hewan dan tetumbuhan untuk hidup yang terkait satu dengan lainnya.",43,5
16056.0,"Ompamana, no’-mano’ bhuto ka’-bhungka’an kaangghuy nyarè buwâ sè èkakana tor èpadhâddhi lèbunna.","Umpamanya, burung-burung butuh pepohonan untuk mencari buah yang dimakannya dan dijadikan sarangnya.",43,5
16057.0,Dhinèng ka’-bhungka’an jhughân bhuto bhâbhâthangnga mano’ ghâpanèka kaangghuy jhughân èkakan ramo’na.,Sedangkan pepohonan juga butuh bangkainya burung itu untuk juga dimakan akarnya.,43,5
16058.0,Nangèng samangkèn ampon bânnya’ ka’-bhungka’an sè èpogher kaangghuy pambangonan.,Tetapi sekarang sudah banyak pepohonan yang ditebang untuk pembangunan.,43,5
16059.0,Rèng-orèng bânnya’ maddhek compo’ kaangghuy engghun.,Orang-orang banyak mendirikan rumah untuk tempat tinggal.,43,5
16060.0,"Dhinèng compo’ sajân bânnya’ kantos dhâddhi kampong, rèng-orèng bânnya’ mowang bu-rombu bân-sarombân.","Sedangkan rumah semakin banyak sampai jadi kampung, orang-orang banyak membuang sampah sembarangan.",43,5
16061.0,Bu-rombu akadhi plastik bân laèn samacemma èbuwâng ka lèkè otabâ songay.,Sampah-sampah seperti plastik dan lain semacamnya dibuang ke selokan atau sungai.,43,5
16062.0,"Lèkè tor songay ghellâ’ sompet, aèng ta’ aghili.","Selokan dan sungai tadi sempit, air tidak mengalir.",43,5
16063.0,"Aèng sè ta’ aghili panèka pas dhâddhi bânger, kantos ko’-jhuko’ bânnya’ sè matè.","Air yang tidak mengalir itu lalu jadi bau, sampai ikan-ikan banyak yang mati.",43,5
16064.0,Nalèka nambhârâ’ aèng ngalowa kantos dhâddhi bâ’â.,Ketika musim hujan air meluap sampai jadi banjir.,43,5
16065.0,Sè makobatèr ḍâ’ bhâdhân kaulâ sadhâjâ è jhâman samangkèn èngghi panèka ,Yang mengkhawatirkan kepada kita semua di zaman sekarang yaitu,43,5
16066.0,bân-kèbân sareng tatombuwân,hewan-hewan dan tetumbuhan,43,5
16067.0,ka’-bhungka’an ngakan mano’,pepohonan makan burung,43,5
16068.0,mano’ ngakan ka’-bhungka’an,burung makan pepohonan,43,5
16069.0,Ekosistem èngghi panèka ,Ekosistem yaitu,43,5
16070.0,bâbengkonna sakobhengnga makhlok,rumah sekelilingnya makhluk,43,5
16071.0,"Makhlok oḍi’ panèka akaè’ sèttong sareng laènna, sabâb ","Makhluk hidup itu terkait satu dengan lainnya, sebab",44,5
16072.0,"Sè èkabhuto mano’ ḍâri ka’-bhungka’an, èngghi panèka ","Yang dibutuhkan burung dari pepohonan, yaitu",44,5
16073.0,Manossa mogher ka’-bhungka’an kaangghuy ponapa ,Manusia menebang pepohonan untuk apa,44,5
16074.0,"Sè èlakonè sareng rèng-orèng kantos sè andhâddhiyaghi bâ’â, amarghâ ","Yang dilakukan oleh orang-orang sampai yang menyebabkan banjir, karena",44,5
16075.0,"Sè èjhârbâ’aghi ḍâlem teks deskripsi, èngghi panèka ","Yang dijabarkan dalam teks deskripsi, yaitu",44,5
16076.0,"Bhârâng sè èjhârbâ’aghi ḍâlem teks deskripsi, èngghi panèka ","Barang yang dijabarkan dalam teks deskripsi, yaitu",44,5
16077.0,"Tojjhuwânna teks deskripsi, èngghi panèka ","Tujuannya teks deskripsi, yaitu",44,5
16078.0,nyopprè orèng sè maos bhunga,supaya orang yang membaca gembira,44,5
16079.0,nyopprè orèng sè maos ngèrèng ḍhâbu,supaya orang yang membaca ikut berkata,44,5
16080.0,nyopprè orèng sè maos aobâ pangghâliyân,supaya orang yang membaca berubah pemikiran,44,5
16081.0,nyopprè orèng sè maos ngèrèng arassa’aghi,supaya orang yang membaca ikut merasakan,44,5
16082.0,"Sè èrassa’aghi para maos è ḍâlem teks deskripsi, èngghi panèka ","Yang dirasakan para pembaca di dalam teks deskripsi, yaitu",44,5
16083.0,ponapa sè èrassa’aghi sè ngangghit,apa yang dirasakan yang mengarang,44,5
16084.0,ponapa sè èrassa’aghi orèng laèn,apa yang dirasakan orang lain,44,5
16085.0,ponapa sè katèngal,apa yang kelihatan,44,5
16086.0,ponapa sè kaoladhân,apa yang terlihat,44,5
16087.0,"È bâbâ panèka sè bânnè rè-cèrèna teks deskripsi, akadhi ","Di bawah ini yang bukan ciri-cirinya teks deskripsi, seperti",44,5
16088.0,ghâmbhârân bhârâng otabâ kabâḍâ’ân,gambaran barang atau keadaan,44,5
16089.0,ghâmbhârân mabi rarengghânna bhâdhân,gambaran memakai panca indera,44,5
16090.0,ajhârbâ’aghi sè bâḍâ è pangghâliyân,menjabarkan yang ada di pemikiran,44,5
16091.0,"ajhârbâ’aghi bârna, okoran, tor bujud","menjabarkan warna, ukuran, dan wujud",44,5
16092.0,Teks deskripsi bâḍâ saponapa macem manabi maghut ḍâ’ èssèna ,Teks deskripsi ada berapa macam apabila terkait pada isinya,45,5
16093.0,"Deskripsi sè aghâmbhârraghi orèng otabâ bhârâng, èsambhât deskripsi ","Deskripsi yang menggambarkan orang atau barang, disebut deskripsi",45,5
16094.0,"Ghâncaran sè aparèng pamangghi ḍâ’ ka para maos takaè’ sèttong parkara, èsambhât teks ","Gancaran yang memberi pendapat kepada para pembaca terkait satu perkara, disebut teks",45,5
16095.0,"Teks sè kèngèng ngobâ pangghâliyânnèpon sè maos, èsambhât ","Teks yang boleh mengubah pemikirannya yang membaca, disebut",45,5
16096.0,"Teks sè èssèna alasan tor pamangghi kowat, èsambhât ","Teks yang isinya alasan dan pendapat kuat, disebut",45,5
16097.0,"Teks sè notorraghi otabâ nyarèta’aghi sèttong kadhâddhiyân, èsambhât ","Teks yang menuturkan atau menceritakan satu kejadian, disebut",45,5
16098.0,"Soal kapèng 18-30, maghut ḍâ’ teks deskripsi è bâbâ panèka.","Soal nomor 18-30, terkait pada teks deskripsi di bawah ini.",45,5
16099.0,Dulla panèka kana’ sè cè’ lèburrâ mèyara ajâm.,Dulla itu anak yang sangat senangnya memelihara ayam.,45,5
16100.0,È compo’na Dulla aghâḍhuwân ajâm ra-kèra tello polo bigghi’ bânnya’na.,Di rumahnya Dulla punya ayam kira-kira tiga puluh ekor banyaknya.,45,5
16101.0,"Bâḍâ sè ampon dhâddhi pajhânten, bâḍâ sè pangorbhi, tor bâḍâ jhughân sè ghi’ lancor sareng pètè’.","Ada yang sudah jadi pejantan, ada yang babon, dan ada juga yang masih remaja dan anak ayam.",45,5
16102.0,"Pajhântenna bâḍâ ḍubigghi’, dhinèng pangorbhina bâḍâ sajhina, cor-lancorra bâḍâ papètto’, karèna èngghi panèka tè’-pètè’na sè bânnya’na sabellâs bigghi’.","Pejantannya ada dua ekor, sedangkan babonnya ada tujuh, remaja-remajanya ada tujuh, sisanya yaitu anak-anak ayamnya yang banyaknya sebelas ekor.",45,5
16103.0,Cor-lancorra ghâpanèka ampon paḍḍhâng lakè’ binè’na.,Remaja-remajanya itu sudah jelas laki perempuannya.,45,5
16104.0,"Lancoran sè lakè’ bâḍâ ḍuwâ’, dhinèng sè binè’ bâḍâ lèma’.","Remaja yang laki-laki ada dua, sedangkan yang perempuan ada lima.",45,5
16105.0,"Laèn ḍâri ajâm sè lancoran, tè’-pètè’na ghi’ ta’ èpangghi saponapa bânnya’na ajâm lakè’ sareng binè’na.","Lain dari ayam yang remaja, anak-anak ayamnya masih tidak diketahui berapa banyaknya ayam laki dan perempuannya.",45,5
16106.0,Sabbhân arè Dulla cè’ bhâjhengnga sè makanè.,Setiap hari Dulla sangat rajinnya yang memberi makan.,46,5
16107.0,Ta’ èpatellat sè makanè.,Tidak ditelatkan yang memberi makan.,46,5
16108.0,"Ḍâlem saarè, Dulla makanè ajâmma ḍukalè, èngghi panèka sabbhân bâjâ lagghu sareng asar.","Dalam sehari, Dulla memberi makan ayamnya dua kali, yaitu setiap waktu pagi dan ashar.",46,5
16109.0,"Bâgiyân ajâm pangorbhi sareng pajhântenna èpakanè bighina jhâghung, dhinèng sè cor-lancor èpakanè bu’u’na paḍi sè ècampor sareng konsentrat.","Bagian ayam babon dan pejantannya diberi makan bijinya jagung, sedangkan yang remaja-remaja diberi makan dedak padi yang dicampur dengan konsentrat.",46,5
16110.0,Ḍhâng-kaḍhâng ècamporè karèna nasè’ sè bâruy.,Kadang-kadang dicampuri sisanya nasi yang basi.,46,5
16111.0,Dhinèng tè’ pètè’na èpakanè konsentrat sè ècampor sareng jhâghung sellèbhân.,Sedangkan anak ayamnya diberi makan konsentrat yang dicampur dengan jagung gilingan.,46,5
16112.0,Jâm-ajâm ghâpanèka èkorong sè bânnya’na tello bigghi’.,Ayam-ayam itu dikurung yang banyaknya tiga buah.,46,5
16113.0,Korong sè sèttong cè’ rajâna kantos aettap ḍuwâ’.,Kurungan yang satu sangat besarnya sampai bertingkat dua.,46,5
16114.0,"Korong ghâpanèka oso’ sapolo kothak, lèma kothak è bâbâ, sè lèma kothakagghi’ bâḍâ è attasanna.","Kurungan itu isi sepuluh kotak, lima kotak di bawah, yang lima kotak lagi ada di atasnya.",46,5
16115.0,"Sè lèma kothak ghâpanèka èyèssè’è ajâm pajhânten sareng ajâm lancoran lakè’, sè è bâbâ èpadhâddhi pataranganna ajâm pangorbhi.","Yang lima kotak itu diisi ayam pejantan dan ayam remaja laki-laki, yang di bawah dijadikan petarangannya ayam babon.",46,5
16116.0,"Korong sè nomer ḍuwâ’ ta’ saponapa rajâna, seḍḍhengngan.","Kurungan yang nomor dua tidak seberapa besarnya, sedengan.",46,5
16117.0,"Nangèng ghun aèssè sakothak, èngghi panèka aèssè lancoran binè’.","Tetapi hanya berisi satu kotak, yaitu berisi remaja perempuan.",46,5
16118.0,Dhinèng korong nomer tello’ kènè’.,Sedangkan kurungan nomor tiga kecil.,46,5
16119.0,"Ra kèra okoran ḍumèter kalè sèttong satengnga mèter, tèngghina samèter ḍupolo sènti.","Kira-kira ukuran dua meter kali satu setengah meter, tingginya setengah meter dua puluh senti.",46,5
16120.0,Korong panèka kaangghuy nyabâ’ ajâm sè ghi’ pètè’.,Kurungan itu untuk menaruh ayam yang masih anak ayam.,46,5
16121.0,Biyâsana Dulla jhughân bhâjheng abhersè’è kanḍhângnga samènggu sakalèyan.,Biasanya Dulla juga rajin membersihkan kandangnya seminggu sekali.,46,5
16122.0,"Salastarèna abhersèyan kanḍhâng ajâmma, manabi ta’ ghâḍhuwân obâng, Dulla ka pasar ajhuwâl ajâmma.","Selesainya membersihkan kandang ayamnya, apabila tidak punya uang, Dulla ke pasar menjual ayamnya.",46,5
16123.0,"Obâng ghâpanèka sareng Dulla èkabhâḍhi ngobângè pakan, sabâgiyân polè èparèngaghi ka èbhuna.","Uang itu oleh Dulla dibuat membiayai pakan, sebagian lagi diberikan ke ibunya.",46,5
16124.0,"Maghut ḍâ’ bâca’an Mèyara Ajâm, sè lèbur mèyara ajâm èngghi panèka ","Terkait pada bacaan Memelihara Ayam, yang senang memelihara ayam yaitu",46,5
16125.0,Ajâmma Dulla bâḍâ ,Ayamnya Dulla ada,46,5
16126.0,Macemma ajâmma Dulla bâḍâ ,Macamnya ayamnya Dulla ada,46,5
16127.0,Ajâm pajhântenna Dulla bâḍâ ,Ayam pejantannya Dulla ada,46,5
16128.0,Ajâm pètè’na Dulla bâḍâ ,Anak ayamnya Dulla ada,47,5
16129.0,jhâghung campor bu’u’,jagung campur dedak,47,5
16130.0,Sè pètè’ sareng Dulla èpakanè ,Yang anak ayam oleh Dulla diberi makan,47,5
16131.0,Jhârbâ’aghi ponapa sè èsambhât ekosistem !,Jelaskan apa yang disebut ekosistem !,49,5
16132.0,Jhârbâ’aghi ponapa kaè’anna antarana bân-kèban sareng bu-tombuwân!,Jelaskan apa kaitannya antara hewan-hewan dan tumbuh-tumbuhan!,49,5
16133.0,Jhârbâ’aghi ponapa sè èmaksod teks deskripsi !,Jelaskan apa yang dimaksud teks deskripsi !,49,5
16134.0,Ponapa tojjhuwânna teks deskripsi !,Apa tujuannya teks deskripsi !,49,5
16135.0,Sebbhuttaghi rè-cèrèna teks deskripsi !,Sebutkan ciri-cirinya teks deskripsi !,49,5
16136.0,Ponapa sè èmaksod sareng deskripsi nyata!,Apa yang dimaksud dengan deskripsi nyata!,49,5
16137.0,Ponapa bhidhâna teks deskrispi sareng teks narasi !,Apa bedanya teks deskripsi dan teks narasi !,49,5
16138.0,Jhârbâ’aghi ponapa sè èmaksod teks argumentasi!,Jelaskan apa yang dimaksud teks argumentasi!,49,5
16139.0,Bâḍâ saponapa bigghi’ ajâm lancoran sareng tè’-pètè’na Dulla?,Ada berapa ekor ayam remaja dan anak ayamnya Dulla?,49,5
16140.0,Bâḍâ saponapa bigghi’ korong ajâmma Dulla?,Ada berapa buah kurungan ayamnya Dulla?,49,5
16141.0,"Èyatorè maos teks deskripsi se abhul-ombhul Mèyara Ajâm è attas kalabân tanḍhâ bâca sè lerres, artikulasi , tor intonasi sè saè!","Silakan membaca teks deskripsi yang berjudul Memelihara Ayam di atas dengan tanda baca yang benar, artikulasi, dan intonasi yang baik!",50,5
16142.0,"Salastarèna nètènè carana kancana maos teks deskripsi , èyatorè ollè’è kadhiponapa hasèlla!","Selesai mengamati caranya teman membaca teks deskripsi, silakan nilai bagaimana hasilnya!",50,5
16143.0,Hasèl ḍâri ngollè’è ghâpanèka atorraghi ḍâ’ bapa’/ èbhu ghuruna!,Hasil dari menilai itu serahkan kepada bapak/ ibu gurunya!,50,5
16144.0,"Angghuta ghâlimpo’ sè palèng saè pamacana tor palèng tèngghi ollèna, èyatorè maos teks deskripsi è aḍâ’na kellas!","Anggota kelompok yang paling baik bacaannya dan paling tinggi nilainya, silakan membaca teks deskripsi di depan kelas!",50,5
16145.0,Èyatorè bhâḍhi kliping tor teks deskripsi saghâlimpo’an!,Silakan buat kliping dan teks deskripsi sekelompok!,50,5
16146.0,"Èyatorè rembhâk sakanca’an ḍâlem ghâlimpo’na bâng-sèbâng, tata carana abhâḍhi jhâjhân Madhurâ!","Silakan diskusikan bersama teman dalam kelompoknya masing-masing, tata caranya membuat jajan Madura!",50,5
16147.0,"Èyatorè abhâḍhi kliping kalabân nyarè bâca’an neng sorat kabhâr, majalla, bulletin, otabâ internet cem-macemma jhâjhân Madhura!","Silakan buat kliping dengan mencari bacaan di surat kabar, majalah, buletin, atau internet macam-macamnya jajan Madura!",50,5
16148.0,Pèlè sala sèttong jhâjhânan Madhurâ sè palèng èkasokanè!,Pilih salah satu jajanan Madura yang paling disukai!,50,5
16149.0,Soson teks deskripsi jhâjhân Madhurâ sè ampon èpèlè!,Susun teks deskripsi jajan Madura yang sudah dipilih!,50,5
16150.0,Angghuta ghâlimpo’ sè saè pamacana pakon abâkkèllè ghâlimpo’na kaangghuy maos teks deskripsi jhâjhân Madhurâ ghâpanèka!,Anggota kelompok yang baik bacaannya tugasnya mewakili kelompoknya untuk membaca teks deskripsi jajan Madura itu!,50,5
16151.0,Oca’ Pangalem sareng Oca’ Panyalè,Kata Pujian dan Kata Cacian,51,5
16152.0,"È attas ampon èjhârbâ’aghi jhâ’ manossa panèka cèpta’annèpon Ghustè Allah SWT sè samporna èbhânḍhingngaghi sareng makhlok cèpta’an sè laèn, amarghâ èparèngè akkal.","Di atas sudah dijelaskan bahwa manusia itu ciptaannya Gusti Allah SWT yang sempurna dibandingkan dengan makhluk ciptaan yang lain, karena diberi akal.",51,5
16153.0,"Nangèng, manossa panèka jhughân ècèpta sareng Ghustè Allah SWT kalabân ropa tor bujud sè acem-macem.","Tetapi, manusia itu juga dicipta oleh Gusti Allah SWT dengan rupa dan wujud yang bermacam-macam.",51,5
16154.0,"Bâḍâ sè bhâghus, bâḍâ jhughân sè korang bhâghus.","Ada yang bagus, ada juga yang kurang bagus.",51,5
16155.0,"Bâḍâ bhâdhânna sè jhângkep, bâḍâ jhughân sè cacat.","Ada badannya yang lengkap, ada juga yang cacat.",51,5
16156.0,"Pramèla ḍâri ka’ḍinto, orèng Madhurâ mènangka manossa sè abhuḍhâjâ abhâḍhi ca’-oca’ sambhâdhân ḍâlem bhâsana kaangghuy maalos karep sè èpaḍâpa’a ḍâlem , bâḍâ sè èsambhât oca’ pangalem tor oca’ panyalè.","Oleh karena itu, orang Madura sebagai manusia yang berbudaya membuat kata-kata sepadan dalam bahasanya untuk menghaluskan keinginan yang akan disampaikan, ada yang disebut kata pujian dan kata cacian.",51,5
16157.0,Oca’ pangalem èngghi panèka oca’ sè aghânḍhu’ maksod kaangghuy pangalemmanna angghuta bhâdhân.,Kata pujian yaitu kata yang mengandung maksud untuk pujiannya anggota badan.,51,5
16158.0,Ḍâri rangkè’anna oca’ ghâpanèka ampon kèngèng aparèng jhâjhârbâ’ân ḍâ’ angghuta bhâdhân panèkta saè tor èbhârâttaghi sèttong bhârâng sè aghânḍhu’ artè saè tor èndhâ.,Dari rangkaiannya kata itu sudah boleh memberi penjabaran kepada anggota badan ini baik dan diibaratkan satu barang yang mengandung arti baik dan indah.,51,5
16159.0,Rè-cèrè ghâpanèka è antarana èngghi ka’ḍinto,Ciri-ciri itu di antaranya yaitu,51,5
16160.0,"Manabi akaè’ sareng ropa otabâ salèra, katèngal saè.","Apabila terkait dengan rupa atau tubuh, kelihatan baik.",51,5
16161.0,"Manabi akaè’ sareng kabâḍâ’ân tor tèngka, jhughân katèngal saè.","Apabila terkait dengan keadaan dan tingkah, juga kelihatan baik.",51,5
16162.0,Kabhâghusân ghâpanèka lumbrana èbhânḍhingngaghi otabâ èlambhângngaghi otabâ èbhârâttaghi ḍâ’ sèpat kèbân sareng bu-tombuwân otabâ laènna sè nyaropaè .,Kebaikan itu lumrahnya dibandingkan atau dilambangkan atau diibaratkan kepada sifat hewan dan tumbuh-tumbuhan atau lainnya yang menyerupai .,51,5
16163.0,Dhinèng oca’ panyalè èngghi panèka oca’ sè aghânḍhu’ maksod kaangghuy panyalèyanna angghuta bhâdhân.,Sedangkan kata cacian yaitu kata yang mengandung maksud untuk caciannya anggota badan.,52,5
16164.0,Ḍâri rangkè’anna oca’ ghâpanèka ampon ajhârbâ’aghi angghuta bhâdhân sè jhubâ’ tor èbhârâttaghi sèttong bhârâng/ kabâḍâ’ân sè aghânḍhu’ artè jhubâ’.,Dari rangkaiannya kata itu sudah menjabarkan anggota badan yang buruk dan diibaratkan satu barang/ keadaan yang mengandung arti buruk.,52,5
16165.0,Oca’ panyalè panèka jhughân anḍi’ rè-cèrè/ḍhâ-tanḍhâ.,Kata cacian ini juga punya ciri-ciri/tanda-tanda.,52,5
16166.0,"Manabi akaè’ sareng ropa otabâ salèra, katèngal korang saè otabâ jhubâ’.","Apabila terkait dengan rupa atau tubuh, kelihatan kurang baik atau buruk.",52,5
16167.0,"Manabi akaè’ sareng kabâḍâ’ân tor tèngka, jhughân katèngal korang saè.","Apabila terkait dengan keadaan dan tingkah, juga kelihatan kurang baik.",52,5
16168.0,Kabânnya’an pa-ponapa sè korang saè ghâpanèka èbhânḍhingngaghi otabâ èbhârâttaghi ḍâ’ sèpat kèbân sareng bu-tombuwân otabâ laènna sè nyaropaè.,Kebanyakan apa-apa yang kurang baik itu dibandingkan atau diibaratkan kepada sifat hewan dan tumbuh-tumbuhan atau lainnya yang menyerupai.,52,5
