Madura,Indonesia
tello’ parkara sè mosthè èhormatè èngghi panèka omor ḍhâng-onḍhâng paratoran sareng aghâma,tiga perkara yang mesti dihormati yaitu umur undang-undang peraturan dan agama
enggi ramo' sakeng ramo' se ekenneng kakan rowa,iya rumput tapi rumput yang bisa dimakan itu
rèng raddhin èghȃmbhȃrȃghi mara apa,orang cantik digambarkan seperti apa
kabânnya'an la ècèro' bi'rèng-orèng,kebanyakan sudah dicolong oleh orang-orang
monggu kadhuwana odhi' e bengkona dibi' ban ta' ngampong ka oreng towa lebbi mardika etembang odhi' sogi tape ollena ngampong,meskipun keduanya hidup di rumahnya sendiri dan tidak menumpang pada orang tua lebih merdeka dibanding hidup kaya tapi hasilnya menumpang
bhân bulân muna mènta pèssè ghâbây arabât ka salon,tiap bulan muna meminta uang untuk merawat ke salon
sepolo jhâm,sepuluh jam
caca se maronggang kelbu' dhalem pekkeranna serbek dhalem kakerronganna,ucapan yang merusak kental dalam pikirannya menusuk dalam kerinduannya
bungo towa,ungu tua
mon nyambhit otabȃ ngoca’ areng-bhȃreng ènyamaè,jika berbicara atau berkata-kata bersaman disebut
epajhâlân neng bâkto malem noro'è aros bâdâ ngara kol duw bellâsân,dijalankan pada waktu malam mengikuti arus kira-kira jam duabelasan
nyopprè orèng sè maos aobâ pangghâliyân,supaya orang yang membaca berubah pemikiran
perreng pon locot dhari tanangnga,bambu pun terlepas dari tangannya
ahèrra nyotok entar ka pom bensin neng tengnga jhâlân suroso temmo bi' muna,akhirnya mendorong pergi ke pom bensin di tengah jalan suroso bertemu dengan muna
pangkor oca’ pangkor aghânḍhu’ artèna bunto’,pangkur kata pangkur mengandung artinya belakang
sang arjuna,sang arjuna
oca’ èsoltok papaḍȃnna oca’ ,kata ditelan persamaannya kata
ngabas ka parse sudiya molae enga' ka ana'na sutomo,melihat ke pepaya sudiya mulai ingat pada anaknya sutomo
e bakto ganeko polisina akaton ta' ragap sakale,waktu itu polisinya kelihatan tidak sigap sama sekali
saghâmè' èbu,dua puluh lima ribu
è bâbâ ka’ḍinto sè ta’ tamaso’ rè-cèrèna berta èngghi panèka ,di bawah ini yang tidak termasuk ciri-cirinya berita yaitu
para kanca ḍâri kellas tello’ kantos kellas ennem sè paḍȃ parjhughȃ,para kawan dari kelas tiga sampai kelas enam yang sama-sama beruntung
bit-abit ojhung ta’ namong kangghuy mènta ojhân jhughân lajhu dhâddhi tatèngghun,lama-kelamaan ojhung tidak hanya untuk meminta hujan juga lalu jadi tontonan
angèn bâlusbus,angin yang tidak teratur
bulânna ngombâr ḍâri ,bulannya muncul dari
enggi ja' rengan ollena erebbai,iya biar ringan hasil tangkapannya
isa ngabas sambi abunto'e pajalanna hikam,isa melihat sambil membuntuti langkah hikam
pasarèyan ronggosukowati bâḍâ è kabupatèn,makam ronggosukowati ada di kabupaten
sè tamaso’ oca’ bhârâng iyâ arèya,yang termasuk kata benda yaitu
aba'na abalangaja nae' dibi',dia memberanikan diri naik sendiri
kakè ma' paggbun parabán lè' makè la èkala'li-báli bi' engko',kamu kok tetap perawan dik meskipun sudah diambil berulang-ulang olehku
laèn oca’na compo ’ èngghi panèka ,lain katanya rumah yaitu
pasèra sè ngangghit tembhȃng kasmaran,siapa yang mengarang tembang kasmaran
 labâng langsong amokka',pintu langsung terbuka
cangkana eketthok edinai ra-kera lema' nyare,cabangnya dipotong disisakan kira-kira lima jari
arè ghrâ'â,gerhana matahari
èsarè ka dâlem pasar pagghun ta' ètemmo,dicari ke dalam pasar tetap tidak ditemukan
loncèng ejjhâm,jam dinding yang besar
aneko buru olle sakone',ini baru dapat sedikit
simar orèngnga ta' tèghâ'ân,simar orangnya tidak tegaan
mon tor-kantorra èyobbhâr ta' èpakarè,kalau kantor-kantornya dibakar tidak disisakan
monyèna kèlap laènan,bunyi kilatnya lain
kala amarghâ ta' padḍhâ,kalah karena tidak seimbang
tape neser mon rengnge' pon lendhi keya,tapi kasihan jika nyamuk sudah kering juga
menangka settong kawajiban mandhi'i abajangagi ban ngoburagi mayyit,yaitu satu kewajiban memandikan menyalatkan dan menguburkan jenazah
sakanca’an ta’ ollè atokaran,sesama teman tidak boleh bertengkar
sakola'an rèya ta' robâ apa,sekolahan ini tidak berubah apa-apa
karangan sè ta’ mornè,karangan yang tidak murni
sebbhuttaghi ḍuwâ macem konsonan,sebutkan dua macam konsonan
tolèsân cakar ajâm,tulisan cakar ayam
pottrè ḍâri karaton pringgonḍani panèka cè’ tarèsnana ka brontosèno nangèng brontosèno ta’ poron asabâb aparabâ’ân bhuta,putri dari keraton pringgondani itu sangat cintanya ke brontoseno tetapi brontoseno tidak mau sebab berparas raksasa
ngènom biddhâng,minum kopi
bâ'en terro ollèya dhunnya dâri cara sènga' jiyâ,kamu ingin dapat dunia dari cara seperti itu
cè' sampomana,sangat sempurna
ko' ta'bisa abayangaghi madhurâkabudina mon bânnya' tana sè èpadhâddhi bangonan sè ta'bisa ma soghi rèng madhurâna dhibi',kok tidak bisa membayangkan madura ke belakangnya kalau banyak tanah yang dijadikan bangunan yang tidak bisa membuat kaya orang maduranya sendiri
matè ra-gara dârâneng tanangnga ta'ghellem ambu sè akalowar,mati gara-gara darah di tangannya tidak mau berhenti keluar
para' ta'endâ'â kèn bi' buari èpaksa soro noro',hampir tidak mau tapi oleh bu ari dipaksa suruh ikut
eppa'na esothok sopaja duli nolong emma'na,bapaknya didorong supaya segera menolong ibunya
tamaso' bâjing kalaka sakalèta' tako',termasuk preman sekalipun tidak takut
jhâ abang-cabang,jangan bercabang-cabang
se la esoro akella gi' repot nyassa ka jauna ,sudah disuruh memasak masih repot tersesat ke tempat yang jauh
mèlana ngèrèng maos patètè,maka dari itu baca dengan seksama dan cermat
parao lajâr,perahu layar
pokol 0800 ḍȃpa’ ka lombȃng,pukul 0800 sampai di lombang
jhâ' ros-koros ghâllu bân jhâ' po-lempo ghâllu,jangan terlalu kurus dan jangan terlalu gemuk
ḍâunna ghâgghâr akalarkaran,daunnya jatuh berserakan kemana-mana
bherrâs siyem,beras siam
tuni pagghun ngetter sè ajâwâbâ,tuni tetap gemetar untuk menjawab
è ca-kanca èntarra ka kamma,hai teman-teman mau kemana
asal moasal,asal muasal
edhimma sampeyan olle berras bannya' saneka'an,di mana kamu dapat beras sebanyak ini
ḍhimèn tembhâng èyangghuy sareng wali songo kaanghuy ,dulu tembang dipakai oleh wali songo untuk
ahèrra rèng-orèng jiyâ èntar kabbhi ka musolla,akhirnya orang-orang itu pergi semua ke musala
robâna celleng seḍḍhâ’ tamaso’ ,wajahnya hitam legam termasuk
pa' tenggi sem-mesem ngoladi lanceng paraban se badha e semma'na,pak kepala desa tersenyum-senyum melihat anak perawan yang ada di dekatnya
èyatorè jâwâb pètanya è bâbâka’ḍ into kalabânjhârna’,silakan jawab pertanyaan di bawah itu dengan jelas
kopèngnga bhȃruwȃng abhȃngon ,telinganya beruang berbentuk
oca'na babine' ganeko,kata perempuan itu
se molae gella' baja laggu kantos para' leccer aban are lalake' ganeko paggun atogu pancengnga se etale'e kalaban sennarra tor kalaban pameggan perreng,yang mulai dari tadi pagi sampai hampir selesai siang hari laki-laki itu tetap memegang pancingnya yang diikat dengan senar dan dengan pegangan bambu
talè ḍâri kobâl,tali yang terbuat dari kulit daun enau
bânnèyan bi kan perrrèng satèya,berbeda dengan pohon bambu sekarang
tembhȃng kènanthè aghȃnḍhu’ bȃtek kadhiponapa,tembang kènanthè mengandung watak bagaimana
mon jiyâpaghârrâ paghâr perrèng,kalau itu pagarnya pagar bambu
ngèḍing berta,mendengar berita atau kabar
mon ta' èrassaè rogi ko',kalau tidak dirasakan rugi
langsong ngoca' sè sempet kapèkkèr engko' ghellâ',langsung berkata yang sempat terpikir olehku tadi
ta' kaloppaè emmi pagghun èsadiyaaghi neng mijâkakanan,tidak dilupakan mi tetap disediakan di meja makan
manfaddhȃ kèbȃn sareng bu tumbuwȃn ḍȃ’ manossa èngghi panèka,manfaatnya hewan dan tumbuh-tumbuhan kepada manusia yaitu
ngalèya tales nom kadhiyâ ampon rajâ,mau tanem talas nom karena sudah besar
ngaju'a epabannya'a malle ekenneng ekarebba ca'-oca'an kellana sabbrang pola perak ga-tatangga,mencangkulnya diperbanyak biar bisa dikasih ke tetangga sisanya seberang yang lebat siapa tahu beruntung
ta’ osa èsoro sè alalakowa,tidak usah disuruh apa yang harus dikerjakan
banne pera' gun coma,bukan seperti hanya sekadar
sampè' kèyamat,sampai kiamat
sokma se ancep sateya loka,sukma yang menancap sekarang luka
sè mellè,yang membeli
lalake' ganeko ngaju' pole,laki-laki itu mencangkul lagi
kèbȃn apa sè asoko empa’,hewan apa yang berkaki empat
orèng ḍâteng ḍâri ajjhiân,orang baru datang berhaji
è kottha èbâḍâ’aghi karnaval sabbhân taon neng bulân,di kota diadakan karnaval setiap tahun di bulan
kèyaè slawi ghi' pagghun ta' jherrâ ka kadhâddhiyân sèlamarè,kiai slawi masih tetap tidak jera pada kejadian yang sudah berlalu
jhâ' rok-èrok,jangan diusik-usik
ngobu ajȃm kanḍhȃngnga kodhu bhersè,memelihara ayam kandangnya harus bersih
sèngko’ ngatorraghi songkem pangabhâktè kanjeng obâ’,aku menghaturkan sembah bakti kanjeng paman
oreng kose sennep esangowe sapora,orang itu bosan diberi maaf
polana ca'na kadhang polisi mega' saromban,karena katanya kadang polisi menangkap semabarangan
kor la tao robba aslina kakè cong,baru tahu rupa aslinya kamu cu
biyasana mon suroso apamèdhân akemmèya pagghun bâdâ rèng sè nyâgâ,biasanya kalau suroso berpamitan kencing tetap ada orang yang menjaga
tembhâng èngghi panèka sala sèttong macemmèpon puisi kona sè aghânḍhu’ bâburughân beccè’,tembang yaitu salah satu macamnya puisi lama yang mengandung ajaran baik
matlawan atanya ka barengnga sambil nyelen kobi dhari termos ka cangker,matlawan bertanya pada temannya sambil menuang kopi dari termos ke cangkir
lalake' ganeko berka',laki-laki itu berlari
colo'na amonyè cak-kreccaghân,mulutnya berbunyi kecap-kecapan
jânda neng kampong dinna' toro'en bânnya',janda di kampung sini sebenarnya banyak
abâma bhiru,berwarna hijau
ongkossa banne pesse ,ongkosnya bukan uang
dhâddhi bâḍâ konsonan aksara matè alos bâḍâ konsonan aksara matè tajhem,jadi ada konsonan aksara mati halus dan ada konsonan aksara mati tajam
nya sri ngoca'mamellas sampè' aèng matana ghâgghâr ta'ètemmo,nya sri berkata memelas sampai air matanya jatuh tidak disadari
korang lebbi,kurang lebih
tama'in mowang roko' sèghita' tadâ',tama'in membuang rokok yang masih belum habis
ngèrrem èattas ghâbângan,bersembunyi diatas atap mmah
lailahaillallah lailahaillallah lailahaillallah,lailahaillallah lailahaillallah lailahaillallah
pokol bârâmpa ali istirahat,pukul berapa ali istirahat
kèng ollè separo,cuma mendapatkan separuh
olle lere sakone',dapat sedikit
orèng sonḍhâ,orang sunda
lalake' mole kalaban mekol sabbrang ban landhu',laki-laki itu pulang dengan memikul seberang dan cangkul
mon rèya bânnè tang anḍi,kalau ini bukan kepunyaanku
ngangghep ghâmpang,menganggap gampang
sakè' sarah,sakit parah
bhâstoan semar simar la ollè tello bulân,hancuran semar simar sudah dapat tiga bulan
badha oreng ater kobi saceret,ada orang mengantar kopi seserut
artèna makhlok sosial panèka ,artinya makhluk sosial itu
nya muna nyabâ' pèssè ka amal masjid satos èbu,nya muna menaruh uang ke amal masjid seratus ribu
ca'na se paleng budhi sambi nengteng birang,katanya yang paling belakang sambil menenteng parang
ekaedhing monyena guba,terdengar bunyi gubug
sakè'na nyet-nganyet,sakit berdenyut-denyut
rèd-morèd sakolaan,murid-murid sekolahan
bâgiyân teks narasi sè abujud kompolan ca’-oca’ sareng okara neng è sèttong ghâris anyar èsebbhut ,bagian teks narasi yang berwujud kumpulan kata-kata dan kalimat di dalam satu baris baru disebut
reza sareng kancana alfi arya ampon asanat sè mangkatta ka lon-alon saḍângḍâng,reza dan temannya alfi arya sudah berniat akan berangkatnya ke alun-alun sadangdang
ban sapèḍana aleddhu'è tengnga jhâlân,ban sepedanya meletus di tengah jalan
terro taoa ka robâna koca'en bân polè kerrong,ingin tahu rupanya katanya dan lagi rindu
ta' dumadiyan#,tidak terduga
lalabân oca’ moso èngghi panèka ,lawan kata musuh yaitu
lo' arapa,tidak mengapa
tapè muna ta' tao mon masala rèya,tapi muna tidak tahu kalau masalah ini
soro' bâ' na ghi' ta' ngèḍing,bagaimana kamu belum mendengar
kakè bânnè pangèran cong,kalian bukan tuhan nak
po-sapo panèka èbhâḍhi ḍâri bânnya’ lèntèna,sapu itu dibuat dari banyaknya lidi
sèpeng sè ngèrrem,sangat sulit ditemukan yang bersembunyi
kolè' celleng,kulit hitam
bâto bessè,batu besi
sè sapanèka nyopprè mata’arè sè è soltok olar naghâ otabâ bhuta ngejjhit lajhu mata’arè sè èsoltok  èpalowa’a polè nyopprè mata’arè tèra’a asonar polè,yang begitu supaya matahari yang ditelan ular naga atau raksasa merasa geli lalu matahari yang ditelan dikeluarkan lagi supaya matahari terangnya bersinar lagi
mesemma ana' ngaton ce' pasdana,cengirnya anak terlihat sangat pasti
ana' dhârâka,anak durhaka
ai banne ko,ai bukan heh
pateppa’ okara è bâbâ rèya ngangguy tolèsan tegak bersambung buku arèya madhurâ bhâsa,benarkan kalimat di bawah ini memakai tulisan tegak bersambung buku ini madura bahasa
apa sè èmaksod ojhung,apa yang dimaksud ojhung
mon eghi-nagbiya neng romana berri' ca'-bâcaan ma'lè ta'èkèntarè sètan,kalau ditinggal di rumahnya beri bacaan-bacaan agar tidak didatangi setan
samsul mènta sapora polana ta’ ètengnget,samsul minta maaf karena tidak waspada
pakon ghȃlompo’ rembhȃk sakanca’an,tugas kelompok diskusi sekelompok
bengkona esonson keya,rumahnya disucikan juga
tokang abhât,apoteker
nèmor kara,musim kemarau panjang
ana' ko'ong,anak yatim
perna dâyyâ muna ajhelling rasat ngèbâ rèng binè' parabânana'en pan durasman ka romana embana,pernah begitu muna melihat rasat membawa perempuan perawan anaknya pan durasman ke rumah neneknya
nyaman ma' bâ'en pagghun ollè pèssè,enak paman kamu tetap dapat uang
na'-kana' kènè' ta' loppa asongko'an mon èntar ka langghâr,anak-anak kecil tidak lupa memakai songkok bila pergi ke surau
mon ngodha neka pajat mantep,kalau muda ini memang mantap
patot mon ngangghuy angghuy sè,pantas kalau memakai pakaian yang
ghuttè so bhibbhi' nyambhângè penakanna sè èrabât è roma sakè',paman dan bibi menjenguk kemenakannya yang dirawat di rumah sakit
lagghu' arè rebbhu sakolaan prè,besok hari rabu
aonjo' rasa neng tasè',melakukan unjuk rasa di laut
argana bukuna pajat pendha larang,harganya bukunya memang agak mahal
cè' laparra,sangat lapar
polana sèdhâddhi kèyaè jiyâ pas arassa bhender apa sè kalako ri'-bâri'en,karena yang jadi kiai ini lalu merasa benar apa yang dilakukan akhir-akhir ini
arapa muna ma' báji' ngabásaghi engko'ya,kenapa muna kok benci melihatku ya
dhurma bâḍâ 7 paddhâ,dhurma ada 7 paddhâ
sè ghelluân,yang lebih dulu
ma’ ta’ bânnya’ majâr ka pln,biar tidak banyak bayar ke pln
ngemmèt mantan,menjaga mempelai
ngala' ka sampeyan,dapat buat kamu
bâjâ lagghu abhâreng bân moncarra arè mano’ bân ratona kalèng arem­bhâk ka’angghuy salèng bhânto,waktu pagi bersamaan dengan terbitnya matahari burung dan rajanya semut berdiskusi untuk saling bantu
bâca’an aḍhâ kanḍâ otabâ bâca’an aḍon janḍon panèka bâḍâ ḍhâ tanḍhâna,bacaan obrolan atau dialog itu ada tandanya
ḍâ’ tatangghâ kodhu,kepada tetangga harus
garowa' ajamma pega' se pandhara' ,itu ayamnya tangkap yang bodoh
cè' caremmeddhâ,sangat benci
oca' melaju,language melayu
talè kabâ',tali terbuat dari kawat
le' salma ma' barinto dika le,dik salma kenapa begitu kamu dik
sakonè' agghi',sedikit lagi
kenneng koca'agi ja' ji mas'ot reya jaraganna sampan pajang,boleh dikatakan bahwa haji mas'ot ini juragannya sampan pelauy
manabi ghi’ jhâman lambâ’ orèng terro èntara ka sèttong kennengan sè ḍâpa’a kodhu alân-bulân,apabila masih zaman dulu orang ingin pergi ke satu tempat yang sampainya harus berbulan-bulan
mènta ojhȃn ka sè araksa,meminta hujan kepada sang penjaga
suroso molè ka romana polana ngala'a ghuyangghuy,suroso pulang ke rumahnya karena mengambil pakaian-pakaiannya
bâuna èkèḍing ḍâ' kanna',baunya tercium sampai sini
ban pole lalakon e tengnga tase' bannya' babajana,dan lagi pekerjaan di tengah laut banyak bahayanya
bila la mare etale'e pas ekeba ka semma'na jitho,bila sudah selesai diikat lalu dibawa ke dekatnya jitho
ta' tao ko',tidak tahu
kènè' rajâ,kecil besar
orèng towa ḍuwâ’ na paḍâ senneng ḍâ’ lalakona hotijah sabâb hotijah ta’ osa èsoro sè alalakowa pas mancal cakang sè abhersèyan,kedua orang tuanya juga senang dengan perbuatan hotijah sebab hotijah tidak perlu disuruh ia langsung sigap bekerja dan gesit membersihkan
orèng lowar sè nyoba'angowasa'enna tana dinna',orang luar yang mencoba menguasainya tanah sini
semmur ajâm,semur ayam
mon ghun ngakan jhuko' apa'a bhâi pagghun bâdâ,kalau hanya makan lauk apa pun tetap ada
kapal dhâghâng,kapal dagang
popossa epatoron epadharas-dharas,ampasnya diturunkan dengan sangat cepat
bâu buḍu,bau busuk
sarini megga' cacana lakena,sarini memotong ucapan suaminya
lakar la èsengaja,memang sudah disengaja
samalem bhentèng bulâ jâng-bâjângan ka dhika,semalam suntuk aku terbayang-bayang akan dirimu
kata' ganeko egigiri mon oreng towana eco-kamencowe ban sakanca'an,kodok itu dimarahi oleh orang tuanya dicaci maki dengan teman-temannya
ja' juba' sangka mon gi' ta' andhi' sakse ban cokop bukte,jangan buruk sangka kalau masih tidak punya saksi dan cukup bukti
ta' bhenḍer sè èkalako,tidak baik apa yang diperbuat
ta' ollè,tidak boleh
atolè ka kacèr,menoleh ke kiri
neng indonesia bânnya’ kebun binatang panèka nom iyan atanya ka anomma,di indonesia banyak kebun binatang itu paman iyan bertanya ke pamannya
nrabhâs bhut-ombhut,menerobos semak belukar
nyamana karatonna dewi arimbi èngghi panèka ,namanya keratonnya dewi arimbi yaitu
coma ebajari lema bellas bungka karena ebajari kalaban roko' ebagi ka binena esempen dibi' dhalem kendhina,cuma dibayar lima belas pohon karena dibayar dengan rokok diberikan ke istrinya disimpan sendiri dalam celengannya
sudahnan takerat ngedhing oca'na sarini,sudahnun tersentak mendengar ucapan sarini
makondo ngocol messèn tèmessa,makondo melepas mesin cadangannya
maraja budhu' bila pon jar-kabajar eangko' oreng,membesarkan anaknya kalau sudah besar diangkut orang
apoy e dhalem daddi rabak ngobal adaddiyagi owa' celleng abubungan ka attas,api di dalam menjadi besar berkobar menjadikan uap hitam membubung ke atas
sahwi pas nyam-bit pole,sahwi lalu menyahut lagi
nemmonèn tamoy,menemui tamu
kakè èbhântowa bi' engko' ènyarèaghinna orèng towa sè laèn,kamu dibantu olehku dicarikan orang tua yang lain
sarkawi bân samsul aghâbây lajângan ,sarkawi dan samsul membuat layangan
paona massa' karbèdhâ,mangga masak hasil pengkarbitan
opama ra pas dhâddhi re sa pas dhâddhi se sareng saterrossa,contohnya ra menjadi re sa menjadi se dan seterusnya
bhâji'na ngonca' amarghâ kakennyangan,bayinya muntah karena terlalu kenyang
malle bannya'se perak,biar banyak yang beruntung
aobâ dhâddhi alas kadhâng aobâdhâddhi kan perrèng,berubah menjadi hutan kadang berubah menjadi pohon bambu
bisa manyaman orèng sè nyabung ajâm,bisa menyenangkan orang yang menyabung ayam
anapè dhika pas ta' ḍhik ngartè,mengapa anda tidak mengerti-ngerti juga
mon se gi' abungkos kalaban tapena ta' kera abellat,kalau yang masih terbungkus dengan kulitnya tidak akan bergetah
suroso dâteng bânarè,suroso datang setiap hari
bhâji'na cè' locona,bayinya sangat lucu
konco'na soso,putting susu
mara jhâ' aghiyâk,ayo jangan bergurau
kata' sekene' ganeko gunna sabaltoganna ,kodok kecil itu hanya satu gundukan
ganeko bellat,itu lumpur
ja' dika dha-padha manossa kalaban manossa se laen tamaso' bula,padahal kamu sama-sama manusia dengan manusia yang lain termasuk aku
mara baca gallu se sakeccap ,coba baca dulu yang sepotong
è jȃḍiyȃ bȃḍȃ kèya somor apa,di sana ada juga sumur apa
robâna èbhu cè' acomma,paras muka ibu sangat pucat
suroso ta' tao jhâ'tarètanna embu'en ngatèla' suroso acaca bi' rèng binè',suroso tidak tahu bahwa saudaranya neneknya melihat suroso berbicara dengan perempuan
mon kon-lakon jhâ' bân-sar'ombân,bila bekerja jangan sembarangan
ajhâlân soko,berjalan kaki
e gar-langgar padha mamonye rong-corong tandhana adan mangrib ban dikkerra bakal emolae,di surau-surau sama-sama membunyikan pengeras suara pertanda azan magrib dan zikirnya akan dimulai
è bâkto sorop arè bâ’dâ ashar bânya’ na’ kana’ amaèn lajângan è tegghâl,di waktu senja hari setelah ashar banyak anak-anak bermain layangan di tegalan
obu' sè taobbhâr sampè' angos abâu sangèt,rambut yang terbakar hangus berbau sangit
pamèsemma aobâ sejjek ajhelling ana' korang sèttong,senyumnya berubah sejak melihat anak kurang satu
neng kassa,disana
bula ban dika pon padha tao senneng ban sossana oreng alake-bine,aku dan kamu sudah sama-sama tahu senang dan susahnya orang bersuami-istri
reng-oreng padha ragap,orang-orang sama-sama sigap
mèlana ngèrèng maos patètè ,maka dari itu mari baca dengan hati hati
tanangnga lanjhâng cè'lanjhângnga,tangannya panjang sangat panjang
pekkeranna agalajar nyare kasap laen se malekkas olle pangaselan,pikirannya berjalan mencari pekerjaan lain yang cepat dapat penghasilan
amoskèl ponapa’a saos bisa larès lèbât hp,masalah apapun saja bisa selesai lewat hp
apa can pangèran kabbbi sè nantoaghi bbender salana,apa kata tuhan semua yang menentukan benar salahnya
è aḍâ’na masjid mekkasân,di depan masjid pamekasan
torot rapa la ma'lè amaèn neng ampèr,ikuti saja agar bermain di teras
yu sarmi rèng binè'sè pènter arabât bhâdhân,yu sarmi perempuan yang pintar merawat badan
èyatorè bhân-sabbhân ghâlimpo’ abhâḍhi kliping,silakan setiap kelompok membuat kliping
panapan la marè mellè kabbhi suroso molè,apa-apa sudah selesai dibeli semua suroso pulang
mon sake' tabu' ka songay gadhiya malle noro' ka konorra,kalau sakit perut ke sungai itu biar ikut ke airnya
mau nukar,mau tukar
aba'na takerjat seddheng badha babine' aberri'makan embi',dia terkejut ketika ada perempuan memberi makan kambing
bhâ' molèa,akankah pulang
lamon mosèm nambhârâ’ bânnya’ sombher aèng sè lebbhur,kalau musim hujan banyak sumber air yang meluap
mangkana tadâ' manossa sè arassa cokop,makanya tidak ada manusia yang merasa cukup
rasat sè èkennal gântengnga aobâ,rasat yang dikenal tampannya berubah
lerres ongghu,sungguh benar
pèssèna èsabâ'è lem kantongnga ma' lè ta' ghâgghâr,uangnya ditaruh di dalam kantongnya agar tidah jatuh
patè' komèr,anjing bertubuh kecil
sakejjhâ’ ampon nemmo moso,sebentar sudah menemukan musuh
ampassâ tahu,ampas tahu
è sakola’anna bȃ’na apa bȃḍȃ perpustakaanna,di sekolahmu apakah ada perpustakaannya
rèya sèngko’ nyambi bula paḍâ ngocola kèya,ini aku membawa benang ayo kita terbangkan juga
dika badha dhimma sat,kamu ada di mana sat
dhâmar tèng,lampu minyak tanah yang dijinjing
bungkana jagung pon tombu para' sacengkal dhari tana,tanaman jagung sudah tumbuh hampir sejengkal dari tanah
ta' sènga' binè sè satèya,tidak seperti istri yang sekarang
pojjhâ mongghu ḍâ’ ghustè pangèran sè ampon aparèng rajhekkè,puji bagi gusti pangeran yang sudah memberi rezeki
mon namen bhȃng-kembhȃngan è ḍimma,kalau menanam bunga-bungaan di mana
bila badha settong parembagan ma' ta' gun aonggu'otaba akepek kabbi,bila ada satu perembukan agar tidak hanya mengangguk atau diam semua
neng kamarra dârâ ser-naser,di kamarnya darah berceceran
alabân cong-pancong sè èbangon bi' rèng-orèng sè mellak ka dhunnya,melawan bangunan-bangunan yang dibangun oleh orang-orang yang cinta pada dunia
badha oreng ngater kobi,ada orang yang mengantar kopi
jâmaa ajjhi,jemaah haji
engko' moleya gallu,saya mau pulang dulu
sè ḍimma sè tamaso’ èbhȃrȃt è bȃbȃ rèya,yang mana yang termasuk ibarat di bawah ini
ta'abit kakanan dâteng,tidak lama makanan datang
cebbi èparangko bi' munari,cebbi dipangku oleh munari
apolas konèng,berpulas kuning
tao pe-maleppe sakaleyan tape ta' dhapa' ka tase' pon etemmo e jalan kalaban lalake' towa ganeko se buru dhateng ngare' ,pernah mencoba sekali tapi tidak sampai ke laut dia malah ditemui di jalan oleh laki-laki tua itu yang baru datang dari memanen
ta’ ollè ma’ nyemma’ ka kèbȃn,tidak boleh mendekat-dekat ke hewan
mercon rèntèngan,petasan rentengan
 engko' todus sri kakè rapa bhâi sèngoca',aku malu sri kamu saja yang berkata
pangangghuy sowara cèthak panèka nombuwâghi monyè ,pangangghuy suara cèthak digunakan untuk memperjelas bunyi
 ana' binè'en èlang ka',anak perempuannya hilang kak
jhughân na’-nakana’ sè akopa’ panèka tambâ kèntel sè akanca,juga anak-anak yang berjongkok itu menjadi lebih akrab dengan temannya
mon amaèn sakanca’an jhâ’ sampè’,kalau bermain dengan teman-teman jangan sampai
man satrawina bi' marbu'a,paman satrawi-nya bibi marbu'a
ping pilu’ najhâ’ sapè atongaran,ping pilu' membajak sapi berpasangan
berta investigasi èngghi panèka berta sè èjhârbâ’aghi ḍâri sèttong panalèktèghân ḍâri pan-saponapan sombher,berita investigasi yaitu berita yang dijabarkan dari satu penelitian dari beberapa sumber
oḍi’na bâ’na bhâkal moljâ bân sehat,hidupmu akan mulia dan sehat
orèng sè ngangghit deskripsi panèka kodhu onèng nyarè ca’-oca’ bhâkal aghâmbhârrâghiyâ bhârâng otabâ kadhâddhiyân,orang yang mengarang deskripsi harus pandai mencari kata-kata untuk menggambarkan benda atau kejadian tersebut
aghâma èslam,agama islam
ta' patè arassa,tidak terlalu berasa
sè ngajhâk nyapot kanca sè sakè’,yang mengajak menjenguk teman yang sakit
ngoca' sè nontona jhârânna,mengatakan yang menuntun kudanya
hus ella' ta' olle nga' jareya,hus sudah tidak boleh seperti itu
ngabhutowaghi passrana abâḍ,membutuhkan kepasrahan diri
sanonto kapal pon ta' mowa' buja tape mowa' oreng,sekarang kapal sudah tidak memuat garam tapi memuat orang
pas nyare kore' ta' duli nemmo,lalu mencari korek tidak kunjung ketemu
suroso karo noro',suroso nanti ikut
ḍâlem saarè dulla makanè ajâmma ḍukalè èngghi panèka sabbhân bâjâ lagghu sareng asar,dalam sehari dulla memberi makan ayamnya dua kali yaitu setiap waktu pagi dan ashar
bula pon tapegga sanonto ,saya sudah terputus sekarang
arassa ngamorneng dhalem pangabasanna,merasa bersinar dalam pandangannya
madhurâ sè neptep è jhâbâ èngghi panèka ,topeng dalang di jawa disebut
lalake' ganeko nampa cangkem,laki-laki itu menopang dagu
parlo ta' asakolapolana terro temmowa bi' mowana markoya sè jân abit jân raddhin,rela tidak bersekolah karena ingin bertemu dengan mukanya markoya yang semakin lama semakin cantik
gu-laggu ngamba' oreng dhateng majang ka gir sereng pas terros mangkat aedder,pagi-pagi menunggu orang datang melaut ke pesisir lalu terus berangkat mengedarkan
bârâ ghusè,gusi bengkak
pojur dhulumanna badha oreng aberri' bako se pendha ro'om#,untung saja di dekatnya ada orang memberikan tembakau yang sepertinya wangi
oca'na ana'na kalaban sowara gerra,kata anaknya dengan suara serak
saantèro dhunnya,seantero dunia
yâ dâ'râmma'a polè,ya bagaimana lagi
ta'perna nganèla'è bellu' bâdâ neng tasè',tidak pernah melihat belut ada di laut
kalaban sowara pon ta' laten,dengan suara yang tidak kuat
