Madura,Indonesia
tape paggun maksa nerrosagi caretana,tapi tetap memaksa meneruskan ceritanya
aba'na perak kalaban rammena elang sakejja' kajunelan se nyongkel kajembaranna aba'na,dia hanya dengan ramainya hilang sejenak kebodohan yang mencungkil kelegaan dirinya
kan pon oneng ajunan ta' neng tellat adha'ar,kan sudah tahu anda tidak boleh telat makan
ngedhing parsemmon binena lalake' ganeko gunna mesem,mendengar isyarat istrinya laki-laki itu hanya tersenyum
ana'na se badha e pondhuk ja' pasampe' rang-korang,anak yang ada di pondok jangan sampai kekurangan
langngè’ sèrḍâng taḍâ’ onḍem,langit cerah tidak ada mendung
rowa' lajâr nyarapo' potè,paraona paḍâ alajârân sèttong kakarebbhân nojjhu ka polo madhurâ
salaèn na’-kana’ ajhâr è sakola’an jhughânan ajhâr neng,selain anak-anak belajar di sekolahan juga belajar di
se majang tantona la padha mole,yang berlayar tentunya sudah sama-sama pulang
tape terro ngakana berras bagus se kadhang ambu ngantos rebba'an e are tellasan se olleya nase' tellasan,tapi mau makan beras bagus yang kadang harus menunggu sajian di hari raya yang akan dapat nasi hari raya
orèng sè saè tatakkramana èsambhât anḍhâp asor,orang yang baik tata kramanya biasanya diebut rendah hati
ta' ètemmo,tidak ditemukan
kaodhi'an se ta' bisa epesa ban aba'na,kehidupan yang tidak bisa dipisah dengan dirinya
lan-molan ad,mula-mula
para' dâpa'a ka messèn pangebboranna pas temmo apoy atowat dâri alat pangebboran jiyâ,hampir tiba di mesin pengeborannya lalu tiba-tiba api berteriak dari alat pengeboran itu
sajjhekghâ odi' bi' markoya markoya ta' toman labânan,sejak hidup dengan markoya markoya tidak pernah melawan
orèng ghilâ sè bâḍâ è aḍâ'na sakolaan rowa obu'na bânnya' obânna,orang gila yang berada di depan sekolah itu rambutnya banyak beruban
meḍḍhâl ḍâri labâng,keluar dari pintu
oman satrawi rakana buk atun,o paman satrawi suaminya bu atun
ta' kera kose abit agilis jagung paleng pon sapa-tareddebban pon mare,tidak akan lama menggiling jagung paling juga sebentar sudah selesai
bâdâ sè acarèta jhâ' dragula rèya ngakanan orèng,ada yang bercerita bahwa dragula ini memakan orang
anyojjhu buri'en orèng bi' perrèng kèlès sampè' perrèngnga kalowar dâri colo'en,menusuk duburnya orang dengan bambu apus sampai bambunya keluar dari mulutnya
sènga'neng kadhâddhiyân perrang salib lambâ' èjhâman nabi,seperti di kejadian perang salib dulu di zaman nabi
bâdâ kèya sèngoca' dragula rèya ngènom dârâna orèng sè wa-towa,ada juga yang berkata dragula ini meminum darahnya orang yang tua-tua
mon dâ-ngodâ ta'ngènom bi' carèta salaèn sè lebbi marèngès polè,kalau yang muda-muda tidak minum dan cerita selain yang lebih meringis lagi
ano waarowa ro dalemma se badha e budhina marsu'ip,anu itu itu loh rumahnya yang ada di belakangnya marsu'ip
ro'om mennyan nyareddhem,bau kemenyan menusuk
orèng sè tako’an,orang yang penakut
kemmès malem jumat dâteng,kamis malam jumat datang
tentara blândhâ ta' tao ka maèlangnga rèng sè maghi dâun ghella,tentara belanda tidak tahu pada menghilangnya orang yang membagi daun tadi
daddi sango se paleng arga,menjadi bekal yang paling berharga
laba ba-laba,laba-laba
molae gi' lamba' abalangaja kadhuwa'an tape samangken sampeyan ngala' nyamanna dibi' polana kalakowan pon nyaman ta' enga' lamba' se para' mateya ngek-serngegan,mulai dari dulu memberanikan diri berdua tapi sekarang kamu mengambil enaknya sendiri karena pekerjaan sudah enak tidak ingat dulu yang hampir mati kepanasan
kompolan okara sè dhâmmang,kumpulan kalimat yang ringan
sampe' ana'na todhus se amaena ka bengkona taretanna se pendba sogi,sampai-sampai anaknya malu yang mau bermain ke rumahnya saudaranya yang lumayan kaya
jhâ'-sakejjhâ' ambu,sebentar-sebentar berhenti
ballung ebu,delapan ribu
nèngghâr cèlèng,menembak babi hutan
teks persuasi panèka kèngèng ngobâ pangghâliyânnèpon sè maos dâri sè ta' poron pas dhâdhi poron,teks persuasi ini boleh mengubah pemikirannya yang membaca dari yang tidak mau lalu jadi mau
tuni ènga' ka carètana embana,tuni ingat pada cerita neneknya
ranca'na kajuna etotto,dahan kayunya dipangkas
bâdâ kèya sè èpatè'è,ada juga yang dibunuh
tape pamanna rekong,tapi pamannya teringat
suroso ghi' mèkkèr abit,suroso masih berpikir lama
tadâ'ghuli tadâ' apa,tidak ada apa-apa
pegghâ' ghel-bhughellâ,putus tali ikatannya
ajhâlàn sèng-nylèngsèng,berjalan menepi ke pinggir karena menghindari sesuatu
è ḍimma biyasana orèng namen jhȃghung,di mana biasanya orang menanam jagung
mare abajang se kadhuwa padha adikker,selesai salat keduanya sama-sama berzikir
ampon sobung,sudah habis
marè ka' berka'an bhâdhân mello kabbhi,sehabis berlari-lari semua badan berkeringat
marè bâ'-nyabâ' ka tana,selesai menaruh-naruh ke tanah
ponapa se ekatodhus,apa yang dimalukan
engko' dhâddhi dâyyâma'lè rèng-orèng sè ta' ngakan nyaman rèng-orèng sè ta' bisa mellè panapan bi' rèng sè bhuto laènna rèya bisa ngakan nyaman dâri pèssè sè engko' bâghi bisa mnellè panapan bisa èyangghuy neng kabhutowan laènna,aku jadi begitu agar orang-orang yang tidak makan enak orang-orang yang tidak bisa membeli apa-apa dan orang yang butuh lainnya ini bisa makan enak dari uang yang aku bagi bisa membeli apa-apa bisa dipakai untuk kebutuhan lainnya
san la marè alako dhuli bâghi opana,jika sudah selesai bekerja cepat berikan upahnya
olahraga apa sè makalowar bhȃnḍhȃ,olahraga apa yang membutuhkan biaya
ba'na kaburu moleya,kamu buru-buru pulang
salat èsa,shalat isya'
sapa nelpon,siapa yang menelepon
sabab maske ampon kadi ganeko monggu dha' bula ta' kera sanggup ngoba ara ban tojjuwan,sebab meskipun sudah seperti itu bagiku tak akan sanggup mengubah arah dan tujuan
najjân orèngnga bhidhâ,meskipun orangnya beda
ajaring juko' mangkat asango pasra bakte pakon nyoppre odhi' samporna abareng bine ban ana'na,menjaring ikan berangkat bersangu pasrah bakti demi menghidupi hidup sempurna bersama istri dan anaknya
bola'na calanta',benangnya kusut
mâkta sowara rareppèn sè aghur tor marem pèrengnganna,mempersembahkan lagu-lagu yang bagus dan menyenangkan untuk didengarkan
ka tase' gun pera' entar ngongngang ban ngoras sampanna,ke laut hanya sekadar pergi melihat dan menguras sampannya
sè èkakanḍhâ ḍâlem tokèlan kanḍhâ è attas èngghi panèka bhâb,yang disampaikan dalam cuplikan percakapan di atas termasuk jenis
sè tamaso’ contona parèbhȃsan sè nodhuwȃghi ḍȃ’ sèpat kabȃngalan …,yang termasuk contohnya peribahasa yang menunjukkan kepada sifat keberanian …
kose abit,sangat lama
e gadhiya badha istana presiden,di sana ada istana presiden
tonjhu' dhuddhing,jari telunjuk
bâ'na èsangghu molè bâri',kamu dikira pulang hari kemarin
orabba ngodhana perreng ganeko gunna ekakan ekadibi',urap rebung bambu itu hanya dimakan sendiri
ngella tèla,mcrebus ketela
nyo’on sapora ka èbhu,memohon ampun kepada ibu
nyamana otang gi paggun majar keng bila pon badha,namanya utang ya tetap bayar tapi bila sudah ada
labu ongghu,jatuh benaran
eppa'na pojuk jarowa #,bapaknya itu bodoh
patè' binè',anjing betina
karo monyèna cek-cek sè amonyè li-bâliyân,hanya bunyi cicak yang berbunyi berulang kali
mare adan eterrosagi kalaban ji-pojiyan,setelah azan diteruskan dengan puji-pujian
patè' museng jib,petis musang
mara ta' bhersè'enna mowana,ayo tidak dibersihkan mukanya
oca’ sè èsabâ’ è aḍâ’na horop nomer sèttong ḍâri oca’ asal panèka èsambhât sessellan,kata yang diletakkan di depan huruf pertama dari kata dasar disebut sisipan
nyepper ḍȃ’ masjiḍ jami’ songenep abhȃjȃng dhuhur,singgah di masjid jami’ sumenep untuk salat dzuhur
ekspresi mowa akantha mata colo’ bȃn èlong,ekspresi wajah seperti mata mulut dan hidung
ja' rengan ollena en-laen ekaedhing oreng aterham,kan dapat dapatnya beda-beda terdengar orang berdeham
sanonto kata' pera' posang se badha,sekarang kodok hanya pusing yang ada
mènorot pamangghi kaulâ bhâb ghârâ’ân panèka cè’ parlona èpaḍâpa’ ḍâ’ ca-kanca sadhâjâ sabâb kantos samangkèn orèng madhurâ ghi’ bâḍâ sè apamangghi akadhi pamangghina orèng lowar madhurâ,menurut pendapat saya tentang gerhana ini sangat perlu disampaikan kepada kawan-kawan semua sebab sampai sekarang orang madura masih ada yang berpendapat seperti pendapatnya orang luar madura
bârâ' lao',selatan daya
ngèrrem èattas ghâbângan,bersembunyi diatas atap mmah
bhuju' lakè',nenek moyang laki
engko' ajuwala ajam tape gi' bu-ambu edhinna',saya jualan ayam tapi masih ragu-ragu di sini
ènoman sè bâḍâ alkoholla èlarang aghâma èslam,minuman yang mengandung alkohol dilarang agama islam
sakola'an èsdè sampè' èpa-libur sabulân,sekolahan sd sampai diliburkan sebulan
mangkaddhâ ka kamma,mau pergi kemana
biyasana samarèna nyebbhut salam assalamualaikum ta’ ètoro’è polè ngatorè salamet akadhi salam pamokka’,biasanya sesudahnya menyebut salam assalamualaikum tidak diikuti lagi mengucapkan selamat seperti salam pembuka
neng ma-roma la marè èsèramè nya' eggas kabbhi,di rumah-rumah sudah selesai disirami bensin semua
otang gi otang ja' paggun nyerra,utang ya utang tapi tetap membayar
para lagghuâ,hampir pagi
berras neko epaoroba kakabbi,beras itu ditukar semua
sakone'na bakal ngorange oreng madura se akasap ka lowar,sedikitnya akan mengurangi orang madura yang bekerja ke luar
tape banne gun cokop abuwa buwana kodu la badha se kenneng gabay pathe,tapi bukan hanya cukup berbuah buahnya harus sudah ada yang bisa dibuat rujak
bandhana gi' sambi nyare e jalan,modalnya masih sambil mencari di jalan
baddiyanna badha bungkana sabbrangnga,sebelahnya ada pangkalnya seberang
jhâjhâl nyarè 2 contona oca’ sè ollè sessellan,coba cari 2 contoh kata yang mendapat sisipan
lerres ongghu,sungguh benar
bajang ekanthang eimame ke junus,salat dilantunkan diimami kiai junus
kennèng èlakonè,dapat dikerjakan
ajâm kobhiriân,ayam jantan yang tidak dikawinkan
mènangka pandhuman ma' ghellis ngastètè,sebagai pedoman agar cepat berhati-hati
tabu' se biyasa nge'-marenge',perut yang biasa merengek-rengek
lopot tangghu,salah menebak
dul dul jaga dul,dul dul bangun dul
suroso ta' partajhâ ka muna sè ngoca' tadâ' parabânna pagghun aassa parabân,suroso tidak percaya pada muna yang berkata tidak ada perawannya tetap merasa perawan
bintang poteka,bintang timur 
mangkat ka tana mancaadina bala ban ca-kanca,berangkat ke tanah rantau meninggalkan keluarga dan teman
mon songay asat garowa tandhana pon para,kalau sungai kering itu tandanya sudah hampir
polana bhumè ta’ aghuli,karena bumi tidak bergerak
pas baramma se ta' tasanggerra'a bila taresna pon kadbung tasangsang,lalu bagaimana tidak terpikat bila cinta sudah terlanjur tersangkut
lagghu' ghu-lagghu sèngko' èntarra ka sorbhâjâ,besok pagi-pagi sekali saya akan pergi ke surabaya
agabay tamennan sabbrang dhubidhing,membuat tambahan rambanan dua ikat
coma nyarembengnga ban ngaremmessa aeng benneng dhari bagiyan raga se kalampan ngabas sonar ban barna,hanya berlinangnya dan menetesnya air bening dari bagian raga yang kebetulan melihat sinar dan warna
badha se nyare katongko'an,ada yang mencari pijakan
pereng se pon aesse nase'asella tolang ganeko ealle ka baba,piring yang sudah berisi nasi berserta tulang itu dialihkan ke bawah
ngombi' pao,mengupas mangga
nyama sèèyangghuy rèya cem-macem bârnana,nama yang dipakai ini bermacam-macam rupanya
ngennengngè rama sè pè'-copè',menempati rumah yang sangat sempit
nabbhi muhammad saw,nabi muhammad saw
kancana acareta sambi ngaremmes aeng mata,temannya bercerita sambil meneteskan air mata
embu'en amerri' tao kèya jhâ' bin-sabin jiyâ bin-sabinna suroso,neneknya memberi tahu juga bahwa yang beraneka ragam itu lamarannya suroso
aksara latèn,aksara latin
sanajjan panas are thar-centharan akaton ngobbar balikadda ta' ekarassa banne polana akalambi kandel karana terro tomang terros ngokos,meskipun panas matahari sangat terik kelihatan membakar punggungnya tidak terasa bukan karena berpakaian tebal karena ingin dandang terus mengukus
ajâmma bâḍâ sè atelloran bâḍâ kèya sè abuḍu’ân,ayamnya ada yang bertelur ada juga yang beranak
pojhur rato bhâli sareng bhâlâna èpatellok tor èsèdhânè sareng pangèran wètan,raja bali dan pasukannya akhirnya dikalahkan dan gugur oleh pangeran wetan
kapa pa-kapa,sadel kuda
angen nambu pekkeranna reng bine' se ngamba'lakena,angin meniup pikirannya perempuan yang menunggu suaminya
tao ka,tahu akan
maghi pèssè bânnè bâghi dhibi',memberi uang bukan memberikan sendiri
saparo bhumè katon petteng arapa sabâbbhâ,separuh bumi kelihatan gelap apa sebabnya
ca'na nenggara ka temor songay,katanya menembak ke timur sungai
soal kapèng 21-30 maghut ḍâ’ carèta bâbâ panèka,soal nomor 21–30 mengacu pada cerita di bawah ini
dhurma artèèpon macan,durma artinya macan
ana'na se gi' ngodha se gunna lebur amaen leker gaseng lajangan pal-eppalan ban gasek amaen dhako ganeko sanonto dhu'-nondhu',anaknya yang masih muda yang hanya suka bermain gundu gangsing layangan dan cepat-cepat bermain congklak itu hari itu hanya duduk
kabbi oreng padha perak mon omba' ta' agulung,semua orang sama-sama senang kalau ombak tidak bergulung
oca’ larik è madhurâ èsambhât,kata larik di madura disebut
apa tegghȃssa ḍȃri ghȃghȃng paḍi,apa artinya dari tangkai padi
nyeyor ganeko epekol sakaleyan ban berras saetton ebali' dhukale,kelapa itu dipikul sekaligus dan beras satu ton dikembalikan dua kali
nangèng ètarèma sareng akal,tetapi diterima oleh akal
na’-kana’ manabi èyajhâk amaèn panèka,anak-anak jika diajak bermain akan
buari pegghel ta' temmo èddhebbhâ,buari jengkel bukan kepalang
pènter rarem,tidak begitu pandai
ta' angi' pèssè,tidak punya uang
calaṭṭongnga kerbhuy,tahi
buari amèmpè dâlem mèmpèna romana buari rèya la marè èbangon,bu ari bermimpi dalam mimpinya rumahnya bu ari ini sudah selesai dibangun
dhuwâ 1 aghi,doakan
emba binè' ella ngalolè,nenek sudah pikun
è bâkto pajjhâr lagghu kabâḍâ’ân arèampon,di waktu fajar pagi keadaan hari sudah
yâ dâ'râmma'a polè,ya bagaimana lagi
bulan reyaja me-rammena kabin ban gabay,bulan haji ramai-ramainya nikah dan buat
tape paggun ta' aoba gunna kole'na se ngolacat,tapi tetap tidak berubah hanya kulitnya yang ganti
bila rerengen gunna kare rerengen tadha' ollena nape,bila merengut hanya tinggal merengut tidak dapat apa-apa
malem ganeko malem salasa kalebun,malam itu malam selasa kliwon
kajembaran ngalarkar,kebahagiaan menyebar
polana satèya bânnya' orèng anamen kan perrèng neng dhisana,karena sekarang banyak orang menanam pohon bambu di desanya
lè' tanèyan neng adâ'ân dhing ano èghâbâyâ kennengenna sabung ajâm,dik halaman di depan itu anu dibuat tempat sabung ayam
èkapèkkèr y,dipikirkan secara terus-menerus
maghȃmpang ka na’ kana’ nèro,memudahkan bagi anak-anak meniru
hikam pon kare melle karcissa kapal,hikam sudah kadung membeli karcis kapal
mano'ganeko sempat maelang banne gunna saare otaba samenggu sampe' abulanan,burung itu sempat hilang bukan hanya sehari atau seminggu sampai bulanan
kaaddhangan aeng matana se terros ngaremmes,terhalang oleh air matanya yang terus menetes
eppa’ abhersèyan kanḍhȃngnga sapè,ayah membersihkan kandang sapi
simar apèrak bisa apèsa kèya bi' tarètanna,simar senang bisa berpisah juga dengan saudaranya
dhȃdhingghȃlȃnna aghȃma apa canḍhi borobudur jȃrèya,peninggalan agama apa candi borobudur itu
molae dhari jareya santrena atamba bannya,mulai dari sana santrinya bertambah banyak
ghân jiyâ rèng-orèng sè bâdâ neng dâlem ngejjhit,seketika orang-orang yang ada di dalam terkejut
kancana amersè'enna mowana dâri jhrâbâ' bâtona,temannya membersihkan mukanya dari jerawat batunya
pata tengnga malem,hampir tengah malam
lala' buta,lalat buta
ngeṭṭok rambing,menggunting kain
ta' ngalecer sakale e bakto ganeko,tidak bergairah sama sekali di waktu itu
ghâgghâr bâkto kapalla mèrèng amarghâ ètambu ombâ’,jatuh waktu kapalnya miring karena dihantam ombak
saamponna ghâlimpo’ laèn lastarè acarèta ghântèyan ghâlimpo’na dhibi’ sè acarèta è aḍâ’na kelas,setelah kelompok lain selesai bercerita gantian kelompoknya sendiri yang bercerita di depan kelas
lebbi copè',lebih sempit
dhâlemma aghung è dhisa pasean,rumahnya besar di desa pasean
rama maos serrat,ayah membaca surat
badha koceng akael,ada kucing sedang makan
kassa' ba'na nae',cepat kamu naik
paragraf 6 è attas tamaso’ ḍȃ’ okara,paragraf 6 di atas termasuk ke kalimat
korbhina tako’ ka kèlap’ ana’na bȃngal ka kelap,merpatinya takut pada kilat anaknya berani pada kilat
ta'perna nganèla'è bellu' bâdâ neng tasè',tidak pernah melihat belut ada di laut
sè pentèng pèkkèrranna bbadbân kaulâ ajbálán,yang penting pikirannya badan hamba berjalan
dhinèng contona oca’ sè ampon kèngèng konfiks èngghi panèka ètambâ’aghi èghulâi makompollaghi sareng salaènna,adapun contoh kata yang sudah mendapat konfiks adalah ètambâ’aghi èghulâi makompollaghi dan lain-lain
kabit ghellâ' ta' ghellem katonḍu,mulai tadi tidak kunjung mengantuk
rang-terrangan jharbâaghi ma'lè bâḍâ kapastèan,terus terang jelaskan agar supaya ada kepastian
rèng-orèng bânnya' sè ta' satuju ka cacana,orang-orang banyak yang tidak setuju pada ucapannya
tong-sèttongnga tembhâng macapat kodhu èyakorraghi sareng,masing-masing tembang macapat harus disesuaikan dengan
karettegga lalake' ganeko ngabas tek-buntek se pon nyaropo',pikiran laki-laki itu melihat tunggul-tunggul yang sudah menghitam
marè kalèng-lèngè dâyyâ,selesai melingkari itu
tombu jhârâbâ',tumbuh jerawat
mon lè-mellè kodhuna nabâr ghâllu,ma' lè ta' talanjuk majâr ranglarang
èḍimma mon amaèn lar-kolarjhȃng salaèn è tanèyan,di mana saja kalau bermain ular-ularan selain di halaman
kakapper ganeko arassa ce' kerrongnga nengga' ka kembang-kembang se ana-barna mera pote mera ngodha ban barna-barna se laen,kupu-kupu itu merasa sangat rindu menempel ke bunga-bunga yang bermacam-macam warnanya merah putih merah muda dan warna-warna lainnya
dâ'râmmaterro taoa onggbu kakè,bagaimana ingin tahu sungguh kamu
lajângan nyangsang sè abârna potè,layang-layang nyangkut yang berwarna putih
kas rakas padhȃddhi bhȃrȃng laèn sopajȃ amanfaat tor aman ḍȃ’ sakobhengnga,sampah dijadikan barang lain supaya bermanfaat dan aman kepada sekitarnya
ḍârâna kalowar alèllè pas kerrèng abâk kecceng,darahnya keluar meleleh lalu kering agak kental
colo'en arassa èjhâi' kabbhi,mulutnya terasa dijahit semua
tana lembhung,tanah lempung
addha entare ka dul latip,ayo pergi ke dul latip
pamojina ebu ce' saena,doa restu ibu sangat baik
teks sè bânnè teks narasi èsambhât,teks yang bukan teks narasi disebut
eppa’na kasokan polana pamèntana cè’ locona,bapaknya terima karena permintaannya sangat lucu
jusop tao jhâ'ana'en rèya lakar la ta' pèlak ka rèng towa binè'en,jusop tahu bahwa anaknya ini memang sudah tidak suka pada orang tua perempuannya
tabu'en lapar malolo kèya,perutnya lapar melulu juga
ontang nyellem,pelampung tenggelam
jânda neng kampong dinna' toro'en bânnya',janda di kampung sini sebenarnya banyak
poko'la ta' endâ' mon bhâreng so rèng nèserran koca'en,pokoknya tidak ingin kalau bersama dengan orang kasihan katanya
tokang sapo,tukang sapu
sè èkamaksot sareng ongrodhânna carèta èngghi panèka bâḍâ mamolanna carèta pokparana carèta kantos carèta panèka èpongkasè,yang dimaksud dengan urutan cerita adalah adanya permulaan cerita pokok permasalahan cerita hingga cerita itu diakhiri
pola ma'bârás tang binè marèna,mungkin agar sembuh istriku nanti
sonarra ekerbay-kerbay angen se ma-ksa maso' dhari bang lobangnga tabing se ngesel,sinar itu terayun-ayun angin yang memaksa masuk dari semua lubang dinding bambu yang tajam
matana man-dâmman sambi kalowar aèng mata,matanya ke mana-mana sambil keluar air mata
rasat èkennal rèng sè bhâlengnger neng dhisana,rasat dikenal orang yang nakal di desanya
dhalem kasossa'an aba'na gi' egir-gigiri,dalam kesedihan dia masih dimarahi
daddi kembang kajembaran,menjadi bunga kebahagiaan
sebbhuttaghi unsur-unsur intrinsik sè bâḍâ è topèng dhâlâng,sebutkan unsur-unsur intrinsik yang ada di topeng dalang
pan-barampan are kata' ganeko badha ekennengngan ganeko kalaban aengnga se matakerjadan kalaban barna koneng rassa accen nga'-anga' ganeko pas aba'na ngabas lengngenna dibi' pon molae lebar,beberapa hari kodok itu berada di tempat itu dengan airnya yang membuat terkejut dengan warna kuning rasa masam berbau menyengat itu lalu dirinya melihat lengannya sendiri sudah mulai lebar
kadi ponapa,mengapa bagaimana  
cem-macemma tembhâng macapat bâḍâ,macam-macamnya tembang macapat ada
neng romana maya bâdâ kabbhi bâdâ,di rumahnya maya ada semua ada
kajuna sudahnan la eangko' epasemma,kayunya sudahnun sudah diangkut dipisahkan
jhâjhâl nyarè 2 contona oca’ sè ollè ter-ater,coba cari 2 contoh kata yang mendapat awalan
è ḍimma langngè’ abȃrna mèra,di mana langit berwarna merah
geddhang bigi,pisang biji
èkello' apoy,terbakar api
alabung kerrès,membuka keris dari selubungnya
kandhangnga e budhina bengkona se biyasana satrawi makane ajam saban gi' laggu,kandangnya di belakang rumahnya yang biasanya satrawi memberi makan ayam setiap pagi
manabi na’-kana’ amaèn sareng ca kancana lumbrâna bâkto asar mabâ otabâ kèngèng jhughan nalèka,jika anak-anak bermain bersama teman-temannya pada waktu sore hari atau juga ketika
pa’ dulla alako nyongsang nyarè pèssè sè terro mellèya kalambhina ana’na,pak dulla bekerja terbalik mencari uang yang ingin membelikan bajunya anaknya
ḍâri rangkè’anna oca’ ghâpanèka ampon kèngèng aparèng jhâjhârbâ’ân ḍâ’ angghuta bhâdhân panèkta saè tor èbhârâttaghi sèttong bhârâng sè aghânḍhu’ artè saè tor èndhâ,dari rangkaiannya kata itu sudah boleh memberi penjabaran kepada anggota badan ini baik dan diibaratkan satu barang yang mengandung arti baik dan indah
jhȃjhȃl ghȃbȃy tembhȃng pucung ngangghuy èbhȃrȃt,coba buat tembang pucung memakai ibarat
elang otaba buru dhari dalemma apa,hilang atau kamur dari rumahnya apa
tata tartèp,tata tertib
nangèng è ḍâlem abhâbhâd alas ghâpanèka bânnya’ cobhâ,tetapi di dalam membabat hutan itu banyak cobaan
mana' ḍângḍâng wak-kuwaghân,burung gagak berkuar-kuar
arapa bâ’na ma’ acora’ lemmes bhumè ca’na arè atanya,kenapa kamu terlihat lemas bumi kata matahari bertanya
salaènna orèng bâḍâ jhughân sè dhâddhi carèta panèka,selain manusia ada juga yang menjadi tokoh cerita adalah
tape neser mon rengnge' pon lendhi keya,tapi kasihan jika nyamuk sudah kering juga
tanana nyarbu èsapsap angèn,tanahnya berdebu berterbangan ditiup angm
najhâ' tampar,menarik tali tampar
pola popossa tarebungnga ejuwala keya,mungkin ampas pohon siwalannya dijual juga
polana bajaranna lako tellat lako etagi ban etagi malolo,karena bayaran kerja telat kerja ditagih dan ditagih terus
ajâm kocè,ayam chocin china
jhâ' ngèkkè'an ghrighi',jârèya ta' bhâghus
ngallèya sakola’an,akan pindah sekolah
tarèsna ongghu,benar-benar cinta
kabudhina kapolong tedhung na,di belakangnya dikumpulkan tidurnya
teppong dhrighu,tepung terigu
ghi' laèn sè bâdâ neng dâlem dhâlubâng sè ghi' èperghem bi' rèng lowar jiyâ,masih lain yang ada di dalam kertas yang masih digenggam oleh orang luar itu
akkal tor bhuḍḍhi,akal dan budi
kalḍu ajâm,kaldu daging ayam
nemmo mosibâ,mendapati musibah
sanaos ta’ ngarep bâlessân,walaupun tidak mengharap balasan
bila pon para' sabulan baktona lalake' ganeko abali ka se towa,bila sudah hampir sebulan waktunya laki-laki itu kembali ke yang tua
pamanna nyanggubi bakal abala ka oreng towana mad ja',pamannya menyanggupi akan bilang pada orang tuanya mad ja'i
nem atos,enam ratus
apa sè èkalako bȃ’na è ḍissa’,apa yang kamu lakukan di sana
matos ngertè jhâ' embu'en nyarè,matos mengerti bahwa ibunya mencari
pangangghuy sowara soko panèka èsabâ’ è bâbâna aksara ghâjâng,pangangghuy suara soko diletakkan pada bagian huruf dasar
la rèya aè’ la ḍâteng ḍâri ḍimma bhâi bâ’na ề’,nah ini aè’ sudah datang dari mana saja kamu è’
kadirap ngadirap,berkilau-kilauan
polana kobi ban gulana pon eabi' ban gi' tadha' pesse se ebagiya,karena kopi dan gulanya sudah habis dan masih tidak ada uang yang diberikan
ѐyatorè serrat okara sè nanḍhâ’âghi asmana rato songennep sè ngobâsanè songennep nalèka rato bhâli alorok perrang ka songennep è ḍâlem tokèlan carèta è attas,silakan tulis kalimat yang menyebutkan nama raja sumenep yang berkuasa di sumenep ketika ratu bali menyerang sumenep di dalam cuplikan cerita di atas
suroso ta' endâ',suroso tidak mau
malalar caca,memperpanjang pembicaraan
èntarra ḍâ' ko'amma dhika lè',mau pergi kemana dirimu dik
ta' nyana,tidak menyangka
bisa ngakoraghi bi’ kabȃḍȃ’ȃn,bisa menyamakan dengan keadaan
koca'en orèng sè perna ajhellingbhâdhânna cebbi rèya pagghun lempo,katanya orang yang pernah melihat badannya cebbi ini tetap gemuk
sabâb ekosistem panèka kennengnganna sadhâjâna makhlok,sebab ekosistem itu tempatnya semua makhluk
artena bula ban dika pon daddiya oreng towa ta' enggi,artinya aku dan kamu sudah mau menjadi orang tua kan
bhiru laot,biru laut
èyatorè jâwâb pètanya è bâbâ ka’ḍinto kalabân jhârna’,silakan jawab pertanyaan di bawah itu dengan jelas
tojjhuwânna teks deskripsi èngghi panèka,tujuannya teks deskripsi yaitu
nyatana panjennengngan dibi' se ngoso' saabidda ngobbar,nyatanya anda sendiri yang marah-marah selama membakar
pettès ru-jhuru,petis cair terbuat dari sari kuah ikan pindang
maso' râng-bhârâng rajâ sè èyangghuy ghâbây lat-alat ngebbor mènnya' bi' èn-laènna,masuk barang-barang besar yang dipakai untuk alat-alat mengebor minyak dan lain-lainnya
tapè sayang ghun tanana sèsoghi,tapi sayang hanya tanahnya yang kaya
apa sè ènyamaè mosèm nambhȃrȃ’,apa yang dimaksud musim penghujan
romana semmo jhâu kèya ḍari tang roma,rumahnya agak jauh juga dari rumahku
tanana èpalanḍbu,tanahnya dibuat menjadi subur
naghârâ arab,negara arab
opor dhâghing,opor daging
radèn wijaya rèya orèng sè ngowasaè karaton majapahit bi' orèng sè bisa makala tentara blândhâ,raden wijaya ini orang yang menguasai keraton majapahit dan orang yang bisa mengalahkan tentara belanda
sengka ka aba'na,merenggang dari dirinya
oreng ganeko ngakak abareng,orang itu tertawa bersamaan
manyang klaras,jenis lebah yang seluruh badannya berwarna hitam
oca'na malembu' basa,katanya dengan bahasa yang halus
terro nokola orèng jiyâ,ingin memukul orang itu
malle ta' agili ka taneyanna dibi',biar tidak mengalir ke halamannya sendiri
nyorowan orèng soro mersè'èkennengnganna sambhi amerri' pèssè ghâbây opana sè mersè'è,menyuruh orang suruh membersihkan tempatnya sambil memberi uang untuk upahnya yang membersihkan
pesse se neng bâddhâna ètendang bi' engko' sampè'ghâgghâr ka somor,uang yang di wadahnya ditendang olehku sampai jatuh ke sumur
dhuwa' ajam ganeko padha tajengkang agalebbes galebbes ta' ennenga jaga,kedua ayam itu sama-sama terpelanting terkulai lemas tak sadarkan diri
pas ano apa ka tengnga tase' mon ta' mega' juko,lalu mau apa ke tengah laut kalau tidak menangkap ikan
engko' mapak orèng agosip neng jhâlân,aku memergoki orang bergosip di jalan
macemman lalongèt bȃḍȃ sabellȃs mèghi iyȃ arèya,macamnya dongeng ada sebelas biji yaitu
